여행ID,TRIP_ID,출발방문지ID,도착방문지ID,출발시간,도착시간,이동방법코드1,이동방법코드2
d_d003969,2210090004,,2210090004,,2022/10/09 13:30,1,1
d_d001606,2210040001,,2210040001,,2022/10/04 11:00,4,15
d_d008001,2210300001,,2210300001,,2022/10/30 21:30,2,
d_d001331,2209120002,,2209120002,,2022/09/12 10:00,2,
d_d004450,2210280002,,2210280002,,2022/10/28 12:00,1,
d_d002283,2210080005,,2210080005,,2022/10/08 13:00,15,
d_d004972,2211040007,,2211040007,,2022/11/04 18:00,1,
d_d002348,2210120002,,2210120002,,2022/10/12 10:30,1,8
d_d011291,2211020001,,2211020001,,2022/11/02 12:00,15,
d_d009306,2211040001,,2211040001,,2022/11/04 9:00,2,
d_d003561,2210110004,,2210110004,,2022/10/11 15:30,2,
d_d002063,2210050007,,2210050007,,2022/10/05 21:00,2,
d_d003050,2210080003,,2210080003,,2022/10/08 15:00,2,
d_d009828,2210300007,,2210300007,,2022/10/30 16:30,2,
d_d001894,2210250001,,2210250001,,2022/10/25 6:30,15,
d_d002976,2210150006,,2210150006,,2022/10/15 12:00,15,
d_d000019,2208150010,,2208150010,,2022/08/15 17:00,1,
d_d000105,2208240002,,2208240002,,2022/08/24 15:00,15,
d_d002080,2210030003,,2210030003,,2022/10/03 10:30,15,
d_d010354,2211050001,2211050001,,2022/11/05 12:30,,,
d_d007945,2210280005,,2210280005,,2022/10/28 17:00,1,15
d_d012236,2211060004,,2211060004,,2022/11/06 14:00,2,
c_c000869,2208190002,,2208190002,,2022/08/19 11:30,1,
d_d001429,2209190001,,2209190001,,2022/09/19 22:30,12,13
d_d001143,2209180004,,2209180004,,2022/09/18 8:00,15,
d_d002176,2210090005,,2210090005,,2022/10/09 16:00,13,15
d_d010040,2211010001,,2211010001,,2022/11/01 20:30,1,
d_d000622,2208270001,2208270001,,2022/08/27 9:00,,,
d_d002816,2210050001,,2210050001,,2022/10/05 8:30,15,
d_d005222,2210130001,2210130001,,2022/10/13 5:30,,,
d_d000654,2208220004,,2208220004,,2022/08/22 15:30,2,
d_d005534,2210150002,,2210150002,,2022/10/15 12:30,1,
d_d012308,2211110005,,2211110005,,2022/11/11 17:30,1,15
b_b004798,2209260006,,2209260006,,2022/09/26 17:30,1,
d_d001756,2209290005,,2209290005,,2022/09/29 18:30,2,
d_d000152,2208150004,,2208150004,,2022/08/15 17:00,15,
d_d000881,2208310004,,2208310004,,2022/08/31 19:30,9,
d_d002061,2209300005,,2209300005,,2022/09/30 14:00,10,
d_d001682,2210020003,,2210020003,,2022/10/02 14:30,2,
d_d001642,2210010005,,2210010005,,2022/10/01 13:30,2,
d_d001599,2209280004,,2209280004,,2022/09/28 14:30,2,
c_c001916,2209250007,,2209250007,,2022/09/25 17:30,1,
d_d002997,2210140004,,2210140004,,2022/10/14 12:00,16,
a_a012195,2210290006,,2210290006,,2022/10/29 17:00,9,
d_d000985,2208250003,,2208250003,,2022/08/25 14:00,2,
d_d002782,2210160006,,2210160006,,2022/10/16 19:00,2,
d_d001738,2210210002,,2210210002,,2022/10/21 11:00,2,10
d_d002701,2210180003,,2210180003,,2022/10/18 11:00,2,
d_d005795,2210130003,,2210130003,,2022/10/13 22:00,1,
d_d009236,2211060001,,2211060001,,2022/11/06 10:30,15,
b_b000606,2208050004,,2208050004,,2022/08/05 10:00,1,
d_d001934,2210050007,,2210050007,,2022/10/05 12:30,2,
d_d000041,2208050002,,2208050002,,2022/08/05 13:00,3,1
d_d000812,2208270016,,2208270016,,2022/08/27 20:00,15,
d_d002958,2210210004,,2210210004,,2022/10/21 20:00,9,12
d_d007400,2210300007,,2210300007,,2022/10/30 17:00,2,
d_d000677,2208290002,,2208290002,,2022/08/29 13:00,2,
d_d003329,2210060001,,2210060001,,2022/10/06 14:30,1,
d_d002087,2210190006,,2210190006,,2022/10/19 15:30,16,
d_d006952,2210260001,,2210260001,,2022/10/26 9:30,2,
d_d009113,2211020001,,2211020001,,2022/11/02 10:30,2,
d_d000458,2208300001,2208300001,,2022/08/30 6:00,,,
d_d009852,2210300006,,2210300006,,2022/10/30 15:30,2,
d_d004228,2210150002,,2210150002,,2022/10/15 12:00,15,
d_d001970,2209280004,,2209280004,,2022/09/28 17:30,1,
c_c002516,2209170002,,2209170002,,2022/09/17 13:30,1,
d_d009443,2210310004,,2210310004,,2022/10/31 19:00,1,
d_d010383,2211020010,,2211020010,,2022/11/02 15:30,2,
d_d000010,2208280005,,2208280005,,2022/08/28 17:00,1,
d_d001402,2209210006,,2209210006,,2022/09/21 19:00,1,
d_d005110,2210190003,,2210190003,,2022/10/19 19:00,9,
d_d003099,2210070005,,2210070005,,2022/10/07 19:00,2,
d_d000265,2208280012,,2208280012,,2022/08/28 19:30,15,
d_d004288,2210240001,2210240001,,2022/10/24 3:00,,,
d_d009564,2210290004,,2210290004,,2022/10/29 4:00,15,
d_d002208,2210010003,,2210010003,,2022/10/01 13:00,2,
d_d000791,2208230003,,2208230003,,2022/08/23 12:00,15,
d_d002109,2210060002,,2210060002,,2022/10/06 10:00,2,
d_d006979,2210180006,,2210180006,,2022/10/18 22:30,2,
d_d009475,2211050007,,2211050007,,2022/11/05 21:30,2,
d_d008036,2210300006,,2210300006,,2022/10/30 16:00,1,
d_d002310,2210150005,,2210150005,,2022/10/15 14:00,2,
d_d003058,2210260002,,2210260002,,2022/10/26 18:30,1,
c_c002438,2209290002,,2209290002,,2022/09/29 9:00,1,
d_d000283,2208230008,,2208230008,,2022/08/23 17:00,2,
d_d001626,2209220007,,2209220007,,2022/09/22 15:00,2,
d_d004633,2210080002,,2210080002,,2022/10/08 20:30,12,13
d_d002869,2210220001,,2210220001,,2022/10/22 12:30,2,
d_d003747,2210110008,,2210110008,,2022/10/11 16:30,2,
d_d004849,2210120006,,2210120006,,2022/10/12 19:00,2,2
d_d007155,2211050007,,2211050007,,2022/11/05 19:30,4,15
d_d000295,2208200001,,2208200001,,2022/08/20 21:30,5,
d_d002267,2210060002,,2210060002,,2022/10/06 14:00,1,
d_d003536,2210070001,,2210070001,,2022/10/07 19:30,15,
d_d004817,2210310015,,2210310015,,2022/10/31 21:00,15,
d_d001561,2209250006,,2209250006,,2022/09/25 14:00,10,
a_a001803,2209180006,,2209180006,,2022/09/18 19:00,1,
d_d000160,2208130003,,2208130003,,2022/08/13 14:30,1,
d_d007104,2210220009,,2210220009,,2022/10/22 17:00,15,
d_d000770,2208280002,,2208280002,,2022/08/28 11:30,13,
d_d000827,2208220006,,2208220006,,2022/08/22 17:30,15,15
d_d001527,2210010005,,2210010005,,2022/10/01 17:00,2,
d_d005629,2210220005,,2210220005,,2022/10/22 16:00,1,
d_d005129,2210140001,,2210140001,,2022/10/14 11:00,1,
d_d004918,2210180005,,2210180005,,2022/10/18 15:30,15,
d_d002688,2210050006,,2210050006,,2022/10/05 19:00,2,
d_d002406,2210020001,,2210020001,,2022/10/02 22:00,2,
a_a000518,2208240001,2208240001,,2022/08/24 11:30,,,
d_d001678,2209280006,,2209280006,,2022/09/28 15:30,12,
d_d000648,2208210006,,2208210006,,2022/08/21 16:00,15,
d_d003977,2210100002,,2210100002,,2022/10/10 11:00,2,
d_d010444,2210310005,,2210310005,,2022/10/31 15:30,15,
d_d005050,2210190003,,2210190003,,2022/10/19 12:30,9,
d_d001444,2209290003,,2209290003,,2022/09/29 13:30,2,
a_a004177,2210030005,,2210030005,,2022/10/03 17:00,12,
d_d001399,2209240007,,2209240007,,2022/09/24 14:30,2,
d_d007401,2210220007,,2210220007,,2022/10/22 21:30,15,
d_d001843,2210080002,,2210080002,,2022/10/08 11:00,2,
d_d009800,2211050008,,2211050008,,2022/11/05 21:00,2,
d_d002801,2210060001,,2210060001,,2022/10/06 9:00,15,
d_d000079,2208160008,,2208160008,,2022/08/16 19:00,2,16
d_d004021,2210080001,2210080001,,2022/10/08 13:00,,,
d_d001833,2210080005,,2210080005,,2022/10/08 21:00,2,
d_d007761,2210300005,,2210300005,,2022/10/30 18:00,2,
b_b004327,2209240003,,2209240003,,2022/09/24 14:00,1,10
d_d005446,2210140005,,2210140005,,2022/10/14 15:30,1,
d_d002475,2210210006,,2210210006,,2022/10/21 22:30,9,
d_d009662,2210290008,,2210290008,,2022/10/29 18:00,2,
d_d002306,2210150008,,2210150008,,2022/10/15 18:00,16,
a_a012491,2210300002,,2210300002,,2022/10/30 11:30,2,
d_d002356,2210050002,,2210050002,,2022/10/05 18:00,5,
d_d003517,2210170005,,2210170005,,2022/10/17 18:30,2,
d_d004453,2210120004,,2210120004,,2022/10/12 19:00,2,
d_d011819,2211060004,,2211060004,,2022/11/06 13:00,15,
d_d003665,2210220005,,2210220005,,2022/10/22 20:30,1,
d_d009295,2211010006,,2211010006,,2022/11/01 13:30,15,
d_d010399,2211090003,,2211090003,,2022/11/09 19:00,12,15
d_d000507,2208220005,,2208220005,,2022/08/22 14:30,2,
d_d004678,2210250001,,2210250001,,2022/10/25 11:30,1,1
d_d002267,2210080002,,2210080002,,2022/10/08 10:00,1,
d_d005027,2210120006,,2210120006,,2022/10/12 12:30,1,
d_d000670,2208230002,,2208230002,,2022/08/23 11:00,15,
b_b000650,2208160005,,2208160005,,2022/08/16 16:30,1,
d_d004849,2210110005,,2210110005,,2022/10/11 16:30,2,2
d_d000955,2208270003,,2208270003,,2022/08/27 13:30,15,
d_d010264,2210310002,,2210310002,,2022/10/31 14:00,1,
d_d011890,2211020003,,2211020003,,2022/11/02 9:00,1,
d_d001232,2209200002,,2209200002,,2022/09/20 10:30,2,
d_d000747,2209080003,,2209080003,,2022/09/08 13:30,15,
d_d001616,2209260004,,2209260004,,2022/09/26 16:30,9,
d_d001701,2210100010,,2210100010,,2022/10/10 7:30,9,
d_d002269,2210110004,,2210110004,,2022/10/11 12:30,2,
d_d004219,2210090004,,2210090004,,2022/10/09 15:00,1,
d_d009126,2210310005,,2210310005,,2022/10/31 13:30,2,
d_d000343,2208250003,,2208250003,,2022/08/25 12:30,8,
d_d002683,2210030003,,2210030003,,2022/10/03 12:00,13,15
c_c000869,2208190005,,2208190005,,2022/08/19 18:30,1,
d_d009819,2211030007,,2211030007,,2022/11/03 18:00,2,
d_d007155,2211030005,,2211030005,,2022/11/03 15:00,13,15
d_d001878,2210140002,,2210140002,,2022/10/14 15:00,2,
d_d002228,2210090009,,2210090009,,2022/10/09 13:30,2,
d_d000924,2209020008,,2209020008,,2022/09/02 18:00,2,
d_d004838,2210300002,,2210300002,,2022/10/30 13:00,10,10
d_d006754,2210210002,,2210210002,,2022/10/21 20:00,15,
d_d006981,2210280005,,2210280005,,2022/10/28 19:30,1,
d_d001856,2210020004,,2210020004,,2022/10/02 13:30,2,
d_d001729,2210030002,,2210030002,,2022/10/03 11:00,2,
d_d001473,2209280001,,2209280001,,2022/09/28 11:30,15,
d_d000971,2209060010,,2209060010,,2022/09/06 18:30,15,
b_b000453,2208150004,,2208150004,,2022/08/15 15:00,1,
c_c000128,2208220006,,2208220006,,2022/08/22 19:30,1,
d_d001368,2209220003,,2209220003,,2022/09/22 16:00,9,
d_d008255,2210260006,,2210260006,,2022/10/26 21:30,15,
d_d000396,2208270001,,2208270001,,2022/08/27 12:30,2,
d_d007084,2210210003,,2210210003,,2022/10/21 13:30,2,
d_d000276,2208220001,,2208220001,,2022/08/22 12:00,13,
d_d000097,2208220004,,2208220004,,2022/08/22 14:00,2,
c_c000965,2209030001,,2209030001,,2022/09/03 0:00,16,
d_d002064,2210140006,,2210140006,,2022/10/14 17:00,2,
d_d004455,2210220005,,2210220005,,2022/10/22 19:30,13,
d_d004993,2210160005,,2210160005,,2022/10/16 16:30,1,
b_b000232,2208140004,,2208140004,,2022/08/14 14:30,15,
d_d001440,2209230002,,2209230002,,2022/09/23 11:00,2,
d_d002440,2210090006,,2210090006,,2022/10/09 18:30,2,
d_d001841,2210020003,,2210020003,,2022/10/02 15:30,2,
d_d011264,2211070001,,2211070001,,2022/11/07 11:00,2,
d_d006689,2210290012,,2210290012,,2022/10/29 23:30,2,
d_d004837,2210240001,2210240001,,2022/10/24 5:30,,,
d_d002048,2210120006,,2210120006,,2022/10/12 17:30,15,
a_a002858,2209240003,,2209240003,,2022/09/24 13:00,1,
d_d006013,2210300006,,2210300006,,2022/10/30 12:30,1,
d_d001893,2210020007,,2210020007,,2022/10/02 14:30,2,
d_d000881,2209020003,,2209020003,,2022/09/02 17:00,15,
d_d000134,2208130002,,2208130002,,2022/08/13 21:30,2,
d_d000396,2208250003,,2208250003,,2022/08/25 22:00,15,
d_d001353,2209130003,,2209130003,,2022/09/13 10:30,15,
d_d002839,2210170003,,2210170003,,2022/10/17 17:30,1,
d_d006215,2210180002,,2210180002,,2022/10/18 10:30,2,
d_d012353,2211120001,2211120001,,2022/11/12 7:30,,,
d_d001448,2209250005,,2209250005,,2022/09/25 15:30,2,
d_d002819,2210120006,,2210120006,,2022/10/12 15:00,2,
d_d002165,2209290001,2209290001,,2022/09/29 10:00,,,
d_d005200,2210270005,,2210270005,,2022/10/27 10:30,15,
a_a001113,2209050003,,2209050003,,2022/09/05 16:00,1,
d_d004842,2210090004,,2210090004,,2022/10/09 11:30,2,2
c_c000311,2208190001,2208190001,,2022/08/19 8:30,,,
d_d000142,2208040008,,2208040008,,2022/08/04 19:00,2,
c_c002769,2209240003,,2209240003,,2022/09/24 14:00,1,
d_d010997,2211030004,,2211030004,,2022/11/03 15:30,2,
b_b004935,2209290001,2209290001,,2022/09/29 14:00,,,
d_d003233,2210120007,,2210120007,,2022/10/12 18:00,1,
d_d002052,2209290003,,2209290003,,2022/09/29 15:30,4,
d_d000658,2209010003,,2209010003,,2022/09/01 4:00,2,
d_d006363,2210260001,,2210260001,,2022/10/26 8:30,12,15
d_d008247,2210300003,,2210300003,,2022/10/30 16:00,2,
d_d005204,2210190001,,2210190001,,2022/10/19 10:00,13,15
d_d000139,2208150001,,2208150001,,2022/08/15 2:00,4,
d_d009379,2211020012,,2211020012,,2022/11/02 18:30,2,
d_d003845,2210280004,,2210280004,,2022/10/28 17:30,1,1
b_b010308,2210290009,,2210290009,,2022/10/29 19:30,15,15
d_d003561,2210100001,2210100001,,2022/10/10 8:00,,,
d_d000007,2208070001,,2208070001,,2022/08/07 8:30,13,
d_d000909,2208240004,,2208240004,,2022/08/24 15:00,2,
d_d001599,2209280008,,2209280008,,2022/09/28 20:30,2,
d_d000043,2208100005,,2208100005,,2022/08/10 17:30,16,
d_d000769,2208300003,,2208300003,,2022/08/30 15:00,2,
d_d001281,2209090008,,2209090008,,2022/09/09 20:30,2,
d_d009048,2210300006,,2210300006,,2022/10/30 16:30,1,
b_b001050,2208260003,,2208260003,,2022/08/26 15:30,1,
d_d000791,2208240002,,2208240002,,2022/08/24 11:30,2,
d_d009681,2211030001,2211030001,,2022/11/03 14:30,,,
d_d009909,2211040005,,2211040005,,2022/11/04 14:00,2,
d_d000334,2208310002,,2208310002,,2022/08/31 12:00,2,
d_d001586,2210030006,,2210030006,,2022/10/03 19:30,1,
d_d009331,2211060002,,2211060002,,2022/11/06 17:00,15,
d_d002985,2210310004,,2210310004,,2022/10/31 15:00,16,
a_a008710,2210240004,,2210240004,,2022/10/24 15:30,1,
d_d007819,2210290007,,2210290007,,2022/10/29 20:30,15,15
d_d006186,2210290003,,2210290003,,2022/10/29 14:00,1,
d_d002819,2210110011,,2210110011,,2022/10/11 7:30,5,
d_d002424,2210120005,,2210120005,,2022/10/12 14:00,13,5
d_d010328,2211010005,,2211010005,,2022/11/01 13:30,2,15
a_a006550,2210080007,,2210080007,,2022/10/08 20:00,1,
a_a000839,2208250001,2208250001,,2022/08/25 10:30,,,
b_b000462,2208100008,,2208100008,,2022/08/10 17:30,13,
d_d002283,2210070006,,2210070006,,2022/10/07 16:30,2,
a_a005194,2210110002,,2210110002,,2022/10/11 16:30,1,
d_d000630,2208310007,,2208310007,,2022/08/31 12:00,12,
d_d004830,2210180001,,2210180001,,2022/10/18 13:30,13,
d_d003704,2210220003,,2210220003,,2022/10/22 14:00,1,
d_d000776,2209030003,,2209030003,,2022/09/03 15:00,15,
d_d006863,2210230004,,2210230004,,2022/10/23 15:30,2,
d_d001406,2209130011,,2209130011,,2022/09/13 18:30,2,
d_d002111,2210210003,,2210210003,,2022/10/21 13:00,4,
d_d001863,2210070001,,2210070001,,2022/10/07 10:00,2,
d_d000898,2208260001,,2208260001,,2022/08/26 23:30,5,
d_d000660,2209020002,,2209020002,,2022/09/02 22:00,15,
b_b004327,2209240004,,2209240004,,2022/09/24 14:30,1,
d_d003747,2210110007,,2210110007,,2022/10/11 15:30,2,
d_d006829,2210280006,,2210280006,,2022/10/28 21:30,1,15
d_d004978,2210150006,,2210150006,,2022/10/15 17:00,2,2
d_d000145,2208120005,,2208120005,,2022/08/12 17:30,2,
d_d000177,2208210003,,2208210003,,2022/08/21 15:00,5,15
d_d001574,2210020003,,2210020003,,2022/10/02 11:30,16,
d_d010040,2210310003,,2210310003,,2022/10/31 18:00,2,
d_d010315,2211020010,,2211020010,,2022/11/02 18:30,2,
d_d009728,2211050009,,2211050009,,2022/11/05 22:30,5,
d_d001292,2209200006,,2209200006,,2022/09/20 15:30,2,
d_d001362,2209260003,,2209260003,,2022/09/26 11:00,12,
d_d005637,2210150005,,2210150005,,2022/10/15 13:00,15,
d_d010760,2211030005,,2211030005,,2022/11/03 17:00,2,
d_d006654,2210200005,,2210200005,,2022/10/20 23:00,1,15
d_d004071,2210160010,,2210160010,,2022/10/16 19:00,2,
d_d006170,2210310007,,2210310007,,2022/10/31 23:30,4,
d_d000170,2208090005,,2208090005,,2022/08/09 20:00,2,
d_d001615,2209230005,,2209230005,,2022/09/23 17:30,2,
d_d003166,2210310002,,2210310002,,2022/10/31 3:30,2,
d_d011170,2211030004,,2211030004,,2022/11/03 17:00,2,
d_d001046,2209020004,,2209020004,,2022/09/02 19:30,13,
d_d009263,2211030002,,2211030002,,2022/11/03 21:00,10,15
d_d005065,2210090006,,2210090006,,2022/10/09 18:00,15,
d_d001908,2210160001,,2210160001,,2022/10/16 16:30,5,
d_d003020,2210220007,,2210220007,,2022/10/22 16:00,1,
c_c000263,2208160010,,2208160010,,2022/08/16 19:30,1,
d_d007793,2210250002,,2210250002,,2022/10/25 12:00,4,
d_d004282,2210290001,2210290001,,2022/10/29 2:30,,,
d_d002739,2210270003,,2210270003,,2022/10/27 13:00,2,
d_d009192,2210290002,,2210290002,,2022/10/29 13:30,13,15
d_d004661,2210150006,,2210150006,,2022/10/15 19:00,2,
d_d004049,2210250004,,2210250004,,2022/10/25 15:00,1,15
d_d009969,2210290003,,2210290003,,2022/10/29 21:30,2,
d_d001519,2209280004,,2209280004,,2022/09/28 13:30,9,
d_d002562,2210250010,,2210250010,,2022/10/25 0:00,15,
d_d000388,2208220002,,2208220002,,2022/08/22 23:00,2,
d_d009002,2210270006,,2210270006,,2022/10/27 18:00,1,
d_d004656,2210300005,,2210300005,,2022/10/30 23:00,4,
d_d001482,2210020004,,2210020004,,2022/10/02 14:30,15,
d_d001982,2210300002,,2210300002,,2022/10/30 12:00,1,
d_d001361,2209240001,,2209240001,,2022/09/24 9:00,2,
d_d004873,2210250003,,2210250003,,2022/10/25 15:00,2,
d_d004458,2210250006,,2210250006,,2022/10/25 18:30,13,
d_d002412,2210020003,,2210020003,,2022/10/02 10:30,15,
b_b004441,2210030003,,2210030003,,2022/10/03 12:30,15,
d_d003696,2210150001,,2210150001,,2022/10/15 6:30,1,
d_d000693,2208270004,,2208270004,,2022/08/27 12:30,11,
d_d001275,2209270010,,2209270010,,2022/09/27 18:30,16,
d_d000469,2208200006,,2208200006,,2022/08/20 20:30,13,
d_d000097,2208270006,,2208270006,,2022/08/27 18:30,15,
d_d002397,2210280009,,2210280009,,2022/10/28 14:00,2,2
d_d007475,2210240001,,2210240001,,2022/10/24 19:30,9,5
d_d002341,2210100007,,2210100007,,2022/10/10 22:00,1,15
d_d006390,2210150003,,2210150003,,2022/10/15 17:00,2,
b_b004388,2210030003,,2210030003,,2022/10/03 13:00,1,
d_d002009,2209280004,,2209280004,,2022/09/28 16:00,9,
b_b001661,2208200003,,2208200003,,2022/08/20 7:00,1,
d_d002687,2210040003,,2210040003,,2022/10/04 14:00,16,
d_d003456,2210100009,,2210100009,,2022/10/10 16:30,2,
d_d006130,2210230008,,2210230008,,2022/10/23 21:30,13,
d_d001508,2209240005,,2209240005,,2022/09/24 15:30,2,
d_d010462,2211010008,,2211010008,,2022/11/01 19:00,2,
d_d010414,2211020004,,2211020004,,2022/11/02 15:00,2,
d_d001560,2210010006,,2210010006,,2022/10/01 19:00,2,
d_d011538,2211030004,,2211030004,,2022/11/03 13:30,2,
d_d009413,2210300002,,2210300002,,2022/10/30 8:30,15,
d_d000769,2208290004,,2208290004,,2022/08/29 15:00,2,
a_a008260,2210160005,,2210160005,,2022/10/16 16:00,1,
d_d004411,2210130003,,2210130003,,2022/10/13 17:00,2,
d_d004349,2210140002,,2210140002,,2022/10/14 14:30,2,
d_d007489,2210310007,,2210310007,,2022/10/31 20:30,2,2
d_d009403,2211030008,,2211030008,,2022/11/03 19:00,15,
c_c000356,2209020008,,2209020008,,2022/09/02 18:00,2,
d_d000143,2208220004,,2208220004,,2022/08/22 16:00,2,
b_b001015,2208210004,,2208210004,,2022/08/21 14:30,1,
c_c003198,2209240002,,2209240002,,2022/09/24 13:30,1,
d_d002295,2210180004,,2210180004,,2022/10/18 15:00,2,
d_d001545,2209240006,,2209240006,,2022/09/24 16:00,2,
d_d002130,2210070005,,2210070005,,2022/10/07 19:00,1,15
d_d002163,2210160003,,2210160003,,2022/10/16 13:00,4,
d_d009394,2210300003,,2210300003,,2022/10/30 14:30,2,
c_c001519,2209040002,,2209040002,,2022/09/04 10:30,1,
d_d001616,2209250006,,2209250006,,2022/09/25 18:30,2,
d_d010264,2210310001,2210310001,,2022/10/31 12:30,,,
d_d005001,2210090003,,2210090003,,2022/10/09 16:00,2,
d_d002208,2210040006,,2210040006,,2022/10/04 20:30,9,
d_d006122,2210230003,,2210230003,,2022/10/23 15:00,12,
d_d001387,2209170005,,2209170005,,2022/09/17 17:30,13,
d_d000683,2208260002,,2208260002,,2022/08/26 13:00,2,
d_d007901,2210270004,,2210270004,,2022/10/27 16:00,2,
b_b006607,2210050004,,2210050004,,2022/10/05 15:30,1,
d_d000416,2208280004,,2208280004,,2022/08/28 20:30,15,
d_d006013,2210290002,,2210290002,,2022/10/29 16:00,1,
d_d001027,2209010004,,2209010004,,2022/09/01 15:30,2,10
d_d006869,2210220007,,2210220007,,2022/10/22 20:00,16,
a_a001118,2208290005,,2208290005,,2022/08/29 18:30,15,
d_d000101,2208120001,,2208120001,,2022/08/12 21:00,2,
d_d007452,2210270007,,2210270007,,2022/10/27 18:00,13,
d_d002978,2210060006,,2210060006,,2022/10/06 15:30,2,
d_d001697,2210280001,,2210280001,,2022/10/28 21:30,2,
a_a002690,2209290002,,2209290002,,2022/09/29 12:30,1,
d_d000437,2208230007,,2208230007,,2022/08/23 0:00,15,
d_d001624,2209250004,,2209250004,,2022/09/25 17:00,2,
d_d002490,2210050004,,2210050004,,2022/10/05 1:00,4,
d_d003448,2210050002,,2210050002,,2022/10/05 23:30,16,
d_d002997,2210150001,,2210150001,,2022/10/15 12:00,2,
d_d001274,2209170006,,2209170006,,2022/09/17 13:30,2,
d_d006232,2211010001,,2211010001,,2022/11/01 10:00,1,1
a_a004017,2210100004,,2210100004,,2022/10/10 16:30,15,
d_d000825,2208280011,,2208280011,,2022/08/28 16:30,14,
d_d004131,2210080001,2210080001,,2022/10/08 10:00,,,
a_a014437,2211010002,,2211010002,,2022/11/01 14:00,1,
a_a003675,2209280004,,2209280004,,2022/09/28 5:30,1,
d_d002770,2210110003,,2210110003,,2022/10/11 12:00,2,
d_d002780,2210260002,,2210260002,,2022/10/26 12:00,2,
d_d010229,2211040002,,2211040002,,2022/11/04 13:30,1,
d_d012401,2211090001,2211090001,,2022/11/09 9:30,,,
d_d001389,2209220004,,2209220004,,2022/09/22 11:00,2,
d_d005204,2210200001,,2210200001,,2022/10/20 10:30,13,15
d_d010997,2211020002,,2211020002,,2022/11/02 19:00,4,
d_d000276,2208190006,,2208190006,,2022/08/19 18:00,15,
d_d001360,2209160004,,2209160004,,2022/09/16 10:30,2,
d_d011481,2211060006,,2211060006,,2022/11/06 12:00,16,
d_d004883,2210100004,,2210100004,,2022/10/10 17:00,2,
d_d007755,2210290008,,2210290008,,2022/10/29 18:00,15,
d_d004334,2210180002,,2210180002,,2022/10/18 13:30,1,
d_d003157,2210080006,,2210080006,,2022/10/08 12:00,15,
d_d003649,2210240006,,2210240006,,2022/10/24 15:30,14,
d_d010531,2211010003,,2211010003,,2022/11/01 12:00,13,
d_d007637,2210270002,,2210270002,,2022/10/27 13:00,12,
d_d010606,2211050008,,2211050008,,2022/11/05 14:30,2,
d_d001238,2209100005,,2209100005,,2022/09/10 12:00,15,
d_d004834,2210150002,,2210150002,,2022/10/15 14:30,2,
d_d001799,2210010010,,2210010010,,2022/10/01 21:00,2,
d_d000074,2208110001,2208110001,,2022/08/11 10:00,,,
d_d000652,2208260003,,2208260003,,2022/08/26 16:00,2,15
d_d003146,2210230007,,2210230007,,2022/10/23 22:00,1,
d_d001164,2209170004,,2209170004,,2022/09/17 12:00,2,
b_b005680,2209300006,,2209300006,,2022/09/30 22:00,15,
d_d002094,2210130003,,2210130003,,2022/10/13 14:00,2,
d_d000143,2208210006,,2208210006,,2022/08/21 22:30,2,
d_d000179,2208210001,,2208210001,,2022/08/21 12:00,2,
d_d009808,2211030005,,2211030005,,2022/11/03 12:30,2,
d_d008117,2210300002,,2210300002,,2022/10/30 14:00,6,
d_d001949,2209290010,,2209290010,,2022/09/29 19:00,2,
d_d005246,2210120004,,2210120004,,2022/10/12 14:30,15,
b_b001050,2208260005,,2208260005,,2022/08/26 18:00,15,
d_d007728,2210290012,,2210290012,,2022/10/29 14:00,15,
d_d012377,2211090004,,2211090004,,2022/11/09 12:30,15,
d_d007504,2210270005,,2210270005,,2022/10/27 18:00,2,
d_d008017,2210310005,,2210310005,,2022/10/31 19:30,9,4
d_d000441,2208290003,,2208290003,,2022/08/29 19:30,2,15
a_a001479,2208270005,,2208270005,,2022/08/27 14:00,1,
c_c002365,2209250004,,2209250004,,2022/09/25 20:00,1,
d_d002446,2210080007,,2210080007,,2022/10/08 11:30,15,
a_a001497,2209020006,,2209020006,,2022/09/02 21:30,1,
d_d004311,2210120003,,2210120003,,2022/10/12 10:00,2,
d_d001312,2209260010,,2209260010,,2022/09/26 16:30,1,
d_d003851,2211060003,,2211060003,,2022/11/06 11:30,1,
d_d000683,2208240006,,2208240006,,2022/08/24 19:00,2,
d_d000922,2208230001,2208230001,,2022/08/23 6:00,,,
d_d010735,2211030002,,2211030002,,2022/11/03 11:30,15,
d_d010067,2211060001,,2211060001,,2022/11/06 11:00,2,
a_a004694,2210130003,,2210130003,,2022/10/13 15:00,2,
d_d000527,2208210004,,2208210004,,2022/08/21 16:00,4,
d_d001838,2210010001,,2210010001,,2022/10/01 12:00,2,
d_d002671,2210030005,,2210030005,,2022/10/03 17:30,2,
d_d010862,2211060003,,2211060003,,2022/11/06 15:30,1,
d_d005747,2210140003,,2210140003,,2022/10/14 12:00,2,
d_d012347,2211130003,,2211130003,,2022/11/13 14:00,1,
d_d000621,2208220002,,2208220002,,2022/08/22 10:00,13,
d_d002853,2210120002,,2210120002,,2022/10/12 13:00,1,1
d_d005729,2210160004,,2210160004,,2022/10/16 15:30,1,
d_d002398,2210190005,,2210190005,,2022/10/19 16:00,2,
d_d002070,2210020004,,2210020004,,2022/10/02 14:30,9,
b_b002702,2208280002,,2208280002,,2022/08/28 13:00,15,
