여행ID,TRIP_ID,출발방문지ID,도착방문지ID,출발시간,도착시간,이동방법코드1,이동방법코드2
d_d008013,2210260002,,2210260002,,2022/10/26 23:30,2,
d_d001182,2209180005,,2209180005,,2022/09/18 16:30,2,2
d_d000473,2208210005,,2208210005,,2022/08/21 19:00,2,
d_d003681,2210080007,,2210080007,,2022/10/08 20:00,1,
d_d012331,2211110007,,2211110007,,2022/11/11 18:30,13,15
d_d012491,2211090005,,2211090005,,2022/11/09 14:00,1,
a_a000288,2208270002,,2208270002,,2022/08/27 13:30,1,
d_d001765,2209290006,,2209290006,,2022/09/29 16:30,2,
d_d005091,2210120002,,2210120002,,2022/10/12 12:00,1,
d_d008963,2210270007,,2210270007,,2022/10/27 17:30,2,
d_d002701,2210130006,,2210130006,,2022/10/13 15:30,2,
d_d002054,2209290002,,2209290002,,2022/09/29 14:00,4,
c_c000260,2208200003,,2208200003,,2022/08/20 16:00,4,
d_d002987,2210200002,,2210200002,,2022/10/20 14:00,1,
d_d000962,2208280001,,2208280001,,2022/08/28 7:00,2,15
d_d001993,2210090004,,2210090004,,2022/10/09 21:00,2,
d_d003247,2210220001,2210220001,,2022/10/22 14:00,,,
d_d009088,2210290009,,2210290009,,2022/10/29 22:00,15,
d_d000718,2208270004,,2208270004,,2022/08/27 13:30,1,
a_a001101,2208290005,,2208290005,,2022/08/29 11:30,2,
d_d002416,2210190009,,2210190009,,2022/10/19 21:30,9,15
d_d000236,2208160004,,2208160004,,2022/08/16 14:30,2,
d_d002785,2210050005,,2210050005,,2022/10/05 12:30,1,
b_b002876,2208240003,,2208240003,,2022/08/24 13:30,1,
c_c000583,2208270001,2208270001,,2022/08/27 10:00,,,
a_a000275,2208160007,,2208160007,,2022/08/16 15:00,1,
d_d001166,2209190008,,2209190008,,2022/09/19 23:30,12,9
d_d002193,2210080005,,2210080005,,2022/10/08 12:00,15,
d_d009830,2210300005,,2210300005,,2022/10/30 15:30,15,
d_d006739,2210260004,,2210260004,,2022/10/26 16:30,4,15
b_b010308,2210300005,,2210300005,,2022/10/30 15:30,13,15
d_d000615,2208180005,,2208180005,,2022/08/18 16:00,4,
c_c003292,2210010005,,2210010005,,2022/10/01 17:00,1,
d_d007871,2210310001,,2210310001,,2022/10/31 11:30,2,
d_d001741,2210190003,,2210190003,,2022/10/19 16:30,9,
d_d001967,2210120001,,2210120001,,2022/10/12 6:30,12,15
d_d003454,2210220006,,2210220006,,2022/10/22 19:00,1,
c_c003035,2209250007,,2209250007,,2022/09/25 15:30,1,
d_d000819,2208230001,2208230001,,2022/08/23 8:00,,,
d_d002495,2210140003,,2210140003,,2022/10/14 9:00,15,
d_d004582,2210110008,,2210110008,,2022/10/11 16:00,1,
d_d003387,2210110005,,2210110005,,2022/10/11 17:00,15,
d_d001485,2209190007,,2209190007,,2022/09/19 19:00,4,
d_d002770,2210130009,,2210130009,,2022/10/13 22:00,9,
b_b005863,2210090002,,2210090002,,2022/10/09 7:30,12,
d_d000161,2208300007,,2208300007,,2022/08/30 20:30,15,
d_d002611,2210020007,,2210020007,,2022/10/02 16:30,2,
d_d006979,2210200004,,2210200004,,2022/10/20 15:00,15,
d_d001900,2209260004,,2209260004,,2022/09/26 18:30,15,
d_d000812,2208280008,,2208280008,,2022/08/28 16:00,2,
d_d004738,2210260004,,2210260004,,2022/10/26 11:30,2,
d_d003287,2210240004,,2210240004,,2022/10/24 11:30,15,
a_a001313,2209020003,,2209020003,,2022/09/02 12:00,1,
d_d001983,2210170005,,2210170005,,2022/10/17 19:00,2,
a_a005351,2210290002,,2210290002,,2022/10/29 17:30,2,
d_d004021,2210080005,,2210080005,,2022/10/08 14:30,1,
d_d001613,2209220013,,2209220013,,2022/09/22 17:30,15,
d_d003436,2210230002,,2210230002,,2022/10/23 21:30,1,
b_b005163,2210040002,,2210040002,,2022/10/04 11:30,1,
d_d002126,2210220004,,2210220004,,2022/10/22 12:30,2,
d_d005149,2210110001,,2210110001,,2022/10/11 11:30,13,15
d_d002269,2210110006,,2210110006,,2022/10/11 15:00,2,
d_d009107,2210290003,,2210290003,,2022/10/29 14:00,2,
d_d002481,2210110001,,2210110001,,2022/10/11 11:00,2,15
d_d007987,2210300006,,2210300006,,2022/10/30 22:30,13,15
d_d004726,2210090001,,2210090001,,2022/10/09 10:00,2,
a_a002689,2210030003,,2210030003,,2022/10/03 12:30,1,1
d_d002432,2210010009,,2210010009,,2022/10/01 20:00,15,
d_d004756,2210100002,,2210100002,,2022/10/10 13:30,2,
d_d004914,2210250007,,2210250007,,2022/10/25 19:00,2,
d_d001554,2209240003,,2209240003,,2022/09/24 13:30,15,
d_d003543,2210100004,,2210100004,,2022/10/10 17:30,2,
a_a001193,2208310007,,2208310007,,2022/08/31 13:00,1,15
d_d010527,2211020001,,2211020001,,2022/11/02 10:00,2,
d_d002504,2210080006,,2210080006,,2022/10/08 17:30,1,
d_d005356,2210150010,,2210150010,,2022/10/15 15:00,1,
d_d002026,2210270012,,2210270012,,2022/10/27 19:30,15,
a_a004548,2210010001,2210010001,,2022/10/01 15:00,,,
d_d009650,2211060007,,2211060007,,2022/11/06 19:00,2,
d_d009126,2210290006,,2210290006,,2022/10/29 17:30,2,
d_d004890,2210120010,,2210120010,,2022/10/12 23:00,15,
d_d004068,2210150011,,2210150011,,2022/10/15 22:00,1,
d_d000283,2208230007,,2208230007,,2022/08/23 16:00,2,
b_b008547,2210170010,,2210170010,,2022/10/17 10:30,12,
d_d002361,2210040002,,2210040002,,2022/10/04 10:00,2,
d_d011349,2211010006,,2211010006,,2022/11/01 13:00,13,13
d_d000347,2208290002,,2208290002,,2022/08/29 12:00,2,
d_d003746,2210200002,,2210200002,,2022/10/20 11:30,2,
d_d002348,2210140004,,2210140004,,2022/10/14 13:00,15,
d_d004953,2210110007,,2210110007,,2022/10/11 19:00,2,
d_d002541,2210220007,,2210220007,,2022/10/22 17:30,13,15
d_d005909,2210140003,,2210140003,,2022/10/14 12:30,15,
d_d009259,2211060004,,2211060004,,2022/11/06 15:30,2,2
d_d002413,2210180002,,2210180002,,2022/10/18 12:00,1,
d_d000685,2208230001,,2208230001,,2022/08/23 10:00,15,
d_d006312,2210240006,,2210240006,,2022/10/24 15:00,1,
d_d000607,2208210002,,2208210002,,2022/08/21 12:30,2,
d_d002572,2210200001,2210200001,,2022/10/20 13:30,,,
d_d001458,2209230007,,2209230007,,2022/09/23 19:30,2,
d_d001607,2209250002,,2209250002,,2022/09/25 13:00,2,
d_d009066,2210290006,,2210290006,,2022/10/29 20:30,15,
d_d003819,2210080004,,2210080004,,2022/10/08 19:00,1,
d_d004529,2210170001,2210170001,,2022/10/17 14:00,,,
d_d003969,2210090002,,2210090002,,2022/10/09 17:00,1,1
d_d002985,2210300001,,2210300001,,2022/10/30 22:00,2,
d_d001167,2209130002,,2209130002,,2022/09/13 8:30,1,
d_d006754,2210220005,,2210220005,,2022/10/22 19:30,9,5
d_d009543,2211050001,,2211050001,,2022/11/05 13:00,1,
d_d009568,2210300008,,2210300008,,2022/10/30 18:00,2,
d_d000002,2208090004,,2208090004,,2022/08/09 9:30,9,
d_d002493,2210160004,,2210160004,,2022/10/16 18:30,2,
a_a008260,2210160004,,2210160004,,2022/10/16 14:00,15,
a_a008679,2210290004,,2210290004,,2022/10/29 17:30,1,
d_d011384,2211030002,,2211030002,,2022/11/03 17:30,2,
d_d009825,2211010002,,2211010002,,2022/11/01 13:30,2,
d_d005816,2210130005,,2210130005,,2022/10/13 16:30,15,
d_d010444,2211010004,,2211010004,,2022/11/01 14:00,15,
d_d006984,2210240003,,2210240003,,2022/10/24 11:30,15,
d_d007486,2210280004,,2210280004,,2022/10/28 13:30,2,
d_d001549,2209240002,,2209240002,,2022/09/24 15:00,2,
d_d003047,2210050004,,2210050004,,2022/10/05 12:30,2,
d_d001499,2209230002,,2209230002,,2022/09/23 16:00,9,5
d_d005344,2210130006,,2210130006,,2022/10/13 19:00,9,
d_d003928,2210230004,,2210230004,,2022/10/23 15:00,2,
b_b000938,2208180004,,2208180004,,2022/08/18 15:00,1,
d_d006007,2210180003,,2210180003,,2022/10/18 8:30,1,
d_d011430,2211040003,,2211040003,,2022/11/04 6:00,13,5
d_d000210,2208250001,,2208250001,,2022/08/25 14:30,13,
d_d002105,2210180005,,2210180005,,2022/10/18 19:30,13,
b_b002785,2208290004,,2208290004,,2022/08/29 12:30,1,
d_d000248,2208200009,,2208200009,,2022/08/20 18:00,2,
d_d012307,2211130003,,2211130003,,2022/11/13 16:30,1,15
b_b011839,2210290001,,2210290001,,2022/10/29 11:30,1,
d_d005501,2210270001,,2210270001,,2022/10/27 10:00,2,
d_d002770,2210130001,,2210130001,,2022/10/13 11:00,2,
d_d005345,2211040006,,2211040006,,2022/11/04 16:30,1,
d_d000684,2208290003,,2208290003,,2022/08/29 14:00,2,
d_d006021,2210290006,,2210290006,,2022/10/29 10:30,14,
d_d003141,2210300005,,2210300005,,2022/10/30 18:30,1,
d_d003746,2210210001,,2210210001,,2022/10/21 12:00,2,
d_d000473,2208210001,,2208210001,,2022/08/21 9:30,15,
d_d001934,2210020005,,2210020005,,2022/10/02 14:30,2,
d_d009002,2210280004,,2210280004,,2022/10/28 14:30,1,
d_d010229,2211020007,,2211020007,,2022/11/02 0:30,4,
d_d007014,2210230003,,2210230003,,2022/10/23 10:00,11,
d_d008153,2210260004,,2210260004,,2022/10/26 14:30,1,15
d_d000074,2208140008,,2208140008,,2022/08/14 21:00,1,
d_d002761,2210190007,,2210190007,,2022/10/19 22:30,4,
d_d005480,2210110004,,2210110004,,2022/10/11 14:00,1,
d_d002643,2210140001,,2210140001,,2022/10/14 6:30,10,1
b_b000071,2208080002,,2208080002,,2022/08/08 6:30,1,
d_d002036,2210210002,,2210210002,,2022/10/21 18:30,14,
d_d000276,2208200002,,2208200002,,2022/08/20 15:00,15,
d_d001649,2209280005,,2209280005,,2022/09/28 16:00,11,
d_d001699,2210100003,,2210100003,,2022/10/10 10:00,13,
d_d001451,2210090006,,2210090006,,2022/10/09 10:30,12,15
d_d001326,2209230002,,2209230002,,2022/09/23 11:00,1,
d_d008039,2210270004,,2210270004,,2022/10/27 11:00,1,
d_d006210,2210150007,,2210150007,,2022/10/15 18:00,15,
b_b000823,2208200006,,2208200006,,2022/08/20 20:00,1,
d_d009969,2210310001,,2210310001,,2022/10/31 12:00,15,
d_d001513,2209270001,2209270001,,2022/09/27 8:30,,,
d_d003563,2210220002,,2210220002,,2022/10/22 21:00,4,15
a_a004177,2210020001,,2210020001,,2022/10/02 11:30,5,
d_d000343,2208250001,,2208250001,,2022/08/25 11:00,1,
d_d000247,2208210003,,2208210003,,2022/08/21 18:00,13,13
d_d001360,2209130009,,2209130009,,2022/09/13 17:00,2,
b_b000232,2208140002,,2208140002,,2022/08/14 9:30,1,
d_d008180,2210310003,,2210310003,,2022/10/31 13:00,2,
d_d005303,2211040004,,2211040004,,2022/11/04 15:30,1,1
d_d010849,2211040005,,2211040005,,2022/11/04 17:00,15,
d_d003239,2210170008,,2210170008,,2022/10/17 18:30,2,
d_d000429,2208280003,,2208280003,,2022/08/28 13:00,2,
c_c003050,2210020002,,2210020002,,2022/10/02 10:30,1,
d_d010531,2211010004,,2211010004,,2022/11/01 13:00,13,
d_d001463,2209200005,,2209200005,,2022/09/20 14:00,9,
d_d004960,2210160004,,2210160004,,2022/10/16 17:30,2,
d_d002283,2210070004,,2210070004,,2022/10/07 11:30,14,
d_d000895,2209030009,,2209030009,,2022/09/03 20:00,2,
d_d001648,2209230002,,2209230002,,2022/09/23 9:00,2,
d_d005129,2210130003,,2210130003,,2022/10/13 19:00,1,
d_d010304,2211040001,2211040001,,2022/11/04 8:30,,,
d_d009042,2210290006,,2210290006,,2022/10/29 15:30,15,
d_d002288,2210100003,,2210100003,,2022/10/10 11:30,2,
d_d003721,2210220002,,2210220002,,2022/10/22 12:00,15,
d_d001613,2209220014,,2209220014,,2022/09/22 21:30,15,
d_d003101,2210190003,,2210190003,,2022/10/19 12:00,2,2
d_d010801,2211030004,,2211030004,,2022/11/03 12:00,15,
d_d000244,2208220003,,2208220003,,2022/08/22 14:30,2,
b_b001937,2208200009,,2208200009,,2022/08/20 17:30,14,
d_d000063,2208080003,,2208080003,,2022/08/08 14:00,2,
d_d002138,2210260003,,2210260003,,2022/10/26 17:30,2,
d_d005974,2210260003,,2210260003,,2022/10/26 20:00,12,
d_d004346,2210210002,,2210210002,,2022/10/21 14:30,15,
d_d010215,2211050004,,2211050004,,2022/11/05 13:30,2,
d_d002412,2209300005,,2209300005,,2022/09/30 10:30,2,
b_b005651,2210160001,,2210160001,,2022/10/16 13:00,2,2
d_d002525,2210060009,,2210060009,,2022/10/06 20:30,2,
d_d001581,2209220020,,2209220020,,2022/09/22 23:00,5,
d_d007728,2210280004,,2210280004,,2022/10/28 21:00,9,
d_d004458,2210240002,,2210240002,,2022/10/24 11:00,2,
d_d000615,2208170005,,2208170005,,2022/08/17 19:00,15,
d_d005520,2210180005,,2210180005,,2022/10/18 18:30,15,
d_d003736,2210260001,,2210260001,,2022/10/26 9:30,2,
d_d005862,2210230004,,2210230004,,2022/10/23 17:30,1,
d_d004002,2210070006,,2210070006,,2022/10/07 15:30,2,
d_d002135,2210130004,,2210130004,,2022/10/13 15:00,2,
d_d005916,2210170005,,2210170005,,2022/10/17 14:00,1,1
d_d001353,2209120002,,2209120002,,2022/09/12 7:30,12,13
a_a002231,2209120007,,2209120007,,2022/09/12 21:30,15,
d_d002979,2210090008,,2210090008,,2022/10/09 21:00,1,15
d_d000253,2208160003,,2208160003,,2022/08/16 19:30,9,
d_d006737,2210180005,,2210180005,,2022/10/18 18:30,15,
d_d000210,2208250003,,2208250003,,2022/08/25 19:30,15,
d_d010661,2210310004,,2210310004,,2022/10/31 11:00,9,
d_d002192,2210060004,,2210060004,,2022/10/06 12:30,14,
d_d002464,2210020002,,2210020002,,2022/10/02 9:30,15,
b_b006476,2210070003,,2210070003,,2022/10/07 14:00,1,
d_d003862,2210110006,,2210110006,,2022/10/11 17:30,2,
d_d003839,2210110003,,2210110003,,2022/10/11 11:00,15,15
d_d005792,2210150006,,2210150006,,2022/10/15 19:30,2,
d_d007396,2210230002,,2210230002,,2022/10/23 12:00,2,
d_d002242,2210070009,,2210070009,,2022/10/07 7:30,9,
c_c002289,2209140001,,2209140001,,2022/09/14 11:00,1,
c_c002517,2209250003,,2209250003,,2022/09/25 10:30,1,
d_d011086,2211010006,,2211010006,,2022/11/01 18:00,13,13
d_d009723,2210300004,,2210300004,,2022/10/30 19:00,1,
d_d002994,2210080001,,2210080001,,2022/10/08 11:30,2,
d_d002015,2210150005,,2210150005,,2022/10/15 18:30,2,
b_b005680,2209300003,,2209300003,,2022/09/30 13:00,12,
d_d012252,2211060005,,2211060005,,2022/11/06 12:30,1,1
d_d005974,2210240007,,2210240007,,2022/10/24 19:30,13,
a_a014141,2210300006,,2210300006,,2022/10/30 15:30,1,1
d_d007182,2210300001,,2210300001,,2022/10/30 11:00,1,1
a_a002133,2209180004,,2209180004,,2022/09/18 12:00,1,
d_d000983,2209010008,,2209010008,,2022/09/01 19:00,15,
d_d001599,2209280003,,2209280003,,2022/09/28 13:30,9,
a_a001302,2209040007,,2209040007,,2022/09/04 15:30,4,
d_d001513,2209290007,,2209290007,,2022/09/29 14:00,2,
d_d001598,2209290002,,2209290002,,2022/09/29 14:30,4,
d_d000097,2208280004,,2208280004,,2022/08/28 15:00,2,
d_d007425,2210310002,,2210310002,,2022/10/31 13:00,15,
d_d001304,2209150008,,2209150008,,2022/09/15 18:30,2,
d_d011298,2211020003,,2211020003,,2022/11/02 15:00,9,
d_d000513,2208240005,,2208240005,,2022/08/24 15:30,2,
d_d009418,2211060005,,2211060005,,2022/11/06 17:00,13,
d_d004997,2210160005,,2210160005,,2022/10/16 10:00,2,
d_d000134,2208150004,,2208150004,,2022/08/15 14:30,2,
d_d000515,2208260005,,2208260005,,2022/08/26 14:00,10,
d_d001784,2209290005,,2209290005,,2022/09/29 21:00,15,
d_d007484,2210280004,,2210280004,,2022/10/28 21:00,1,
d_d003172,2210060006,,2210060006,,2022/10/06 18:30,2,
d_d009331,2211030002,,2211030002,,2022/11/03 13:30,15,
c_c002657,2209180004,,2209180004,,2022/09/18 12:00,1,
d_d000025,2208090001,2208090001,,2022/08/09 10:00,,,
d_d003563,2210240008,,2210240008,,2022/10/24 17:30,15,
d_d006942,2210270006,,2210270006,,2022/10/27 20:00,2,
d_d000962,2208290003,,2208290003,,2022/08/29 16:30,5,15
d_d000458,2209010003,,2209010003,,2022/09/01 10:00,13,
b_b000962,2208270005,,2208270005,,2022/08/27 16:30,2,
d_d001801,2209300002,,2209300002,,2022/09/30 12:30,4,15
d_d002713,2210010007,,2210010007,,2022/10/01 22:00,2,
b_b001752,2209030002,,2209030002,,2022/09/03 12:30,1,15
d_d000587,2209030003,,2209030003,,2022/09/03 15:30,4,13
a_a002689,2210020003,,2210020003,,2022/10/02 15:00,1,1
d_d001499,2209200005,,2209200005,,2022/09/20 19:30,15,
d_d002731,2210010001,2210010001,,2022/10/01 9:00,,,
a_a003416,2210210002,,2210210002,,2022/10/21 15:00,1,
d_d007400,2210290007,,2210290007,,2022/10/29 20:30,2,
d_d001350,2209190003,,2209190003,,2022/09/19 20:00,2,
d_d004444,2210150005,,2210150005,,2022/10/15 16:00,15,
d_d002051,2210120005,,2210120005,,2022/10/12 20:00,15,
d_d003167,2210030019,,2210030019,,2022/10/03 19:30,1,
d_d000139,2208150002,,2208150002,,2022/08/15 10:00,2,
d_d003231,2210090007,,2210090007,,2022/10/09 18:30,1,
d_d004403,2210100005,,2210100005,,2022/10/10 15:00,1,
d_d000120,2208110004,,2208110004,,2022/08/11 20:00,15,
c_c004286,2210030003,,2210030003,,2022/10/03 13:30,1,
d_d000104,2208160001,,2208160001,,2022/08/16 9:00,2,
d_d002816,2210020001,2210020001,,2022/10/02 5:30,,,
d_d000721,2208310001,2208310001,,2022/08/31 12:30,,,
d_d009590,2211010003,,2211010003,,2022/11/01 14:30,2,15
d_d000965,2208230008,,2208230008,,2022/08/23 15:00,15,
d_d002595,2210040005,,2210040005,,2022/10/04 12:30,4,
d_d002305,2210110002,,2210110002,,2022/10/11 8:00,4,
b_b006786,2210190009,,2210190009,,2022/10/19 16:30,1,
d_d004595,2210160002,,2210160002,,2022/10/16 10:30,2,
d_d005868,2210140005,,2210140005,,2022/10/14 15:30,2,
d_d004465,2210120004,,2210120004,,2022/10/12 12:00,10,
d_d001030,2209030004,,2209030004,,2022/09/03 12:30,2,
d_d007583,2210300001,2210300001,,2022/10/30 11:00,,,
d_d001581,2209230009,,2209230009,,2022/09/23 21:30,9,
d_d002080,2209300007,,2209300007,,2022/09/30 19:00,9,
d_d003510,2210150003,,2210150003,,2022/10/15 19:30,9,
d_d005305,2210210003,,2210210003,,2022/10/21 21:00,1,
d_d000344,2208270002,,2208270002,,2022/08/27 11:30,2,
d_d000101,2208140003,,2208140003,,2022/08/14 11:00,2,
d_d001941,2210080005,,2210080005,,2022/10/08 17:30,2,
d_d000035,2208050006,,2208050006,,2022/08/05 22:00,2,
d_d001893,2210030008,,2210030008,,2022/10/03 18:30,2,
d_d003925,2210100006,,2210100006,,2022/10/10 21:00,9,
b_b004514,2209240005,,2209240005,,2022/09/24 20:30,1,
d_d003239,2210190002,,2210190002,,2022/10/19 11:30,2,
d_d004454,2210240001,,2210240001,,2022/10/24 7:30,15,
d_d001439,2209290005,,2209290005,,2022/09/29 14:00,13,15
b_b001152,2208240005,,2208240005,,2022/08/24 13:00,13,
d_d005930,2210180006,,2210180006,,2022/10/18 12:00,1,
d_d002176,2210090003,,2210090003,,2022/10/09 12:00,15,
d_d000101,2208120006,,2208120006,,2022/08/12 14:00,2,
d_d005345,2211050001,,2211050001,,2022/11/05 12:00,1,
d_d002972,2210130010,,2210130010,,2022/10/13 21:00,2,
d_d006146,2210160002,,2210160002,,2022/10/16 12:30,1,
d_d001220,2209250003,,2209250003,,2022/09/25 13:30,9,
d_d010606,2211050007,,2211050007,,2022/11/05 14:00,2,
d_d006290,2210150005,,2210150005,,2022/10/15 16:00,1,15
d_d008180,2210300004,,2210300004,,2022/10/30 13:00,2,
d_d002663,2210020006,,2210020006,,2022/10/02 23:00,1,
d_d002400,2210040001,2210040001,,2022/10/04 6:30,,,
a_a001966,2209170002,,2209170002,,2022/09/17 15:30,5,13
d_d002482,2210050002,,2210050002,,2022/10/05 18:00,10,15
d_d010496,2211050010,,2211050010,,2022/11/05 23:00,12,
d_d001345,2209270004,,2209270004,,2022/09/27 16:30,2,
a_a011233,2211010002,,2211010002,,2022/11/01 11:00,1,
d_d004738,2210250003,,2210250003,,2022/10/25 9:30,2,
d_d000296,2208200005,,2208200005,,2022/08/20 19:00,2,
d_d000103,2208100003,,2208100003,,2022/08/10 9:00,1,
d_d000388,2208200004,,2208200004,,2022/08/20 19:00,2,
d_d001357,2209100001,,2209100001,,2022/09/10 11:00,2,
d_d001672,2209300008,,2209300008,,2022/09/30 19:00,2,
d_d007893,2210260009,,2210260009,,2022/10/26 23:00,15,
d_d008018,2210280001,,2210280001,,2022/10/28 23:30,15,
d_d003199,2210120006,,2210120006,,2022/10/12 18:30,2,
d_d001350,2209220001,,2209220001,,2022/09/22 8:30,2,
d_d004921,2210140009,,2210140009,,2022/10/14 18:00,2,
d_d003681,2210100006,,2210100006,,2022/10/10 19:00,1,
d_d006688,2210220008,,2210220008,,2022/10/22 15:30,15,
d_d004911,2210100005,,2210100005,,2022/10/10 16:00,2,
d_d006278,2210170003,,2210170003,,2022/10/17 16:30,4,
d_d001048,2208280007,,2208280007,,2022/08/28 15:30,1,
d_d000177,2208220005,,2208220005,,2022/08/22 18:00,2,
d_d002223,2210090006,,2210090006,,2022/10/09 22:00,1,
b_b002523,2208200004,,2208200004,,2022/08/20 16:00,1,
d_d000029,2208280002,,2208280002,,2022/08/28 9:30,2,
d_d001171,2209280004,,2209280004,,2022/09/28 11:00,9,
d_d007965,2210270003,,2210270003,,2022/10/27 18:00,2,
c_c001016,2208280001,2208280001,,2022/08/28 6:30,,,
d_d010109,2211030005,,2211030005,,2022/11/03 15:30,16,16
d_d001451,2210100001,,2210100001,,2022/10/10 8:00,15,
d_d003974,2210130002,,2210130002,,2022/10/13 12:00,2,
d_d009245,2211050003,,2211050003,,2022/11/05 13:30,15,
d_d009222,2210300005,,2210300005,,2022/10/30 17:00,1,
d_d000158,2208120002,,2208120002,,2022/08/12 8:00,1,
d_d007623,2210290008,,2210290008,,2022/10/29 20:00,15,
d_d000608,2208210001,,2208210001,,2022/08/21 9:00,2,
d_d000022,2208240008,,2208240008,,2022/08/24 13:00,2,
d_d004509,2210200002,,2210200002,,2022/10/20 10:00,1,
d_d001272,2209130004,,2209130004,,2022/09/13 3:30,15,
b_b005360,2210030010,,2210030010,,2022/10/03 21:30,1,1
d_d003099,2210080002,,2210080002,,2022/10/08 11:00,2,
d_d004964,2210160006,,2210160006,,2022/10/16 13:30,2,
d_d002428,2210310002,,2210310002,,2022/10/31 12:30,4,
d_d008180,2210310002,,2210310002,,2022/10/31 12:00,2,
d_d003422,2210280007,,2210280007,,2022/10/28 17:30,2,
d_d000746,2209070006,,2209070006,,2022/09/07 18:30,2,
d_d010582,2211020006,,2211020006,,2022/11/02 16:00,2,
d_d008026,2210270004,,2210270004,,2022/10/27 14:30,9,
d_d004783,2210230009,,2210230009,,2022/10/23 21:00,15,
d_d003329,2210060004,,2210060004,,2022/10/06 21:00,15,
d_d007088,2210220001,,2210220001,,2022/10/22 11:30,1,
d_d004569,2210080004,,2210080004,,2022/10/08 21:30,1,1
d_d001735,2210050002,,2210050002,,2022/10/05 13:00,1,
d_d000345,2208210009,,2208210009,,2022/08/21 19:30,2,
d_d002252,2210020001,,2210020001,,2022/10/02 21:00,2,
d_d007396,2210240001,,2210240001,,2022/10/24 10:00,2,
d_d004589,2210150003,,2210150003,,2022/10/15 11:00,2,
d_d001881,2210110002,,2210110002,,2022/10/11 12:00,15,
a_a000905,2208210004,,2208210004,,2022/08/21 14:00,15,
a_a003795,2210090002,,2210090002,,2022/10/09 12:30,2,
c_c003248,2210020001,2210020001,,2022/10/02 8:30,,,
d_d004366,2210140005,,2210140005,,2022/10/14 19:30,2,
d_d002985,2210300002,,2210300002,,2022/10/30 13:30,2,
d_d001180,2209290001,,2209290001,,2022/09/29 11:30,2,
d_d004496,2210150001,,2210150001,,2022/10/15 11:00,1,
d_d004921,2210150006,,2210150006,,2022/10/15 15:30,10,
d_d006855,2210260003,,2210260003,,2022/10/26 15:30,9,
d_d001881,2210120002,,2210120002,,2022/10/12 17:00,15,
d_d000657,2209020004,,2209020004,,2022/09/02 13:00,2,
d_d001409,2209190004,,2209190004,,2022/09/19 16:30,2,
c_c003042,2209230001,2209230001,,2022/09/23 7:30,,,
d_d002587,2210060003,,2210060003,,2022/10/06 7:30,9,
d_d003989,2210150001,,2210150001,,2022/10/15 10:00,4,
d_d002744,2210090007,,2210090007,,2022/10/09 18:30,2,
d_d000551,2208210002,,2208210002,,2022/08/21 12:00,2,
d_d007431,2210220006,,2210220006,,2022/10/22 7:00,9,
d_d001087,2208310004,,2208310004,,2022/08/31 14:30,2,
d_d003453,2210250002,,2210250002,,2022/10/25 16:30,13,
c_c002512,2209230003,,2209230003,,2022/09/23 14:00,1,
d_d006799,2210220003,,2210220003,,2022/10/22 16:30,1,
d_d007761,2210290006,,2210290006,,2022/10/29 15:30,16,
d_d001755,2210180014,,2210180014,,2022/10/18 10:30,9,
d_d000752,2209040001,,2209040001,,2022/09/04 11:00,2,
d_d002587,2210060002,,2210060002,,2022/10/06 5:30,4,
d_d000652,2208250005,,2208250005,,2022/08/25 14:30,2,15
d_d006028,2210180009,,2210180009,,2022/10/18 23:30,15,
d_d010437,2211070004,,2211070004,,2022/11/07 17:30,2,
d_d000891,2208220001,,2208220001,,2022/08/22 11:00,2,
d_d003105,2210130007,,2210130007,,2022/10/13 23:00,2,
d_d002351,2210090004,,2210090004,,2022/10/09 13:30,15,
b_b004327,2209240002,,2209240002,,2022/09/24 12:30,1,
d_d000431,2208230011,,2208230011,,2022/08/23 19:30,2,
d_d008036,2210300002,,2210300002,,2022/10/30 11:30,1,
d_d003186,2210280004,,2210280004,,2022/10/28 20:30,1,1
d_d003281,2210080002,,2210080002,,2022/10/08 11:00,2,
d_d007169,2210270002,,2210270002,,2022/10/27 14:30,13,
d_d010362,2211030006,,2211030006,,2022/11/03 14:30,15,
d_d004055,2210290002,,2210290002,,2022/10/29 15:30,1,1
d_d009464,2210300001,,2210300001,,2022/10/30 11:00,2,
d_d000437,2208290003,,2208290003,,2022/08/29 17:30,2,
d_d007947,2211010007,,2211010007,,2022/11/01 20:00,15,
d_d002681,2210090001,,2210090001,,2022/10/09 9:00,2,
d_d005882,2210220003,,2210220003,,2022/10/22 11:30,1,
d_d008017,2210300009,,2210300009,,2022/10/30 22:30,2,15
d_d002054,2209290006,,2209290006,,2022/09/29 18:30,15,
d_d010231,2211020005,,2211020005,,2022/11/02 18:30,15,
d_d004978,2210130003,,2210130003,,2022/10/13 19:30,2,2
d_d007863,2210290001,,2210290001,,2022/10/29 6:30,2,
d_d007180,2210250005,,2210250005,,2022/10/25 15:30,15,
d_d002275,2209290010,,2209290010,,2022/09/29 21:30,15,
d_d001048,2208260007,,2208260007,,2022/08/26 19:30,15,
d_d002087,2210180009,,2210180009,,2022/10/18 20:30,2,
d_d003094,2210240008,,2210240008,,2022/10/24 19:00,15,
d_d001142,2209280007,,2209280007,,2022/09/28 19:00,15,
d_d004589,2210130003,,2210130003,,2022/10/13 17:30,2,
d_d004850,2210100009,,2210100009,,2022/10/10 4:00,1,
