여행ID,숙소명,숙박경비순번,숙소유형코드,예약여부,체크인시간,체크아웃시간,소비인원,사업자등록번호,상호명,도로명주소,지번주소,도로명코드,지번코드,결제일식,결제방식,결제금액,소비내역
d_d002933,돌담에꽃머무는집,1,7,Y,2022/10/07 0:00,2022/10/08 0:00,2,7428600224,(주)위드이노베이션,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2022/10/05 16:39,1,204000,제주 돌담에 꽃 머무는집
d_d010310,백패커스빌라,0,3,Y,2022/11/01 0:00,2022/11/03 0:00,2,,,제주특별자치도 제주시 한경면 용수3길 21-1,제주특별자치도 제주시 한경면 용수리 4245-1,,,,5,100000,
d_d002756,제주노블레스관광호텔,0,1,N,2022/10/02 0:00,2022/10/04 0:00,2,,,제주특별자치도 제주시 월성로4길 19,제주특별자치도 제주시 용담이동 2761,,,,,0,
d_d007057,빌림,0,8,Y,2022/10/22 0:00,2022/10/24 0:00,2,,,제주특별자치도 제주시 오래물길 23,제주특별자치도 제주시 도두일동 2489-2,,,,2,350000,
d_d002456,제주지방해양경찰청 수련원,1,11,Y,2022/10/16 0:00,2022/10/17 0:00,2,6168307193,제주지방해양경찰청(제주수련원),제주특별자치도 서귀포시 표선면 중산간동로 4821,제주특별자치도 서귀포시 표선면 성읍리 1332-2,3349238,5013032023,2022/10/16 18:21,1,10000,
d_d003529,쉼그대머물다,1,8,Y,2022/10/12 0:00,2022/10/13 0:00,1,1041354924,쉼민박,제주특별자치도 제주시 한림읍 비양도길 274-2,제주특별자치도 제주시 한림읍 협재리 2919,4849209,5011025031,2022/10/12 0:00,3,60000,숙박비
d_d001006,아름다운리조트,0,4,N,2022/09/01 0:00,2022/09/02 0:00,2,,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644,제주특별자치도 서귀포시 성산읍 시흥리 5,,,,1,50000,
d_d001299,바다다캠핑장,1,5,Y,2022/09/23 0:00,2022/09/25 0:00,2,2461901382,바다다캠핑장,인천 강화군 화도면 해안남로 2739-36,,3157038,2871034021,2022/09/23 16:46,3,120000,
d_d000806,쉼표펜션,0,3,Y,2022/09/05 0:00,2022/09/06 0:00,2,,,제주특별자치도 제주시 서해안로 504,제주특별자치도 제주시 용담삼동 2319-6,,,,1,58300,
d_d000546,제주좋은날,0,7,Y,2022/08/31 0:00,2022/09/02 0:00,1,,,제주특별자치도 제주시 애월읍 천덕로 33-5,제주특별자치도 제주시 애월읍 곽지리 1903,,,,5,50000,
d_d010232,해비치호텔앤드리조트 제주,1,1,Y,2022/11/01 0:00,2022/11/02 0:00,4,2208115770,나이스정보통신㈜,,,,,2022/10/27 0:00,1,261360,HAEVICHI HOTEL & RESORT JEJU
d_d000248,신신호텔 천지연,1,1,Y,2022/08/21 0:00,2022/08/22 0:00,4,1512401114,신신호텔천지연,제주특별자치도 서귀포시 서문로 42-1,제주특별자치도 서귀포시 서귀동 325-1,3350343,5013010100,2022/08/21 17:06,1,116196,호텔비
d_d003304,달휴게스트하우스,1,7,Y,2022/10/06 0:00,2022/10/07 0:00,1,6163102597,달휴,제주특별자치도 서귀포시 성산읍 온평애향로23번길 25,제주특별자치도 서귀포시 성산읍 온평리 829-1,4850645,5013025926,2022/10/07 8:54,3,39000,
c_c000775,독도펜션,0,3,Y,2022/08/20 0:00,2022/08/21 0:00,4,,,충남 태안군 안면읍 가락금길 180-34,충남 태안군 안면읍 정당리 193-40,,,,5,260000,
d_d004780,물고기자리게스트하우스,0,7,Y,2022/10/21 0:00,2022/10/22 0:00,2,,,제주특별자치도 제주시 애월읍 고내로9길 41,제주특별자치도 제주시 애월읍 고내리 1117,,,,5,45000,
d_d001628,어반아일랜드호텔,1,1,Y,2022/09/24 0:00,2022/09/25 0:00,1,2208115770,나이스정보통신㈜,,,,,2022/09/24 0:00,1,62041,어반 아일랜드 호텔
d_d009574,어반아일랜드호텔,0,1,Y,2022/11/01 0:00,2022/11/03 0:00,2,,,제주특별자치도 제주시 삼무로 76,제주특별자치도 제주시 연동 292-27,,,,1,126000,
d_d001285,우도모닝펜션,0,3,Y,2022/09/24 0:00,2022/09/25 0:00,1,,,,,,,,1,200000,
d_d008211,신신호텔 제주공항점,0,1,Y,2022/10/30 0:00,2022/11/02 0:00,2,,,제주특별자치도 제주시 도령로 124,제주특별자치도 제주시 연동 270-2,,,,1,108937,
d_d009921,기린빌라리조트,0,4,Y,2022/11/03 0:00,2022/11/05 0:00,5,,,제주특별자치도 서귀포시 남원읍 서성로 427-1,제주특별자치도 서귀포시 남원읍 위미리 4628,,,,4,504000,
d_d001520,한화리조트 제주,0,4,Y,2022/09/25 0:00,2022/09/26 0:00,1,,,제주특별자치도 제주시 명림로 575-107,제주특별자치도 제주시 회천동 3-16,,,,,0,
d_d001208,제주오션팰리스,0,1,Y,2022/09/18 0:00,2022/09/20 0:00,4,,,제주특별자치도 서귀포시 중앙로 14,제주특별자치도 서귀포시 서귀동 494,,,,1,155520,
d_d002742,1미리게스트하우스,0,7,Y,2022/10/06 0:00,2022/10/07 0:00,1,,,제주특별자치도 제주시 한림읍 협재6길 22-4,제주특별자치도 제주시 한림읍 협재리 1763-3,,,,5,35000,
d_d002026,소노벨 제주,0,4,Y,2022/10/27 0:00,2022/10/28 0:00,2,,,제주특별자치도 제주시 조천읍 신북로 577,제주특별자치도 제주시 조천읍 함덕리 274,,,,,0,
d_d001301,스쿠버스토리 &게스트하우스,1,7,Y,2022/09/12 0:00,2022/09/15 0:00,1,6162794839,스쿠버스토리,제주특별자치도 서귀포시 태평로536번길 17,제주특별자치도 서귀포시 동홍동 192-39,4850964,5013010500,2022/09/15 11:30,1,500000,
d_d002976,엠스테이호텔 제주,0,1,Y,2022/10/16 0:00,2022/10/17 0:00,3,,,제주특별자치도 서귀포시 태평로353번길 14,제주특별자치도 서귀포시 서귀동 829-5,,,,,0,
d_d007901,애월더선셋리조트,0,4,Y,2022/10/27 0:00,2022/10/28 0:00,2,,,제주특별자치도 제주시 애월읍 일주서로 6111,제주특별자치도 제주시 애월읍 곽지리 1381,,,,1,360000,
d_d009259,제주 제주시 구좌읍 상도로,1,11,Y,2022/11/04 0:00,2022/11/05 0:00,4,,에어비앤비,,,,,2022/10/22 15:49,1,173295,집/아파트 전체. 침대2개 .게스트 4명
d_d010315,오름게스트하우스,0,7,Y,2022/11/02 0:00,2022/11/03 0:00,3,,,제주특별자치도 제주시 구좌읍 충렬로 147-19,,,,,5,156000,
d_d002271,제이투패밀리호텔,0,1,Y,2022/10/20 0:00,2022/10/21 0:00,5,,,,,,,,1,117000,
d_d001665,제주하늬바람펜션,0,3,Y,2022/10/02 0:00,2022/10/03 0:00,6,,,제주특별자치도 제주시 애월읍 신상로 258,제주특별자치도 제주시 애월읍 하가리 120-49,,,,1,146842,
d_d005992,블루마운틴호텔,1,1,Y,2022/10/15 0:00,2022/10/16 0:00,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2022/10/13 16:00,1,62000,서귀포(성산)블루마운틴
d_d010383,애월코스트34,0,3,Y,2022/11/04 0:00,2022/11/05 0:00,2,,,제주특별자치도 제주시 애월읍 신엄안2길 34,제주특별자치도 제주시 애월읍 신엄리 1135-5,,,,4,49290,
d_d002478,베스트웨스턴 제주호텔,1,1,Y,2022/10/06 0:00,2022/10/07 0:00,4,8248102515,주식회사인터파크,서울 강남구 삼성로 512,,3122005,1168010500,2022/09/02 0:00,1,105741,베스트웨스턴 제주
d_d001821,제주스테이인성산,0,4,Y,2022/10/02 0:00,2022/10/03 0:00,2,,,제주특별자치도 서귀포시 성산읍 신고로 11,제주특별자치도 서귀포시 성산읍 고성리 496-2,,,,1,59000,
b_b008495,까사드발리,0,4,Y,2022/10/23 0:00,2022/10/24 0:00,4,,,경남 남해군 미조면 미송로 341-12,경남 남해군 미조면 송정리 1030,,,,5,800000,
d_d007798,휘슬락호텔,0,1,Y,2022/10/26 0:00,2022/10/28 0:00,1,,,제주특별자치도 제주시 서부두2길 26,제주특별자치도 제주시 건입동 1443-2,,,,1,200000,
d_d001060,메종글래드 제주,10,1,,,,2,,메종글래드 제주,메종글래드 제주,,,,,1,30000,호텔비
a_a002615,거잠포선착장,1,11,Y,2022/09/24 0:00,2022/09/24 0:00,2,2071793919,어부네,인천 중구 잠진도길 24,,4247326,2811015100,2022/09/24 19:45,1,144000,
d_d005410,호텔엘린,1,1,Y,2022/10/12 0:00,2022/10/13 0:00,2,6168225608,엘린,제주특별자치도 제주시 은남1길 4,제주특별자치도 제주시 연동 292-32,4848590,5011013700,2022/10/12 21:36,1,49500,
d_d003592,샨티샨티 게스트하우스,1,11,Y,2022/10/16 0:00,2022/10/17 0:00,2,,AIRBNB*HMW4BRXSWP,,,,,2022/10/14 1:21,1,68086,
d_d002591,롯데시티호텔 제주,10,1,,,,1,6168533074,롯데시티호텔(실내주차장),제주특별자치도 제주시 도령로 83,,3349052,5011013700,2022/10/02 13:59,1,19500,호텔비
d_d007169,하버호텔,0,1,Y,2022/10/26 0:00,2022/10/30 0:00,1,,,제주특별자치도 제주시 임항로 260,제주특별자치도 제주시 건입동 1037-1,,,,1,169227,
d_d004661,스테이1미터,2,11,Y,2022/10/17 0:00,2022/10/19 0:00,4,6768700055,주식회사스테이폴리오,서울 종로구 자하문로9길 24,,4100304,1111010800,2022/07/26 0:45,1,900000,STAYFOLIO-스테이1미터
d_d010344,제주락,1,8,Y,2022/11/01 0:00,2022/11/03 0:00,2,8245200666,제주락,제주특별자치도 서귀포시 월드컵로 203,제주특별자치도 서귀포시 법환동 1540,3350224,5013010200,2022/10/24 19:54,1,220000,
a_a001929,W모텔,1,2,Y,2022/09/09 0:00,2022/09/10 0:00,2,,인천(강화도)W호텔,인천 강화군 길상면 해안남로 13-15,인천 강화군 길상면 초지리 1251-426,3157038,2871033024,2022/09/06 0:00,1,46500,
d_d000920,더스테이센추리호텔,0,1,Y,2022/08/24 0:00,2022/08/26 0:00,5,,,제주특별자치도 제주시 애월읍 일주서로 7113,제주특별자치도 제주시 애월읍 하귀1리 544-2,,,,1,155800,
d_d001485,소담소담 게스트하우스,0,7,Y,2022/09/20 0:00,2022/09/21 0:00,1,,,제주특별자치도 제주시 흥운길 63-4,제주특별자치도 제주시 용담이동 464-12,,,,5,23000,
d_d002262,올림피아모텔,0,2,Y,2022/10/06 0:00,2022/10/10 0:00,1,,,제주특별자치도 제주시 서광로 171,제주특별자치도 제주시 용담일동 2829-7,,,,1,108000,
d_d000973,가름게스트하우스,0,7,Y,2022/09/01 0:00,2022/09/02 0:00,2,,,제주특별자치도 서귀포시 법환하로9번길 10,제주특별자치도 서귀포시 법환동 1330,,,,5,55000,
