방문자ID,여행ID,진행순서,방문지명,방문시작일자,방문종료일자,도로명주소,지번주소,X좌표,Y좌표,도로명코드,지번코드,POI_ID,POI_NM,체류시간,방문자유형코드,재방문여부,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,만족도,재방문의향,추천의향,시군구코드
2208270006,a_a000321,6,제부씨월드,2022-08-27,2022-08-27,경기 화성시 서신면 제부로 235-1,경기 화성시 서신면 송교리 377-17,126.6574209,37.17389991,,,POI0100000068VII5,제부씨월드,30,4,N,7,,2,2,2,
2209010002,d_d001030,3,협재해수욕장,2022-09-01,2022-09-01,제주특별자치도 제주시 한림읍 한림로 329-10,제주특별자치도 제주시 한림읍 협재리 2447,126.2391575,33.39386608,,,,,30,1,N,1,,4,3,3,
2209140009,d_d001428,9,곽지해수욕장,2022-09-14,2022-09-14,,제주특별자치도 제주시 애월읍 곽지리 1565,126.3046732,33.45065751,,,POI01000000EBRPYZ,곽지해변,60,1,Y,8,,4,3,3,
2209170005,d_d001424,19,제주라프,2022-09-17,2022-09-17,제주특별자치도 제주시 조천읍 선교로 115-1,제주특별자치도 제주시 조천읍 선흘리 600-6,126.7068869,33.4867741,,,,,60,5,N,2,,4,4,4,
2210240003,d_d006918,3,CU 더퍼스트호텔점,2022-10-24,2022-10-24,제주특별자치도 서귀포시 명동로 46,제주특별자치도 서귀포시 서귀동 182,126.5668227,33.24742257,,,,,30,10,Y,7,,3,3,3,
2210270002,d_d007180,18,스타벅스 제주공항DT점,2022-10-27,2022-10-27,제주특별자치도 제주시 월성로 42,제주특별자치도 제주시 용담이동 2754-1,126.5053546,33.50062487,,,,,60,11,N,5,,5,5,5,
2208310003,d_d000309,19,김해공항,2022-08-31,2022-09-01,,,128.9464591,35.17322,,,,,600,9,,,,,,,26440
2211060002,d_d008008,20,치저스 제주,2022-11-06,2022-11-06,제주특별자치도 제주시 구좌읍 비자림로 1785,제주특별자치도 제주시 구좌읍 송당리 1581-1,126.7740197,33.46845794,,,,,60,11,N,1,,5,5,5,
2208250003,d_d000429,2,김포국제공항 국내선,2022-08-25,2022-08-25,서울 강서구 하늘길 112,서울 강서구 공항동 1373,126.8028655,37.55894903,,,,,90,9,Y,11,,4,5,5,
2210040011,d_d002361,13,호텔휴식 서귀포,2022-10-04,2022-10-05,제주특별자치도 서귀포시 중앙로71번길 17,제주특별자치도 서귀포시 서귀동 308-2,126.5595004,33.25038215,,,,,180,24,N,11,1,3,3,3,
2210280003,d_d002758,18,호텔골든데이지 서귀포오션,2022-10-28,2022-10-28,제주특별자치도 서귀포시 동홍로 7,제주특별자치도 서귀포시 서귀동 255-1,126.5674527,33.24934704,,,POI0100000078T3T0,데이즈호텔,150,24,N,2,1,3,2,3,
2210110002,d_d004104,14,임순이네,2022-10-11,2022-10-11,제주특별자치도 제주시 애월읍 곽지1길 26-7,제주특별자치도 제주시 애월읍 곽지리 1581-7,126.3042112,33.44897797,,,,,30,11,N,2,,5,5,5,
2210160002,d_d003917,26,귤꽃다락,2022-10-16,2022-10-16,제주특별자치도 서귀포시 이어도로1027번길 34,제주특별자치도 서귀포시 서호동 133,126.5225393,33.24640841,,,POI01000000EBRYW6,중문색달해수욕장,90,11,N,1,,5,5,5,
2210290001,d_d002906,1,집,2022-10-29,2022-10-29,,,,,,2729011800,POI01000000C2D65Y,진천역AK그랑폴리스/103동,,21,,,,,,,
2210080003,d_d002795,15,제주벨미협재점,2022-10-08,2022-10-08,제주특별자치도 제주시 한림읍 한림로 342,제주특별자치도 제주시 한림읍 협재리 1750-3,126.2408695,33.39388648,,,,,30,10,N,5,,3,3,3,
2208150011,d_d000019,18,오징어회타운,2022-08-15,2022-08-15,경북 울릉군 울릉읍 울릉순환로 147 죽도수산/갯바위식당,경상북도 울릉군 울릉읍 저동리,130.9092473,37.5015179,,,,,120,11,N,11,,5,5,5,47940
2210080006,b_b006302,3,금산 등산로 주차장,2022-10-08,2022-10-08,경상남도 남해군 상주면 남해대로688번길 122,경남 남해군 상주면 상주리 257-1,127.98502,34.7478596,,,POI01000000BSLDIF,버섯사,30,9,Y,4,,4,4,4,
2210210004,a_a003416,6,넘버25호텔 양주송추점,2022-10-21,2022-10-22,경기 양주시 장흥면 가마골로 74-1,경기 양주시 장흥면 부곡리 477-10,126.9774499,37.72511421,,,,,180,24,N,2,2,4,3,3,
2208250001,a_a000839,1,집,2022-08-25,2022-08-25,,,,,,1129013400,,,,21,,,,,,,
2208310003,d_d000349,20,카페아오오,2022-08-31,2022-08-31,제주특별자치도 서귀포시 성산읍 환해장성로 75,제주특별자치도 서귀포시 성산읍 신산리 420,126.879959,33.37909439,,,,,60,11,N,2,,3,4,4,
2210290001,d_d008070,10,은희네해장국,2022-10-29,2022-10-29,제주시 우정로15길 42-8,,126.4317221,33.25110094,,,POI01000000BZ28BR,서귀포시국민체육센터서부도서관,60,11,N,2,,3,3,3,50110
2209130002,d_d001272,11,스쿠버스토리 &게스트하우스,2022-09-13,2022-09-13,제주특별자치도 서귀포시 태평로536번길 17,제주특별자치도 서귀포시 동홍동 192-39,126.5761045,33.25187795,,,,,120,24,Y,11,7,4,4,4,
2208240003,d_d000754,14,플래닛제주,2022-08-24,2022-08-24,제주특별자치도 제주시 삼무로 35,제주특별자치도 제주시 연동 271-7,126.4905738,33.49012365,,,,,60,11,N,9,,5,5,5,
2210250004,d_d002181,17,집,2022-10-25,2022-10-26,,,,,,1168010300,,,360,21,,,,,,,
2210120001,d_d003531,22,이중섭거리,2022-10-12,2022-10-12,제주특별자치도 서귀포시 이중섭로 4-1,제주특별자치도 서귀포시 서귀동 370-21,126.5640039,33.24761378,,,,,60,4,N,9,,3,1,3,
2210260007,d_d003049,24,하르방짬뽕,2022-10-26,2022-10-26,제주특별자치도 제주시 애월읍 하귀동남4길 4,제주특별자치도 제주시 애월읍 하귀1리 214-4,126.4124501,33.48248222,,,,,30,11,N,2,,4,4,4,
2210030003,a_a004177,22,금산인삼랜드휴게소 통영방향,2022-10-03,2022-10-03,충남 금산군 군북면 어필각로 300,충남 금산군 군북면 외부리 721-25,127.4958944,36.15284838,,,POI010000006ADD68,SOIL인삼랜드충전소통영방향,0,9,Y,6,,4,4,4,
2210280003,d_d009124,9,항파두리 항몽유적지,2022-10-28,2022-10-28,제주특별자치도 제주시 애월읍 항파두리로 50,제주특별자치도 제주시 애월읍 상귀리 1012,126.4079226,33.45274787,,,POI01000000E87D57,항몽유적지,60,2,N,1,,4,3,3,
2210160009,d_d003510,14,민수민수 게스트하우스,2022-10-16,2022-10-17,제주특별자치도 제주시 한림읍 일주서로 5903-6,제주특별자치도 제주시 한림읍 귀덕리 904-7,126.2966432,33.44493674,,,,,300,24,N,7,7,5,5,5,
2210210003,d_d002479,3,하이스쿠터,2022-10-21,2022-10-21,제주특별자치도 제주시 한천로 67-8,제주특별자치도 제주시 용담1동 267-26,126.5118812,33.50433556,,,,,90,5,N,2,,3,2,3,
2210140007,d_d002055,7,세라스테이,2022-10-14,2022-10-15,제주특별자치도 제주시 구좌읍 상도로 116,제주특별자치도 제주시 구좌읍 세화리 304-3,126.860423,33.50575942,,,,,360,24,N,2,3,4,2,4,
2210180001,d_d003234,16,나무식탁,2022-10-18,2022-10-18,제주특별자치도 서귀포시 대정읍 도원로 214,제주특별자치도 서귀포시 대정읍 신도리 1407-1,126.1915003,33.27806533,,,POI01000000E8720R,충혼묘지,90,11,N,2,,5,5,5,
2209280003,d_d001934,3,신세계백화점 대구점,2022-09-28,2022-09-28,대구 동구 동부로 149,대구 동구 신천동 1506,128.6289649,35.87779693,,,,,150,4,Y,6,,5,5,5,
2210210016,d_d003286,36,도두해수파크,2022-10-21,2022-10-22,제주특별자치도 제주시 서해안로 236,제주특별자치도 제주시 도두일동 1729,126.4713348,33.50847156,,,POI010000006W0VWP,제주도두해수파크펜션,30,24,N,8,11,4,4,4,
2208270002,b_b000187,10,통영해물가,2022-08-27,2022-08-27,경남 통영시 통영해안로 377,경남 통영시 동호동 51,128.4285807,34.84449317,,,POI010000006VOMZ6,과천게임장,60,11,N,2,,4,3,3,
2211010007,d_d010040,29,특별한렌트카,2022-11-01,2022-11-01,제주특별자치도 제주시 공항로1길 40-8,제주특별자치도 제주시 용담이동 726,126.5002441,33.50303415,,,,,30,10,Y,2,,4,4,4,
2210210001,d_d003948,14,그랜드조선제주 아리아,2022-10-21,2022-10-21,제주특별자치도 서귀포시 중문관광로72번길 60,제주특별자치도 서귀포시 색달동 2785,126.4080876,33.25220248,,,POI01000000BSCGYP,서귀포시공영주차장,120,11,N,5,,5,5,5,
2210190003,d_d002702,34,집,2022-10-19,2022-10-20,,,,,,4119011700,POI01000000B3QNI5,안성팜랜드,660,21,,,,,,,
2209300005,d_d001693,3,도두봉공원,2022-09-30,2022-09-30,,제주특별자치도 제주시 도두일동 산 2,126.4685558,33.50780151,,,,,30,1,N,1,,4,3,3,
2210190005,d_d006848,5,친구 집,2022-10-19,2022-10-20,화순임중로 37번길 4-3,,,,,,,,150,22,,,,,,,50130
2209280003,d_d002061,3,평택역,2022-09-28,2022-09-28,경기 평택시 평택로 51,경기 평택시 평택동 185-579,127.0852911,36.99098236,,,POI01000000BUTXKB,평택역,30,9,Y,6,,4,4,4,
2209130007,d_d001193,32,다다익고정육점식당,2022-09-13,2022-09-13,제주특별자치도 서귀포시 색달로 25,제주특별자치도 서귀포시 색달동 2137-6,126.4060644,33.26034348,,,,,60,11,N,5,,5,5,5,
2210290004,d_d006204,4,더세븐렌트카,2022-10-29,2022-10-29,제주특별자치도 제주시 오일장서길 68,제주특별자치도 제주시 도두일동 2159-1,126.4720167,33.49756885,,,,,30,10,N,8,,4,5,5,
2210120002,d_d001967,38,제주국제공항,2022-10-12,2022-10-12,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,120,9,Y,6,,4,4,4,
2210290001,d_d009893,1,집,2022-10-29,2022-10-29,,,,,,,POI01000000C2ANOV,서귀포혁신도시LH2단지아파트/209동,,21,,,,,,,50130
2209250001,d_d001220,1,집,2022-09-25,2022-09-25,,,,,,,,,,21,,,,,,,41370
2210240001,d_d002040,21,트라이브,2022-10-24,2022-10-24,제주특별자치도 제주시 애월읍 애월로 11,제주특별자치도 제주시 애월읍 애월리 2464,126.3110019,33.46026497,,,POI01000000BSCLHD,한담애넘이펜션,60,11,N,2,,5,5,5,
2208290006,d_d001041,6,샐리스 제주,2022-08-29,2022-08-30,제주특별자치도 제주시 애월읍 고내로 46,제주특별자치도 제주시 애월읍 하가리 1258-1,126.3416986,33.46468275,, ,POI0100000078RS93,샐리스제주호텔,30,24,Y,8,1,5,5,5,
2208270002,d_d000767,25,온더스톤게스트하우스 성산점,2022-08-27,2022-08-28,제주특별자치도 서귀포시 성산읍 성산등용로 100-4,제주특별자치도 서귀포시 성산읍 성산리 358-3,126.9306972,33.47008261,,,POI010000009A0BMC,향,300,24,N,2,7,2,1,1,
2208240001,a_a000205,13,안산어촌민속박물관,2022-08-24,2022-08-24,경기 안산시 단원구 대부황금로 7,경기 안산시 단원구 선감동 717,126.6460863,37.19251743,,,POI01000000BY0CVC,안산어촌민속전시관,60,2,N,10,,5,5,5,
2209010004,d_d000825,37,파르나스호텔 제주,2022-09-01,2022-09-02,제주특별자치도 서귀포시 중문관광로72번길 100,제주특별자치도 서귀포시 색달동 3039-1,126.4057632,33.24459343,,,POI01000000EG81ED,제주중문특급호텔리노베이션및증축사업,120,24,N,1,1,5,4,4,
2208220001,d_d000143,15,테디베어뮤지엄 제주점,2022-08-22,2022-08-22,제주특별자치도 서귀포시 중문관광로110번길 31,제주특별자치도 서귀포시 색달동 2889,126.4121631,33.25029595,,,,,90,3,Y,4,,4,4,4,
2208230003,a_a000391,2,선녀바위해수욕장,2022-08-23,2022-08-23,,인천 중구 을왕동 678-188,126.3787082,37.43947594,,,,,30,1,Y,4,,5,5,5,
2209020005,a_a001497,5,더노벰버라운지 구읍뱃터점,2022-09-02,2022-09-02,인천 중구 영종진광장로 10,인천 중구 중산동 1947-5,126.5792018,37.49266311,,,POI01000000C3U5EO,영종오션솔레뷰,90,11,N,2,,5,5,5,
2211120006,d_d012336,6,집,2022-11-12,2022-11-13,,,,,,5011013700,POI01000000C9KTQK,THESTAY,300,21,,,,,,,
2209250002,b_b004383,2,동광양농협하나로마트,2022-09-25,2022-09-25,전남 광양시 공영로 25,전남 광양시 중동 1656-1,127.6919818,34.93630512,,,POI010000006YGIB9,농협(중마지점),60,10,Y,4,,5,5,5,
2208040006,d_d000142,14,코난해변,2022-08-04,2022-08-04,,제주특별자치도 제주시 구좌읍 행원리 575-6,126.811202,33.55745493,,,,,60,1,N,1,,5,5,5,
2210300005,d_d009772,11,하얀 산호식당,2022-10-30,2022-10-30,제주특별자치도 제주시 우도면 우도해안길 136,제주특별자치도 제주시 우도면 연평리 2649,126.9454505,33.4945632,,,,,30,11,N,6,,3,2,3,
2209280005,d_d001582,10,CU 서귀포보목길점,2022-09-28,2022-09-28,제주특별자치도 서귀포시 칠십리로 306,제주특별자치도 서귀포시 토평동 627-1,126.5853691,33.24745603,,,POI01000000C9OXXZ,BRITTANY202동,0,4,N,6,,5,5,5,
2209270004,d_d001457,12,협재조랑게,2022-09-27,2022-09-27,제주특별자치도 제주시 한림읍 협재1길 55-9,제주특별자치도 제주시 한림읍 협재리 1454-1,126.2451241,33.39942745,,,,,90,11,N,2,,5,5,5,
2210270009,a_a012439,8,어류정항,2022-10-27,2022-10-27,인천 강화군 삼산면 어류정길177번길 117,인천 강화군 삼산면 매음리 855-41,126.3442927,37.6450352,,,,,90,13,N,1,,4,4,4,
2210050007,d_d002357,7,호텔윈스토리,2022-10-05,2022-10-06,제주특별자치도 서귀포시 중정로 11,제주특별자치도 서귀포시 서귀동 318-17,126.5575481,33.24768836,,,POI01000000B30RRS,HOTELWINSTORY,180,24,N,8,1,5,5,5,
2210270002,d_d006139,24,김포공항역 9호선,2022-10-27,2022-10-27,서울 강서구 하늘길 지하 77,서울 강서구 방화동 886,126.8019136,37.56196757,,,,,30,9,Y,6,,3,3,3,
2210310008,d_d009631,8,함덕해수욕장,2022-10-31,2022-10-31,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도 제주시 조천읍 함덕리 1004-10,126.6692389,33.54306157,,,POI0100000078KLO4,샤워실,90,1,Y,4,,4,4,5,
2208270002,d_d000677,2,우도,2022-08-27,2022-08-27,,제주특별자치도 제주시 우도면 연평리,126.9555823,33.50441997,,,,,300,1,Y,9,,4,5,5,
2209240006,a_a001773,7,포토시그니처 하늘도시점,2022-09-24,2022-09-24,인천 중구 하늘중앙로195번길 21,인천 중구 중산동 1883-10,126.561946,37.48939373,,,,,30,4,N,7,,3,1,3,
2209250002,a_a002498,7,시흥갯골생태공원,2022-09-25,2022-09-25,경기 시흥시 동서로 287,경기 시흥시 장곡동 724-32,126.7809839,37.39069042,,,POI01000000B5PUWR,시흥갯골생태공원,180,1,N,2,,5,5,5,
2210150002,d_d005992,2,애월읍 항몽로 180,2022-10-15,2022-10-15,,,127.4209255,36.60642796,,,,,0,22,Y,11,,5,5,5,
2210120008,d_d002050,9,델문도,2022-10-12,2022-10-12,제주특별자치도 제주시 조천읍 조함해안로 519-10,제주특별자치도 제주시 조천읍 함덕리 1008-1,126.668724,33.54370934,,,POI0100000078KLO4,샤워실,60,11,N,1,,4,4,4,
2211050004,d_d009459,7,휴일로 주차장,2022-11-05,2022-11-05,제주특별자치도 서귀포시 안덕면 난드르로 49-65,제주특별자치도 서귀포시 안덕면 창천리 786,126.3663826,33.23231643,,,,,30,9,N,9,,5,5,5,
2210130004,d_d001884,18,광주공항,2022-10-13,2022-10-13,광주 광산구 상무대로 420-25,광주 광산구 신촌동 698-9,126.810978,35.14017939,,,POI01000000788GSR,EXOIL전주방향주유소,30,9,Y,11,,5,5,5,
2210310008,d_d007600,39,충주역,2022-10-31,2022-10-31,충북 충주시 충원대로 539,충북 충주시 봉방동 409,127.9091753,36.97599422,,,POI010000006B1G82,한국철도공사충북본부충주시설사업소,30,9,Y,6,,5,5,5,
2210190010,d_d002798,10,다이어리펜션,2022-10-19,2022-10-20,,,126.560088,33.24619345,,,,,300,24,Y,7,3,5,5,5,50110
2211050010,d_d011821,15,오랑우탄면사무소,2022-11-05,2022-11-05,제주특별자치도 서귀포시 안덕면 산방로 367-1,제주특별자치도 서귀포시 안덕면 사계리 2668-2,126.2975459,33.23120383,,,POI01000000EBPC1N,사계리사무소버스정류장,30,11,N,5,,5,5,5,
2210160008,d_d005747,36,제주국제공항,2022-10-16,2022-10-16,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,120,9,Y,4,,5,5,5,
2211010001,d_d007489,23,제주김만복 애월점,2022-11-01,2022-11-01,제주특별자치도 제주시 애월읍 애월해안로 255,제주특별자치도 제주시 애월읍 고내리 1105-1,126.33897,33.46760559,,,POI01000000EG4431,시쓰테이호텔,0,11,N,2,,4,4,4,
2209130007,c_c002171,7,아일랜드 리솜,2022-09-13,2022-09-13,충남 태안군 안면읍 꽃지해안로 204,충남 태안군 안면읍 중장리 765-81,126.3370581,36.48832242,,,,,240,24,Y,4,4,5,5,5,
2211010003,d_d009638,27,휘경동,2022-11-01,2022-11-02,,,,,,,,,510,21,,,,,,,11230
2211030003,d_d010842,14,춘심이네 본점,2022-11-03,2022-11-03,제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16,제주특별자치도 서귀포시 안덕면 창천리 160-4,126.3705335,33.26448563,,,POI010000006VU0SJ,춘심이네,60,11,N,2,,2,2,2,
2211010001,d_d010531,8,소금바치순이네,2022-11-01,2022-11-01,제주특별자치도 제주시 구좌읍 해맞이해안로 2196,제주특별자치도 제주시 구좌읍 종달리 42-5,126.9126333,33.50365241,,,,,30,11,N,2,,4,3,4,
2210110003,d_d004179,3,와인창고 본점,2022-10-11,2022-10-11,제주특별자치도 제주시 연북로 424,제주특별자치도 제주시 도남동 411-6,126.526567,33.47981421,,,POI01000000EG6H8L,휴안퍼펙트볼링클럽,30,10,Y,6,,3,4,3,
2208220002,d_d000261,10,9.81파크,2022-08-22,2022-08-22,제주특별자치도 제주시 애월읍 천덕로 880-24,제주특별자치도 제주시 애월읍 어음리 산 131-3,126.366664,33.39028982,,,,,90,6,N,5,,5,5,5,
2211020005,d_d010155,5,제주다시,2022-11-02,2022-11-03,제주특별자치도 제주시 한림읍 금능길 4,제주특별자치도 제주시 한림읍 금능리 1771-1,126.2243418,33.38617578,,,,,720,24,N,8,8,4,4,5,
2208250001,d_d000175,21,아쿠아플라넷 제주,2022-08-25,2022-08-25,제주특별자치도 서귀포시 성산읍 섭지코지로 95,제주특별자치도 서귀포시 성산읍 고성리 127-3,126.9278459,33.43306804,,,,,0,6,N,2,,5,5,5,
2210090002,d_d004320,6,제주성읍마을,2022-10-09,2022-10-09,제주특별자치도 서귀포시 표선면 성읍정의현로 30,제주특별자치도 서귀포시 표선면 성읍리 855-1,126.8014989,33.38495973,,,,,60,7,Y,10,,5,5,5,
2210150005,d_d003501,4,한라수목원,2022-10-15,2022-10-15,,,126.4932661,33.46978393,,,POI01000000B3572O,한라수목원,120,1,N,5,,5,5,5,50110
2211070005,d_d010056,36,신동아렌터카,2022-11-07,2022-11-07,제주특별자치도 제주시 억삼길 10,제주특별자치도 제주시 이호이동 168,126.4677749,33.49330692,,,,,30,10,N,11,,4,4,4,
2208270001,d_d000432,18,집,2022-08-27,2022-08-28,,,,,,,,,1140,21,,,,,,,11215
2211020004,d_d010490,11,월령선인장군락지,2022-11-02,2022-11-02,,제주특별자치도 제주시 한림읍 월령리 359-4,126.2154316,33.37787925,,,,,30,1,N,9,,4,3,3,
2209220002,d_d001181,2,국수마당 본점,2022-09-22,2022-09-22,제주특별자치도 제주시 삼성로 65,제주특별자치도 제주시 일도2동 1034-19,126.5321927,33.50807077,,,POI01000000C9LHZI,파크힐,60,11,N,2,,4,3,3,
2208120002,d_d000145,16,이조은식당,2022-08-12,2022-08-12,제주특별자치도 서귀포시 천제연로 97,제주특별자치도 서귀포시 색달동 2476-3,126.4161187,33.25507875,,,POI010000006VU3NH,골드비치콘도,60,11,Y,9,,4,3,3,
2210080005,d_d002198,1,집,2022-10-08,2022-10-08,,,,,,,POI01000000C6MSSK,PRIMEPALACE,,21,,,,,,,11170
2210080002,d_d001783,2,김포국제공항 국내선,2022-10-08,2022-10-08,서울 강서구 하늘길 112,서울 강서구 공항동 1373,126.8028655,37.55894903,,,POI01000000EHG9GW,성산일출봉,120,9,Y,7,,4,4,4,
2210010002,a_a003214,8,파라다이스시티 수영장,2022-10-01,2022-10-01,인천 중구 영종해안남로321번길 186,,,,,,,,240,6,Y,4,,5,5,5,28110
2208290003,d_d000187,3,제주국제공항,2022-08-29,2022-08-29,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,90,9,Y,1,,4,4,4,
2208160002,b_b000218,22,학포다이브리조트,2022-08-16,2022-08-16,경북 울릉군 서면 학포길 35-7,경북 울릉군 서면 태하리 389,130.8078196,37.50143032,,,POI010000008WIX8N,학포웰빙가펜션,60,24,N,2,,4,4,4,
2209240003,c_c002578,2,문산휴게소 순천방향,2022-09-24,2022-09-24,경남 진주시 문산읍 남해고속도로 195,경남 진주시 문산읍 소문리 969,128.1515756,35.17135589,,,POI01000000BWB0V9,문산휴게소,30,9,N,9,,4,4,4,
2211030003,d_d009059,3,호텔연,2022-11-03,2022-11-03,제주특별자치도 서귀포시 솔동산로22번길 17-2,제주특별자치도 서귀포시 서귀동 587-43,126.5621251,33.24394295,,,POI01000000ALA4KP,호텔연,120,24,N,3,1,5,5,5,
2209300005,c_c002438,11,이순신광장,2022-09-30,2022-09-30,,전남 여수시 중앙동 383,127.7360499,34.7394476,,,POI01000000BZHR1F,이순신광장,60,8,N,1,,5,5,5,
2209050003,d_d000666,26,김포국제공항 국내선,2022-09-05,2022-09-05,서울 강서구 하늘길 112,서울 강서구 공항동 1373,126.8028655,37.55894903,,,,,30,9,Y,6,,4,4,4,
2209260008,d_d001345,16,은희네해장국,2022-09-26,2022-09-26,제주특별자치도 서귀포시 중문관광로 348,제주특별자치도 서귀포시 중문동 1920-1,126.4317221,33.25110094,,,POI01000000BZ28BR,서귀포시국민체육센터서부도서관,30,11,N,9,,3,3,3,
2210190002,d_d003239,18,봉봉감귤체험농장,2022-10-19,2022-10-19,제주특별자치도 서귀포시 남원읍 중산간동로7141번길 16,제주특별자치도 서귀포시 남원읍 신례리 720-1,126.6296641,33.28163058,,,,,60,13,N,10,,5,5,5,
2210270003,d_d005318,3,제주국제공항,2022-10-27,2022-10-27,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,120,9,Y,6,,4,4,3,
2209300003,d_d002114,24,우도,2022-09-30,2022-09-30,,제주특별자치도 제주시 우도면 연평리,126.9555823,33.50441997,,,,,240,1,N,1,,5,5,5,
2210280002,d_d003409,2,친구집,2022-10-28,2022-10-29,오등8길 16,,,,,,POI01000000C9KN2Q,진평연립다동,150,22,,,,,,,50110
2210120012,d_d003258,12,가시식당,2022-10-12,2022-10-12,,,126.4828898,37.75549423,,,,,30,11,N,1,,4,3,3,
2209280001,d_d001144,15,엉또정,2022-09-28,2022-09-28,제주특별자치도 서귀포시 중산간서로157번길 28-6,제주특별자치도 서귀포시 강정동 1938,126.494296,33.2577835,,,POI010000006W5ZFH,제주M리조트,30,11,N,5,,4,4,4,
2208200004,d_d000251,9,이중섭거리,2022-08-20,2022-08-20,제주특별자치도 서귀포시 이중섭로 4-1,제주특별자치도 서귀포시 서귀동 370-21,126.5640039,33.24761378,,,POI010000009A47J9,더코드,60,4,Y,4,,5,5,5,
2211030004,d_d009808,24,넉둥베기,2022-11-03,2022-11-03,제주특별자치도 제주시 서문로 9-1,제주특별자치도 제주시 용담일동 306-5,126.5126165,33.50984537,,,,,60,11,N,2,,4,4,4,
2211040004,d_d011538,19,제주국제공항,2022-11-04,2022-11-04,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,150,9,Y,6,,5,5,5,
2210090008,d_d002283,64,블랑로쉐,2022-10-09,2022-10-09,제주특별자치도 제주시 우도면 우도해안길 783,제주특별자치도 제주시 우도면 연평리 712,126.9578853,33.5156836,,,,,30,11,N,2,,4,3,3,
2210010002,c_c003189,17,여수해상케이블카,2022-10-01,2022-10-01,전남 여수시 돌산읍 돌산로 3600-1,전남 여수시 돌산읍 우두리 794-89,127.741531,34.73059148,,,POI01000000BSBRXY,여수해상케이블카놀아정류장,60,6,N,1,,5,4,5,
2208270004,a_a000343,7,왕산마리나항,2022-08-27,2022-08-27,인천광역시 중구 왕산마리나길 143,인천 중구 을왕동 980-1,126.3572218,37.45665842,,,POI01000000B5FS0J,왕산마리나요트정비소,90,1,N,6,,4,4,4,
2208200002,b_b002406,12,동일스위트더파크아파트,2022-08-20,2022-08-21,경북 예천군 호명면 행복로 177,경북 예천군 호명면 산합리 1393,128.482749,36.57922086,,,,,540,21,,,,,,,
2208290002,d_d001084,9,제주조랑말타운,2022-08-29,2022-08-29,제주특별자치도 서귀포시 표선면 번영로 2486,제주특별자치도 서귀포시 표선면 성읍리 2867,126.7730193,33.40770469,,,POI01000000B32K95,조랑말타운승마장,180,13,N,2,,5,5,5,
2210190008,d_d005084,18,아이미제주비치호텔,2022-10-19,2022-10-20,제주특별자치도 제주시 조천읍 조함해안로 474,제주특별자치도 제주시 조천읍 함덕리 1010,126.6634196,33.54329472,,,,,120,24,N,5,1,3,3,2,
2208220002,d_d000902,24,비자림,2022-08-22,2022-08-22,제주특별자치도 제주시 구좌읍 비자숲길 55,제주특별자치도 제주시 구좌읍 평대리 3161-1,126.8099875,33.49040837,,,,,90,1,N,1,,5,5,5,
2210020007,d_d001665,16,제주하늬바람펜션,2022-10-02,2022-10-03,제주특별자치도 제주시 애월읍 신상로 258,제주특별자치도 제주시 애월읍 하가리 120-49,126.3666835,33.44921452,,,POI01000000BZ0DZI,제주황토리조트,150,24,N,8,3,3,2,2,
2209140005,c_c002289,7,그냥경양식,2022-09-14,2022-09-14,전남 진도군 진도읍 철마길 3-12,전남 진도군 진도읍 성내리 46-18,126.263526,34.4844385,,,,,60,11,N,2,,5,5,5,
2211050002,d_d010846,6,목장카페드르쿰다,2022-11-05,2022-11-05,제주특별자치도 서귀포시 표선면 번영로 2454,제주특별자치도 서귀포시 표선면 성읍리 2873,126.7703379,33.40945971,,,POI01000000EG7OH2,목장카페드르쿰다,150,13,N,1,,4,4,4,
2209230001,c_c003042,1,집,2022-09-23,2022-09-23,,,,,,,POI01000000C2D8XS,월성E-편한세상아파트/102동,,21,,,,,,,27290
2209150003,d_d001243,2,제주국제공항,2022-09-15,2022-09-15,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,30,9,Y,9,,4,3,3,
2210250002,d_d007532,5,광치기해변,2022-10-25,2022-10-25,,제주특별자치도 서귀포시 성산읍 고성리 224-33,126.9238966,33.45231691,,,,,30,1,N,9,,5,5,5,
2210170004,d_d005146,4,함덕해수욕장,2022-10-17,2022-10-17,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도 제주시 조천읍 함덕리 1004-10,126.6692389,33.54306157,,,,,30,1,Y,4,,5,5,5,
2210270004,d_d004917,11,김녕오라이,2022-10-27,2022-10-27,제주특별자치도 제주시 구좌읍 김녕로21길 21,제주특별자치도 제주시 구좌읍 김녕리 1223-20,126.7551984,33.55775807,,,POI01000000EG7LQ8,정치망횟집펜션,60,11,N,2,,4,5,5,
