방문자ID,여행ID,진행순서,방문지명,방문시작일자,방문종료일자,도로명주소,지번주소,X좌표,Y좌표,도로명코드,지번코드,POI_ID,POI_NM,체류시간,방문자유형코드,재방문여부,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,만족도,재방문의향,추천의향,시군구코드
2210160005,d_d006674,5,금호제주리조트,2022-10-16,2022-10-16,제주특별자치도 서귀포시 남원읍 태위로 522-12,제주특별자치도 서귀포시 남원읍 남원리 2390,126.7018417,33.27324563,,,POI01000000BZ29J0,제주금호리조트,60,24,N,5,4,4,4,4,
2210080002,d_d004709,3,집,2022-10-08,2022-10-09,,,,,,5011011700,POI01000000DLV5QK,제주대학교아라캠퍼스/학생생활관1호관,990,21,,,,,,,
2210160002,d_d002493,9,휴애리 자연공원,2022-10-16,2022-10-16,,,,,,,,,60,1,N,2,,4,3,4,50130
2210130007,d_d003065,17,선물가게바나나,2022-10-13,2022-10-13,제주특별자치도 서귀포시 일주서로 875,제주특별자치도 서귀포시 색달동 2353,126.4171165,33.25803173,,,,,30,10,N,6,,4,4,4,
2210220008,d_d003247,8,보스코,2022-10-22,2022-10-22,제주특별자치도 서귀포시 대정읍 동일하모로 217,제주특별자치도 서귀포시 대정읍 하모리 1567-7,126.2544235,33.22591464,,,,,90,10,N,11,,5,5,5,
2210210005,d_d004968,27,김포국제공항 국내선,2022-10-21,2022-10-21,서울 강서구 하늘길 112,서울 강서구 공항동 1373,126.8028655,37.55894903,,,,,60,9,Y,6,,4,4,4,
2209010002,d_d001066,2,김포국제공항 국내선,2022-09-01,2022-09-01,서울 강서구 하늘길 112,서울 강서구 공항동 1373,126.8028655,37.55894903,,,,,30,9,Y,6,,5,5,5,
2208200012,d_d000797,12,수리코,2022-08-20,2022-08-20,제주특별자치도 제주시 한경면 조수설목1길 8,제주특별자치도 제주시 한경면 조수리 1085,126.2258151,33.34215486,,,,,60,11,N,1,,5,5,5,
2210280002,d_d009002,10,오설록티뮤지엄,2022-10-28,2022-10-28,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,126.2894893,33.30591329,,,POI01000000B31Y5E,오설록티뮤지엄,30,3,Y,6,,4,4,4,
2209020010,d_d000766,31,운림산방,2022-09-02,2022-09-02,전남 진도군 의신면 운림산방로 315,전남 진도군 의신면 사천리 61,126.3085326,34.46637343,,,POI01000000B397LB,소치기념관,30,2,N,1,,4,4,4,
2211010005,d_d009306,8,훈데르트윈즈,2022-11-01,2022-11-01,제주특별자치도 제주시 우도면 우도해안길 32-2,제주특별자치도 제주시 우도면 연평리 1729-1,126.9552356,33.49208951,,,,,30,11,N,2,,3,2,3,
2208280002,d_d000161,2,제주국제공항,2022-08-28,2022-08-28,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,30,9,Y,4,,3,4,4,
2209230004,d_d001520,7,펠리시아호텔,2022-09-23,2022-09-23,제주특별자치도 서귀포시 일주동로 9123,제주특별자치도 서귀포시 법환동 17,126.517925,33.24724175,,,,,30,24,N,8,1,3,4,4,
2210220005,d_d004780,12,아부오름,2022-10-22,2022-10-22,,제주특별자치도 제주시 구좌읍 송당리 2263,126.777215,33.44858418,,,,,60,1,N,9,,5,5,5,
2208190001,d_d000669,1,숙소,2022-08-19,2022-08-19,제주특별자치도 제주시 구좌읍 해맞이해안로 2040,제주특별자치도 제주시 구좌읍 종달리 1407,126.9013349,33.50982063,3349242,5011025632,POI010000006VS34W,이야기별방펜션,,24,,,,,,,
2210200001,d_d003474,16,영주산,2022-10-20,2022-10-20,,제주특별자치도 서귀포시 표선면 성읍리 산 18-1,126.7962385,33.4045668,,,,,90,7,N,11,,5,5,5,
2210170008,d_d005795,25,다이소 제주연동점,2022-10-17,2022-10-17,제주특별자치도 제주시 신대로 105,제주특별자치도 제주시 연동 302-8,126.4968663,33.48790259,,,,,30,4,Y,6,,4,4,3,
2210080006,d_d002329,18,다노이게스트하우스,2022-10-08,2022-10-09,제주특별자치도 제주시 구좌읍 동복로 51,제주특별자치도 제주시 구좌읍 동복리 1493-1,126.711713,33.5532223,,,POI01000000B34WLV,펜션아랑존,390,24,N,2,7,4,4,4,
2210210010,d_d006137,15,알동네집 화순점,2022-10-21,2022-10-21,제주특별자치도 서귀포시 안덕면 화순로 6,제주특별자치도 서귀포시 안덕면 화순리 1394,126.3407591,33.25355522,,,,,90,10,N,5,,5,5,5,
2208150008,d_d000141,8,중문색달해수욕장,2022-08-15,2022-08-15,,제주특별자치도 서귀포시 색달동 3039,126.4114987,33.24503815,,,,,150,1,N,1,,5,4,4,
2209210007,d_d001374,15,휘닉스제주 글라스하우스,2022-09-21,2022-09-21,,제주특별자치도 서귀포시 성산읍 고성리 46,126.9338137,33.42916918,,,,,30,3,N,1,,5,5,5,
2208270004,a_a001459,4,더위크앤 리조트,2022-08-27,2022-08-27,인천 중구 용유서로 379,인천 중구 을왕동 773,126.3707228,37.45066015,,,POI01000000BSERHL,영종스카이리조트,30,24,Y,4,4,5,5,5,
2208190009,d_d000012,4,성산포항,2022-08-19,2022-08-19,,제주특별자치도 서귀포시 성산읍 성산리,126.9332938,33.47345966,,,,,60,9,Y,6,,5,5,5,
2208150003,d_d000112,16,제주시구좌읍세화3길라메르힐,2022-08-15,2022-08-16,,,,,,,,,1110,22,,,,,,,
2208200005,d_d000143,6,라토커피,2022-08-20,2022-08-20,제주특별자치도 제주시 광양10길 20,제주특별자치도 제주시 이도2동 1769-15,126.5281583,33.4986717,,,,,30,11,N,2,,5,5,5,
2210190002,d_d004823,2,길영농원,2022-10-19,2022-10-19,제주특별자치도 제주시 애월읍 어림비로 76,제주특별자치도 제주시 애월읍 봉성리 1969-20,126.3205928,33.41840397,,,,,60,12,N,2,,5,5,5,
2210060003,d_d003993,3,허니문하우스,2022-10-06,2022-10-06,제주특별자치도 서귀포시 칠십리로 228-13,제주특별자치도 서귀포시 토평동 511,126.5787127,33.24415532,,,POI01000000B30PQP,파라다이스호텔,60,11,N,1,,5,5,5,
2210290009,d_d006917,9,안녕구움,2022-10-29,2022-10-29,제주특별자치도 제주시 한경면 고산로 49,제주특별자치도 제주시 한경면 고산리 2726-1,126.1790937,33.30539258,,,,,0,11,N,5,,4,4,4,
2210070005,d_d002661,15,돈바당,2022-10-07,2022-10-07,제주특별자치도 서귀포시 표선면 민속해안로 566-9,제주특별자치도 서귀포시 표선면 표선리 1-2,126.8457937,33.32506736,,,POI010000006W8VFG,표선어촌계복지관,60,11,N,9,,4,3,3,
2210280004,d_d009000,11,녹차동굴,2022-10-28,2022-10-28,,제주특별자치도 서귀포시 표선면 성읍리 2192,126.7868648,33.38162923,,,,,60,1,N,3,,5,5,5,
2210150007,a_a007300,7,바다의시간,2022-10-15,2022-10-15,인천 중구 은하수로 12,인천 중구 중산동 1948,126.5809801,37.49232525,,,POI010000006E0L78,구읍뱃터프라자관광어시장,60,11,N,2,,5,5,5,
2210230005,d_d006120,11,루스트플레이스 인제점,2022-10-23,2022-10-23,제주특별자치도 제주시 고마로 103,제주특별자치도 제주시 일도이동 409-7,126.5415279,33.50525123,,,,,60,11,N,5,,5,5,5,
2208210002,d_d000874,4,한라산아래첫마을 제주민속촌점,2022-08-21,2022-08-21,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도 서귀포시 표선면 표선리 40-1,126.8410644,33.32416518,,,,,60,11,N,1,,5,5,5,
2209020003,d_d001013,8,루프탑게스트하우스,2022-09-02,2022-09-02,제주특별자치도 제주시 구좌읍 월정3길 41,제주특별자치도 제주시 구좌읍 월정리 477,126.7939437,33.55486869,,,POI0100000078QEGV,달이머무는펜션,330,24,Y,5,7,1,1,1,
2211040007,d_d007848,7,도두봉,2022-11-04,2022-11-04,,제주특별자치도 제주시 도두일동 산 2,126.4683501,33.50798635,,,POI01000000EBU51L,도들봉공원,60,1,N,1,,5,5,5,
2210210004,d_d007005,11,그레이베이스,2022-10-21,2022-10-21,제주특별자치도 제주시 서해안로 238,제주특별자치도 제주시 도두일동 1733-4,126.4714985,33.50882207,,,,,30,11,N,11,,4,2,2,
2210310004,d_d008180,14,스누피가든,2022-10-31,2022-10-31,제주특별자치도 제주시 구좌읍 금백조로 916,제주특별자치도 제주시 구좌읍 송당리 2303-1,126.7796675,33.44335922,,,,,90,6,N,1,,5,5,5,
2209280005,d_d001363,7,서귀포매일올레시장,2022-09-28,2022-09-28,제주특별자치도 서귀포시 중앙로62번길 18,제주특별자치도 서귀포시 서귀동 277-1,126.5632316,33.25015006,,,POI01000000BSCGYP,서귀포시공영주차장,60,4,N,8,,5,5,5,
2210120006,d_d005405,18,집,2022-10-12,2022-10-13,,,,,,,,,420,21,,,,,,,50110
2209110005,d_d001430,5,가파도,2022-09-11,2022-09-11,,제주특별자치도 서귀포시 대정읍 가파리 276,126.2714103,33.17001212,,,,,120,1,Y,4,,4,4,4,
2209040003,d_d000996,17,랜딩관 제주신화월드호텔앤리조트,2022-09-04,2022-09-05,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,126.3175385,33.30566208,,,,,420,24,N,7,1,5,5,5,
2210080004,a_a005177,6,현대프리미엄아울렛 김포점,2022-10-08,2022-10-08,경기 김포시 고촌읍 아라육로152번길 100,경기 김포시 고촌읍 전호리 654,126.7855783,37.59932841,,,POI01000000EHG9GW,성산일출봉,90,4,Y,4,,5,5,5,
2210070003,d_d002850,11,산굼부리,2022-10-07,2022-10-07,,제주특별자치도 제주시 조천읍 교래리 166-2,126.693832,33.43257409,,,,,30,1,N,1,,4,4,4,
2210310007,d_d009852,20,오션스위츠 제주호텔,2022-10-31,2022-11-01,제주특별자치도 제주시 탑동해안로 74,제주특별자치도 제주시 삼도2동 1260-1,126.5230927,33.51813749,,,,,270,24,N,8,1,4,4,4,
2210070005,d_d002303,11,재영샤르빌아파트,2022-10-07,2022-10-08,제주특별자치도 제주시 원노형5길 34,제주특별자치도 제주시 노형동 912-2,126.4824607,33.48648277,,,,,420,22,,,,,,,
2209110003,a_a002082,2,인천항 연안여객터미널,2022-09-11,2022-09-11,인천 중구 연안부두로 70,인천 중구 항동7가 85-73,126.5985284,37.45409981,,,POI01000000BXUEYA,인천항연안여객터미널,90,9,Y,11,,3,3,3,
2210170004,d_d006709,4,성산일출봉,2022-10-17,2022-10-17,제주특별자치도 서귀포시 성산읍 일출로 284-12,제주특별자치도 서귀포시 성산읍 성산리 78,126.9405375,33.45913497,,,POI01000000EHG9GW,성산일출봉,60,1,Y,1,,4,5,5,
2208260009,d_d000561,17,하고수동해변,2022-08-26,2022-08-26,,제주특별자치도 제주시 우도면 연평리,126.9576482,33.5141508,,,,,30,1,N,9,,4,3,3,
2210100006,d_d005065,11,돈사돈본관,2022-10-10,2022-10-10,제주특별자치도 제주시 우평로 19,제주특별자치도 제주시 노형동 3086-3,126.4640201,33.4788752,,,,,60,11,Y,4,,5,5,5,
2208080001,d_d000128,10,제주바다해찬,2022-08-08,2022-08-08,제주특별자치도 제주시 한림읍 한림로 326,제주특별자치도 제주시 한림읍 협재리 2514-28,126.2398859,33.39267684,,,POI01000000D2FODR,제주바다해찬,60,11,N,2,,3,3,3,
2210100008,d_d001901,10,한담해안산책로,2022-10-10,2022-10-10,,제주특별자치도 제주시 애월읍 곽지리 1359,126.3104683,33.45932345,,,,,30,7,N,1,,5,5,5,
2210300003,d_d009721,10,어머니빵집,2022-10-30,2022-10-30,제주특별자치도 제주시 도령로 103,제주특별자치도 제주시 연동 2325-7,126.4888475,33.49164204,,,POI01000000C29RCM,연동한일시티파크,30,11,N,1,,4,4,4,
2211070009,d_d010172,29,제주국제공항,2022-11-07,2022-11-07,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,30,9,Y,6,,4,4,4,
2209210005,c_c002821,5,메가MGC커피 여수학동점,2022-09-21,2022-09-21,전남 여수시 시청동3길 10,전남 여수시 학동 96-6,127.6655722,34.75920797,,,,,30,11,N,6,,3,3,3,
2210280004,d_d003186,4,샐리스 제주,2022-10-28,2022-10-28,제주특별자치도 제주시 애월읍 고내로 46,제주특별자치도 제주시 애월읍 하가리 1258-1,126.3416986,33.46468275,,,POI0100000078RS93,샐리스제주호텔,150,24,N,8,1,2,1,1,
2210010006,d_d001618,17,오설록티뮤지엄,2022-10-01,2022-10-01,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,126.2894893,33.30591329,,,POI01000000B31Y5E,오설록티뮤지엄,60,3,Y,4,,5,4,4,
2210210004,d_d005194,4,제주현대미술관,2022-10-21,2022-10-21,제주특별자치도 제주시 한경면 저지14길 35,제주특별자치도 제주시 한경면 저지리 2114-63,126.265585,33.33966276,,,POI01000000B31ZGQ,저지문화예술인마을,90,3,N,5,,5,4,4,
2209300003,d_d001799,3,김포국제공항 국내선,2022-09-30,2022-09-30,서울 강서구 하늘길 112,서울 강서구 공항동 1373,126.8028655,37.55894903,,,,,90,9,Y,11,,5,5,5,
2210290002,d_d009123,15,도치돌목장,2022-10-29,2022-10-29,제주특별자치도 제주시 애월읍 도치돌길 293,제주특별자치도 제주시 애월읍 납읍리 102,126.3658096,33.4099556,,,POI01000000B34D4V,통나무파크,60,13,N,11,,5,5,5,
2209030001,d_d000185,23,협재해수욕장,2022-09-03,2022-09-03,제주특별자치도 제주시 한림읍 한림로 329-10,제주특별자치도 제주시 한림읍 협재리 2447,126.2391575,33.39386608,,,,,30,1,N,1,,5,5,5,
2211050005,d_d007470,8,JB풀빌라 남원점,2022-11-05,2022-11-05,제주특별자치도 서귀포시 남원읍 남위남성로94번길 30-1,제주특별자치도 서귀포시 남원읍 남원리 1693-1,126.7018363,33.29029636,,,,,90,24,Y,2,3,5,5,5,
2209140007,d_d001369,7,성산포사랑펜션,2022-09-14,2022-09-14,제주특별자치도 서귀포시 성산읍 성산중앙로 30-4,제주특별자치도 서귀포시 성산읍 성산리 175-4,126.9329151,33.46228311,,,POI0100000078QBP1,성산포사랑펜션,120,24,N,6,3,4,5,4,
2210310009,d_d009265,9,쇠소깍관광지,2022-10-31,2022-10-31,,제주특별자치도 서귀포시 하효동,126.6226425,33.25295565,,,,,30,1,Y,4,,4,4,4,
2210080003,d_d004159,11,더캔버스,2022-10-08,2022-10-08,제주특별자치도 서귀포시 중문관광로72번길 35,제주특별자치도 서귀포시 색달동 2812-4,126.4105917,33.24843658,,,POI01000000EG7PCY,롯데호텔제주,90,11,N,2,,4,4,4,
2210220006,d_d007006,5,탄광맥주,2022-10-22,2022-10-22,제주특별자치도 서귀포시 천제연로 153,제주특별자치도 서귀포시 중문동 2167-16,126.4214046,33.25286022,,,POI01000000B30W39,해리안호텔,240,11,N,2,,5,5,5,
2210130003,d_d002485,34,파스테이스,2022-10-13,2022-10-13,제주특별자치도 제주시 한림읍 한림중앙로 82,제주특별자치도 제주시 한림읍 동명리 1578-3,126.2668486,33.40762603,,,,,30,11,N,2,,5,5,5,
2210270002,d_d002780,13,메종글래드제주 더파티오풀,2022-10-27,2022-10-27,제주특별자치도 제주시 노연로 80,제주특별자치도 제주시 연동 263-15,126.4885322,33.48523944,,,POI01000000BSCMVS,메종글래드제주호텔,30,6,N,9,,5,5,5,
2208100001,d_d000103,1,집,2022-08-10,2022-08-10,,,,,,,,,,21,,,,,,,41590
2211020002,d_d011384,10,벨룸리조트,2022-11-02,2022-11-03,제주특별자치도 서귀포시 516로277번길 45,제주특별자치도 서귀포시 토평동 2644,126.5814313,33.27934969,,,POI01000000ALA0JK,빅토르힐리조트클럽하우스,300,24,N,2,4,5,5,5,
2211010006,d_d010207,29,라 플라주,2022-11-01,2022-11-01,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도 제주시 조천읍 함덕리 산 14-1,126.6707256,33.54283472,,,POI0100000078KLO4,샤워실,60,11,N,8,,3,3,3,
2208160005,d_d000006,13,제주레일바이크,2022-08-16,2022-08-16,제주특별자치도 제주시 구좌읍 용눈이오름로 641,제주특별자치도 제주시 구좌읍 종달리 4639,126.8369456,33.46462116,,,,,60,13,N,2,,4,4,4,
2208260004,d_d000889,20,오설록티뮤지엄,2022-08-26,2022-08-26,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,126.2894893,33.30591329,,,,,60,3,N,2,,5,5,5,
2211020001,d_d009301,17,토종흑염소목장,2022-11-02,2022-11-02,제주특별자치도 서귀포시 남원읍 자배오름로 74-274,제주특별자치도 서귀포시 남원읍 한남리 산 18,126.6596808,33.31748574,,,POI01000000EG9BFP,토종흑염소목장,60,13,N,1,,5,5,5,
2211110002,d_d012325,2,설록스시,2022-11-11,2022-11-11,제주특별자치도 제주시 한경면 녹차분재로 607,제주특별자치도 제주시 한경면 저지리 2868-7,126.2617196,33.3229242,,,,,30,11,Y,4,,5,5,5,
2211060003,d_d011654,8,제주동문시장,2022-11-06,2022-11-06,제주특별자치도 제주시 동문로 16,제주특별자치도 제주시 일도일동 1148-2,126.5283034,33.51278396,,,POI010000006VWMBQ,동문시장,30,4,Y,4,,4,5,4,
2210100006,d_d005226,19,더큐브리조트 제주,2022-10-10,2022-10-11,제주특별자치도 서귀포시 솔오름로105번길 24,제주특별자치도 서귀포시 토평동 산 30-13,126.5636462,33.28589925,,,,,180,24,Y,4,4,5,5,5,
2208210006,d_d000293,6,신창풍차해안,2022-08-21,2022-08-21,,제주특별자치도 제주시 한경면 신창리 1290-2,126.1776275,33.34534328,,,,,30,1,Y,4,,5,5,5,
2209140010,d_d001241,25,대구반점,2022-09-14,2022-09-14,경북 울릉군 울릉읍 도동1길 23,경북 울릉군 울릉읍 도동리 141-1,130.9072387,37.48284587,,,,,30,11,N,2,,2,1,1,
2210060004,d_d002812,21,스누피가든,2022-10-06,2022-10-06,제주특별자치도 제주시 구좌읍 금백조로 916,제주특별자치도 제주시 구좌읍 송당리 2303-1,126.7796675,33.44335922,,,,,60,6,N,1,,4,3,4,
2210230001,d_d006944,1,집,2022-10-23,2022-10-23,,,,,,,,,,21,,,,,,,41450
2210290002,d_d007819,2,홍익돈까스,2022-10-29,2022-10-29,,,,,,,,,60,11,N,1,,4,4,4,50110
2210290006,d_d002862,10,우도 해안도로 물결 돌담길,2022-10-29,2022-10-29,,,,,,,,,30,7,N,9,,4,4,4,50110
2210190004,d_d004511,10,아르떼뮤지엄 제주,2022-10-19,2022-10-19,제주특별자치도 제주시 애월읍 어림비로 478,제주특별자치도 제주시 애월읍 어음리 1503,126.3450106,33.39670048,,,,,30,3,N,5,,3,2,3,
2210090005,d_d004726,17,취향의섬 북앤띵즈,2022-10-09,2022-10-09,제주특별자치도 서귀포시 속골로 66-7,제주특별자치도 서귀포시 호근동 1536,126.5313967,33.24570186,,,POI010000006W7KF4,필그림게스트하우스,30,10,N,2,,5,5,5,
2209030008,b_b002796,14,클럽이에스 통영리조트 C동,2022-09-03,2022-09-04,경남 통영시 산양읍 척포길 628-113,경남 통영시 산양읍 미남리 697-2,128.4099414,34.76503882,, ,POI01000000775P6A,클럽이에스통영리조트,180,24,N,8,4,3,3,3,
2210020003,d_d001893,15,드르쿰다in성산,2022-10-02,2022-10-02,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,제주특별자치도 서귀포시 성산읍 고성리 372-1,126.9190809,33.4445023,,,,,60,13,N,2,,4,4,4,
2211060007,d_d009381,29,신창풍차해안,2022-11-06,2022-11-06,,제주특별자치도 제주시 한경면 신창리 1290-2,126.1776275,33.34534328,,,,,90,1,N,1,,5,5,5,
2210200002,d_d005310,12,곽지마트,2022-10-20,2022-10-20,제주특별자치도 제주시 애월읍 일주서로 6001,제주특별자치도 제주시 애월읍 곽지리 2053-7,126.3058911,33.44735912,,,POI01000000ALH20A,곽지할인마트,30,10,N,6,,3,3,3,
2208280003,d_d000333,23,파리바게뜨 제주공항렌터카하우스점,2022-08-28,2022-08-28,,제주특별자치도 제주시 용담이동 1999-8,126.4919499,33.50469721,,,,,30,11,N,5,,5,5,5,
2208080001,d_d000170,1,집,2022-08-08,2022-08-08,,,,,,,POI01000000CBCJO2,라온빌,,21,,,,,,,
2211010006,d_d010310,8,카멜리아힐,2022-11-01,2022-11-01,제주특별자치도 서귀포시 안덕면 병악로 166,제주특별자치도 서귀포시 안덕면 상창리 271,126.3700095,33.28963443,,,POI01000000ALBFBS,카멜리아힐,60,1,N,5,,3,3,3,
2210230004,d_d007475,3,제주국제공항,2022-10-23,2022-10-23,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,30,9,Y,4,,5,5,5,
2211070006,d_d010177,27,도라지식당,2022-11-07,2022-11-07,제주특별자치도 제주시 연삼로 128,제주특별자치도 제주시 오라삼동 2112,126.5059441,33.49270854,,,,,30,11,N,8,,3,2,2,
2211020003,d_d010131,3,제주국제공항,2022-11-02,2022-11-02,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,30,9,Y,11,,5,5,5,
2210010007,a_a004177,6,롯데월드타워&롯데월드몰,2022-10-01,2022-10-01,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.1040795,37.51365191,,,POI01000000BYH6ME,제2롯데월드,0,4,N,7,,5,5,5,
2210010008,d_d001682,16,열두달,2022-10-01,2022-10-01,제주특별자치도 제주시 한경면 용수길 37,제주특별자치도 제주시 한경면 용수리 4348-8,126.1703214,33.32238346,,,,,30,11,N,9,,5,3,5,
2209250001,d_d001757,14,성산일출봉 인증센터,2022-09-25,2022-09-25,,제주특별자치도 서귀포시 성산읍 오조리 2-3,126.9242395,33.46864347,,,,,0,13,N,11,,5,5,5,
2208190008,d_d000323,8,서귀포우체국,2022-08-19,2022-08-20,제주특별자치도 서귀포시 신중로 34,제주특별자치도 서귀포시 강정동 156,126.5089247,33.25484873,,,POI01000000B30ERF,서귀포우체국,270,24,N,11,11,5,5,5,
2209140004,d_d001304,10,삼양해수욕장,2022-09-14,2022-09-14,,제주특별자치도 제주시 삼양이동 1960-4,126.5855373,33.52586702,,,,,30,1,Y,4,,5,5,5,
2211060002,d_d009748,15,함덕비치스테이제주,2022-11-06,2022-11-06,제주특별자치도 제주시 조천읍 조함해안로 474,제주특별자치도 제주시 조천읍 함덕리 1010,126.6633615,33.54327834,,,POI0100000078QHZH,제주비치호텔함덕,90,24,Y,8,1,5,4,5,
2209090005,d_d001281,26,신신호텔 천지연,2022-09-09,2022-09-09,제주특별자치도 서귀포시 서문로 42-1,제주특별자치도 서귀포시 서귀동 325-1,126.5575262,33.24948072,,,POI01000000ALA5CI,신신호텔,120,24,N,8,1,4,3,3,
2210220003,d_d002564,43,왕고모네국수,2022-10-22,2022-10-22,제주특별자치도 제주시 신산로 77,제주특별자치도 제주시 일도이동 168-32,126.5347817,33.50694812,,,POI010000006MZCUT,수원화서문보물제140,30,11,N,2,,4,4,4,
2211060009,d_d009302,17,하우목동항,2022-11-06,2022-11-06,제주특별자치도 제주시 우도면 우도해안길 352,제주특별자치도 제주시 우도면 연평리 2395-3,126.9429312,33.5094818,,,POI01000000ALD37E,삼양동해녀탈의장,0,12,N,11,,3,3,3,
2210130004,b_b005266,9,마마아파트,2022-10-13,2022-10-14,부산 해운대구 좌동순환로 405,부산 해운대구 중동 1521-32,129.1763889,35.16199395,,,POI010000006TBZAF,마마아파트/튼튼영어마스타클럽,1170,21,,,,,,,
2210180008,d_d004201,38,제주국제공항,2022-10-18,2022-10-18,제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769,33.50707896,,,,,120,9,Y,11,,4,4,4,
2209250005,a_a001131,5,영흥도 하늘고래공원전망대,2022-09-25,2022-09-25,,인천 옹진군 영흥면 내리 17-6,126.5009407,37.25921603,,,,,30,1,Y,1,,5,5,5,
2208260003,d_d000239,8,협재포구,2022-08-26,2022-08-26,,제주특별자치도 제주시 한림읍 협재리,126.2427983,33.39890478,,,,,30,9,N,9,,3,2,3,
2210300008,d_d003564,27,제주보건소,2022-10-30,2022-10-31,제주특별자치도 제주시 연삼로 264,제주특별자치도 제주시 도남동 567-1,126.5202727,33.49158015,,,POI010000006VY04Z,제주보건소치매안심센터,270,23,,,,,,,
2209180005,d_d001434,29,제주동문재래시장,2022-09-18,2022-09-18,제주특별자치도 제주시 관덕로14길 20,제주특별자치도 제주시 이도일동 1436-7,126.5260174,33.51158514,,,POI010000006VWNAQ,동문시장고객지원센터,60,4,N,1,,4,4,3,
2208280009,b_b002597,23,멍게하우스,2022-08-28,2022-08-28,경남 통영시 통영해안로 337,경남 통영시 중앙동 54-35,128.4244633,34.84479834,,,POI010000008YVIIX,통영멍게하우스,0,11,N,9,,4,3,4,
2208280004,b_b001421,3,맘스터치 남해창선점,2022-08-28,2022-08-28,경남 남해군 창선면 동부대로 2807-3,경남 남해군 창선면 당항리 328-3,128.0236799,34.90312252,,,,,30,11,N,1,,5,5,5,
2211020004,d_d010661,21,세계조가비박물관,2022-11-02,2022-11-02,제주특별자치도 서귀포시 태평로 284,제주특별자치도 서귀포시 서홍동 557-1,126.5515832,33.24744339,,,POI01000000BG6KR4,세계조가비박물관,60,2,N,1,,5,4,4,
2210140004,d_d005909,7,월정리해수욕장,2022-10-14,2022-10-14,,제주특별자치도 제주시 구좌읍 월정리 33-3,126.7958051,33.55646939,,,,,60,1,N,1,,4,4,4,
2210240004,d_d003557,11,소낭머리,2022-10-24,2022-10-24,,,,,,,,,30,1,Y,4,,2,4,3,50130
2210310004,d_d010562,4,블랙씨걸,2022-10-31,2022-10-31,제주특별자치도 제주시 한림읍 한림서길 22,제주특별자치도 제주시 한림읍 한림리 1479-1,126.2587466,33.40950729,,,,,120,11,N,2,,5,5,5,
2210050009,d_d003329,6,마음에온건입아파트,2022-10-05,2022-10-05,제주특별자치도 제주시 임항로 77,제주특별자치도 제주시 건입동 984-129,126.5324266,33.51741123,,,POI010000006VWNAQ,동문시장고객지원센터,90,22,,,,,,,
2210200001,d_d005156,1,집,2022-10-20,2022-10-20,,,,,,,,,,21,,,,,,,41111
2211050001,d_d009528,16,한담해안산책로,2022-11-05,2022-11-05,,제주특별자치도 제주시 애월읍 곽지리 1359,126.3104683,33.45932345,,,,,60,7,Y,9,,5,5,4,
2210300003,d_d006305,11,집,2022-10-30,2022-10-31,,,,,,5011012200,POI01000000BZ0N2V,미화노형1차아파트,450,21,,,,,,,
2210220002,d_d006267,7,공단해장국 본점,2022-10-22,2022-10-22,제주특별자치도 제주시 복지로 96,제주특별자치도 제주시 도남동 142-1,126.5278274,33.48825163,,,,,30,11,Y,4,,5,5,5,
2211090001,d_d011757,13,멘도롱국수집,2022-11-09,2022-11-09,제주 서귀포시 서문로29번길 21,,,,,,,,30,11,N,6,,5,5,5,50130
2210280006,a_a009577,6,집,2022-10-28,2022-10-29,,,,,,,,,270,21,,,,,,,11305
2209220006,d_d001215,17,메리어트관 제주신화월드호텔앤리조트,2022-09-22,2022-09-23,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,126.3176638,33.30750204,,,,,180,24,Y,7,1,5,5,5,
2210130003,d_d002845,31,집,2022-10-13,2022-10-14,,,,,,,POI01000000BZ26N1,일레인제주리조트,660,21,,,,,,,28245
2208270003,d_d001014,11,계절식탁향토,2022-08-27,2022-08-27,제주특별자치도 제주시 조천읍 조함해안로 510,제주특별자치도 제주시 조천읍 함덕리 1004-41,126.6673674,33.54255527,,,,,90,11,N,2,,5,5,5,
