여행ID,이동수단구분,이용경비구분,이용경비순번,이동수단구분명,소비인원,사업자등록번호,상호명,결제일시,결제방식구분,결제금액,소비내역
d_d010183,9,교통비,0,항공기,1,,,,,114600,비행기표
d_d009215,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,20000,
d_d002109,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/10/05 9:14,1,10000,(왕복)승/대인;입장료/어른
c_c002783,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,112794,
d_d010226,2,렌탈비,14,렌터카(승용/승합/버스 등등),2,,Sk렌트카 제주,,1,45000,렌트비
d_d005004,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,30466,
d_d007431,9,교통비,0,항공기,1,,,,,192800,비행기표
a_a007611,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d002397,4,교통비,16,택시,5,,타다택시,,4,20700,택시비
d_d010533,50,교통비,0,버스 + 지하철,1,,,,,10000,
a_a001606,1,주차비,0,자가용(승용/승합/트럭 등등),1,,,,,4000,
d_d002184,50,교통비,0,버스 + 지하철,3,,,,,3600,
d_d003474,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
a_a006450,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d002575,11,교통비,1,관광버스,3,,,2022/10/08 0:00,1,99000,중문감성투어;제주공항대형주차장
d_d002447,4,교통비,0,택시,3,,,,,23400,
d_d006792,1,주유비,11,자가용(승용/승합/트럭 등등),2,1361662043,태평양주유소,2022/10/24 17:35,1,22500,주유비
d_d000097,50,교통비,0,버스 + 지하철,6,,,,,15000,
d_d010299,14,렌탈비,1,자전거,2,6468600682,(주)하우마을레저,2022/10/31 11:40,1,30000,
d_d002342,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,38000,
d_d001856,4,교통비,1,택시,4,6190921156,개인택시,2022/10/04 14:05,1,14800,택시비
d_d001651,2,렌탈비,0,렌터카(승용/승합/버스 등등),5,,,,,160000,
d_d004873,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,2000,
d_d010870,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,4000,
d_d000379,50,교통비,0,버스 + 지하철,1,,,,,3500,
d_d009039,50,교통비,0,버스 + 지하철,1,,,,,2500,
d_d006944,50,교통비,0,버스 + 지하철,2,,,,,9200,
d_d000956,2,렌탈비,0,렌터카(승용/승합/버스 등등),8,,,,,160000,
c_c002988,1,통행료,0,자가용(승용/승합/트럭 등등),6,,,,,21000,
d_d009621,2,렌탈비,11,렌터카(승용/승합/버스 등등),2,6168156860,(유한)제주현대렌트카,2022/11/02 17:58,1,16000,렌트비
d_d000351,2,주유비,0,렌터카(승용/승합/버스 등등),5,,,,,40000,
d_d011298,9,교통비,0,항공기,2,,,,,326800,비행기표
d_d002026,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,30000,
d_d001834,9,교통비,1,항공기,1,1108114794,(주)대한항공,2022/09/29 0:00,1,22700,비행기표
d_d002447,9,교통비,0,항공기,2,,,,,350000,비행기표
d_d003789,50,교통비,0,버스 + 지하철,1,,,,,2200,
d_d003232,50,교통비,0,버스 + 지하철,1,,,,,30000,
d_d001325,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,30000,
d_d001356,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,70000,
d_d011377,4,교통비,2,택시,1,,,2022/11/04 15:10,1,4000,택시비
d_d003527,1,주차비,0,자가용(승용/승합/트럭 등등),1,,,,,5500,
d_d009090,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,313000,
d_d001540,50,교통비,0,버스 + 지하철,1,,,,,6750,
d_d007770,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,40000,
d_d003715,50,교통비,0,버스 + 지하철,5,,,,,12300,
d_d002808,1,주차비,12,자가용(승용/승합/트럭 등등),2,3018520532,청주공항,2022/10/23 17:28,1,10000,주차비
d_d005116,9,교통비,0,항공기,1,,,,,197000,비행기표
a_a000518,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,40000,
d_d001582,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,30000,
d_d000799,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,25000,
d_d001934,1,주유비,11,자가용(승용/승합/트럭 등등),1,6168214455,한림농협주유소,2022/10/02 9:04,1,30000,주유비
d_d006042,10,교통비,2,배/선박,1,6168145193,우도해운(주),2022/10/23 15:56,1,4500,승선권
b_b006586,1,통행료,0,자가용(승용/승합/트럭 등등),1,,,,,13200,
d_d001035,9,교통비,2,항공기,1,5668801036,(주)네이처모빌리티,2022/09/12 11:10,1,143350,비행기표
d_d001060,9,교통비,0,항공기,2,,,,,255400,비행기표
d_d003169,2,렌탈비,2,렌터카(승용/승합/버스 등등),2,6168190529,주식회사 쏘카,2022/10/11 18:52,1,46670,렌트비
d_d005567,50,교통비,0,버스 + 지하철,2,,,,,6900,
d_d009732,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,1800,
d_d009242,2,렌탈비,1,렌터카(승용/승합/버스 등등),3,,,2022/11/05 0:00,1,35000,렌트비
d_d003704,1,주유비,11,자가용(승용/승합/트럭 등등),4,6161874170,명품주유소,2022/10/21 12:11,1,70000,주유비
d_d011816,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,50000,
d_d001279,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,11000,
d_d000918,50,교통비,0,버스 + 지하철,3,,,,,106800,
d_d011460,4,교통비,0,택시,1,,,,,170000,
d_d003742,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,255960,
d_d001353,9,교통비,1,항공기,1,,,2022/09/01 7:23,1,31700,비행기표
d_d004817,4,교통비,5,택시,2,2883500484,개인택시,2022/10/27 6:42,1,7200,택시비
b_b004253,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
a_a002300,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,3100,
c_c000174,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,100000,
d_d003763,9,교통비,0,항공기,2,,,,,360000,비행기표
d_d007149,50,교통비,0,버스 + 지하철,1,,,,,18250,
d_d009590,2,주차비,0,렌터카(승용/승합/버스 등등),4,,,,,3500,
d_d001639,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,19800,
d_d009833,50,교통비,0,버스 + 지하철,1,,,,,4600,
d_d005917,2,렌탈비,3,렌터카(승용/승합/버스 등등),2,,,2022/10/15 0:00,1,33060,렌트비
d_d007452,1,통행료,0,자가용(승용/승합/트럭 등등),4,,,,,1300,
d_d006321,50,교통비,0,버스 + 지하철,1,,,,,10000,
d_d002426,50,교통비,0,버스 + 지하철,2,,,,,3500,
d_d009107,16,교통비,0,기타,2,,,,,251800,
d_d004153,4,교통비,1,택시,1,,,2022/10/31 16:14,1,9300,택시비
d_d001144,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,56000,
d_d001610,9,교통비,1,항공기,4,8258100091,에어서울,2022/10/04 19:03,1,81300,비행기표
d_d002973,9,교통비,1,항공기,2,1108114794,(주)대한항공,2022/08/09 0:00,1,26000,비행기표
b_b010319,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d002485,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,55000,
d_d002560,9,교통비,11,항공기,1,,트립닷컴,2022/08/22 14:53,1,110100,비행기표
a_a013806,1,주유비,0,자가용(승용/승합/트럭 등등),5,,,,,44000,
a_a007125,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,7000,
d_d001360,50,교통비,0,버스 + 지하철,2,,,,,9400,
d_d001755,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,8000,
d_d002033,1,주차비,0,자가용(승용/승합/트럭 등등),3,,,,,40000,
a_a000394,50,교통비,0,버스 + 지하철,5,,,,,4950,
c_c003189,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,3400,
c_c003698,1,통행료,0,자가용(승용/승합/트럭 등등),5,,,,,15600,
d_d000507,8,교통비,1,새마을/무궁화열차,2,3148210024,한국철도공사,2022/08/16 0:26,1,3700,기차표 어른1매
a_a004407,50,교통비,0,버스 + 지하철,1,,,,,3000,
d_d001275,4,교통비,0,택시,1,,,,,90300,
d_d008211,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,110500,
d_d005005,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,60000,
d_d001432,9,교통비,0,항공기,1,,,,,170700,비행기표
d_d000676,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,10000,
c_c009359,50,교통비,0,버스 + 지하철,2,,,,,7200,
d_d002729,4,교통비,0,택시,1,,,,,47100,
d_d011147,4,교통비,3,택시,4,,,2022/11/06 6:44,1,6400,택시비
d_d008966,2,주차비,0,렌터카(승용/승합/버스 등등),4,,,,,1000,
d_d004100,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,367050,
d_d001427,10,교통비,0,배/선박,2,,,,,20000,
d_d003096,4,교통비,0,택시,1,,,,,21000,
d_d002670,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,24280,
d_d000692,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,10000,
d_d010113,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,40000,
d_d006204,1,주차비,0,자가용(승용/승합/트럭 등등),3,,,,,29800,
d_d002152,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,5000,
c_c002769,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,100000,
d_d005963,4,교통비,4,택시,1,,,2022/10/17 11:25,1,5300,택시비
d_d000429,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,80000,
d_d001994,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,28500,
d_d002930,50,교통비,0,버스 + 지하철,2,,,,,8000,
b_b003984,4,교통비,1,택시,3,,,2022/09/26 13:40,1,8920,택시비
d_d000043,9,교통비,2,항공기,3,1218189086,주식회사 진에어,2022/07/17 19:22,1,290400,비행기표
d_d009068,16,교통비,0,기타,2,,,,,391800,
d_d002476,2,주유비,0,렌터카(승용/승합/버스 등등),5,,,,,40000,
d_d009967,9,교통비,0,항공기,1,,,,,78390,비행기표
d_d003049,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,50000,
d_d001038,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,396500,
b_b009947,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,122000,
a_a003158,10,교통비,1,배/선박,1,1378204361,세종해운(주)월미사업부,2022/10/01 11:37,1,2400,승선권 일반대인
d_d000126,4,교통비,1,택시,1,,,2022/08/09 5:42,1,12500,택시비
b_b001056,10,교통비,2,배/선박,1,1078204813,한국해운조합,2022/08/18 0:00,1,6000,승선권
c_c001916,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,60000,
d_d004872,50,교통비,0,버스 + 지하철,1,,,,,7000,
d_d005540,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,50000,
d_d004834,9,교통비,1,항공기,2,1048117480,아시아나항공㈜,2022/10/14 0:00,1,278800,비행기표
d_d010612,9,교통비,0,항공기,3,,,,,450000,비행기표
d_d003065,4,교통비,0,택시,3,,,,,59400,
b_b010058,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,21100,
c_c006685,10,교통비,11,배/선박,20,6218614983,해마여행,2022/10/21 12:27,1,200000,승선권
d_d000537,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,37000,
d_d003422,1,주차비,11,자가용(승용/승합/트럭 등등),2,6031518190,대한주차장,2022/10/27 0:00,1,12000,주차비
d_d004763,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,15900,
d_d004770,8,교통비,0,새마을/무궁화열차,1,,,,,4500,기차표
d_d000274,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,360600,
d_d004349,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,17000,
b_b003951,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,20000,
d_d004195,9,교통비,2,항공기,2,,,,1,166200,비행기표
d_d000288,4,교통비,0,택시,2,,,,,129700,
c_c002138,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,16600,
d_d009054,2,렌탈비,0,렌터카(승용/승합/버스 등등),3,,,,,120000,
d_d004961,4,교통비,1,택시,2,2773800864,택시,2022/10/17 23:29,1,24360,택시비
d_d009659,50,교통비,0,버스 + 지하철,1,,,,,2000,
d_d004698,50,교통비,0,버스 + 지하철,1,,,,,2500,
d_d007759,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,41400,
d_d000663,9,교통비,0,항공기,2,,,,,226400,비행기표
d_d011469,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,60000,
d_d003364,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,3000,
d_d009245,2,렌탈비,2,렌터카(승용/승합/버스 등등),1,,,2022/11/01 23:30,1,18780,
d_d010177,4,교통비,0,택시,1,,,,,89200,
d_d003156,2,렌탈비,1,렌터카(승용/승합/버스 등등),4,2118841856,주식회사티몬,2022/08/31 0:00,1,167400,렌트비
d_d005935,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,30000,
d_d005563,11,교통비,1,관광버스,1,,,2022/10/12 0:00,1,39800,제주도버스투어 일일투어 뚜벅이...
d_d001473,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,17998,
d_d006731,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,50000,
d_d000496,9,교통비,3,항공기,2,1048117480,아시아나항공㈜,2022/08/16 22:18,3,160000,비행기표
d_d007475,4,교통비,2,택시,1,,,2022/10/23 23:16,1,5400,택시비
d_d001836,9,교통비,11,항공기,1,6168150527,(주)제주항공,2022/10/16 20:23,1,16000,비행기표
d_d000247,50,교통비,0,버스 + 지하철,2,,,,,24800,
d_d002757,9,교통비,1,항공기,6,1048117480,아시아나항공㈜,2022/09/23 21:44,1,249400,비행기표
d_d002969,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,50000,
d_d000538,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,33374,
d_d001944,4,교통비,0,택시,1,,,,,17000,
d_d000849,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,64000,
d_d004589,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,6168531697,(주)제주제일렌트카제주지점,2022/10/13 17:16,1,68000,
d_d003120,50,교통비,0,버스 + 지하철,4,,,,,8000,
b_b002796,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,145340,
d_d004615,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,135000,
d_d002193,1,주차비,0,자가용(승용/승합/트럭 등등),3,,,,,600,
d_d006855,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,2500,
d_d006322,4,교통비,1,택시,2,6162380604,,2022/10/22 22:25,1,5600,택시비
d_d006042,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/10/22 16:58,1,4500,승선권/대인
d_d006711,2,주유비,0,렌터카(승용/승합/버스 등등),5,,,,,90000,
d_d005410,4,교통비,0,택시,2,,,,,6100,
d_d000677,9,교통비,0,항공기,3,,,,,800000,비행기표
d_d002359,50,교통비,0,버스 + 지하철,2,,,,,34000,
c_c008279,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,5000,
d_d003636,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,30000,
d_d002440,9,교통비,0,항공기,2,,,,,425600,
d_d007759,9,교통비,0,항공기,1,,,,,155900,비행기표
d_d001292,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,40000,
d_d004256,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,75000,
d_d001124,9,교통비,1,항공기,4,1018194800,(주)티웨이항공,2022/09/06 0:00,1,214000,비행기표
a_a000220,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d002087,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,,,2022/09/20 0:00,1,265000,렌트비
d_d007572,9,교통비,0,항공기,4,,,,,458000,비행기표
d_d010667,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,10000,
d_d001879,50,교통비,0,버스 + 지하철,1,,,,,9700,
d_d001220,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,40000,
d_d009756,9,교통비,0,항공기,2,,,,,425600,
c_c000599,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,34600,
d_d009418,50,교통비,0,버스 + 지하철,1,,,,,15600,
d_d004834,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,5668801036,(주)네이처모빌리티,2022/10/13 17:24,1,42200,렌트비
c_c002365,10,교통비,11,배/선박,1,4178146353,태평양해운(주),2022/09/24 13:10,1,4100,승선권
c_c002365,10,교통비,1,배/선박,1,4178146353,태평양해운(주),2022/09/24 16:10,1,8200,승선권
d_d000173,2,주유비,0,렌터카(승용/승합/버스 등등),5,,,,,30000,
d_d010030,2,주차비,0,렌터카(승용/승합/버스 등등),3,,,,,5000,
c_c002415,7,교통비,4,KTX/SRT(고속열차),2,3058631590,주식회사 에스알,2022/09/22 22:22,1,19400,기차표
d_d010389,9,교통비,2,항공기,1,1048117480,아시아나항공㈜,2022/11/03 0:00,1,83400,비행기표
c_c005215,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,120000,
d_d009621,9,교통비,3,항공기,2,1218189086,주식회사 진에어,2022/10/17 0:00,1,40400,비행기표
d_d000640,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,22000,
d_d003422,4,교통비,0,택시,2,,,,,4800,
d_d005241,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,30000,
b_b003295,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,39800,
d_d003204,50,교통비,0,버스 + 지하철,1,,,,,7500,
d_d000214,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,70000,
d_d004444,4,교통비,5,택시,2,1048183559,주식회사 티머니,2022/10/15 19:45,1,14400,택시비
d_d001399,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,10000,
d_d002102,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
d_d009727,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,30000,
d_d009379,9,교통비,0,항공기,2,,,,,221600,비행기표
d_d010760,1,주유비,14,자가용(승용/승합/트럭 등등),4,,성산LPG충전소,,1,40000,주유비
c_c003248,8,교통비,0,새마을/무궁화열차,3,,,,,45000,기차표
d_d009208,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,30000,
d_d007396,50,교통비,0,버스 + 지하철,2,,,,,5000,
d_d003277,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,3800,
d_d009800,50,교통비,0,버스 + 지하철,5,,,,,43450,
d_d000072,9,교통비,1,항공기,5,1108114794,(주)대한항공,2022/04/21 11:52,1,994000,비행기표
c_c002074,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,20000,
d_d010849,4,교통비,0,택시,1,,,,,43300,
d_d010335,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,20000,
d_d004052,4,교통비,0,택시,2,,,,,51600,
d_d002940,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,49307,
d_d000364,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,31000,
d_d003557,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,33430,
d_d001638,9,교통비,1,항공기,3,1218189086,주식회사 진에어,2022/09/11 0:00,1,154900,비행기표
d_d000916,9,교통비,0,항공기,1,,,,,166400,
d_d007632,14,렌탈비,0,자전거,2,,,,,33250,
c_c000385,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,33500,
d_d000116,9,교통비,0,항공기,1,,,,,128000,비행기표
d_d004964,1,주차비,16,자가용(승용/승합/트럭 등등),1,,동문공설시장공영주차장,,1,1500,주차비
d_d001278,50,교통비,0,버스 + 지하철,3,,,,,10800,
d_d002192,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/10/06 9:21,1,10000,(왕복)승/대인;입장료/어른
d_d000825,50,교통비,0,버스 + 지하철,1,,,,,7200,
d_d000160,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,3000,
d_d010245,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,222200,
d_d001727,10,교통비,1,배/선박,2,6168145193,우도해운(주),2022/10/30 11:52,1,20000,승선권/대인;입장료/어른
d_d003932,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,20000,
d_d002269,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,100000,
d_d001800,2,주차비,0,렌터카(승용/승합/버스 등등),4,,,,,10000,
d_d007155,50,교통비,0,버스 + 지하철,1,,,,,20700,
d_d001402,10,교통비,1,배/선박,2,1078204813,한국해운조합,2022/09/21 0:00,1,24600,승선권
d_d002446,10,교통비,1,배/선박,3,1078204813,한국해운조합,2022/10/08 0:00,1,42300,승선권
d_d002406,4,교통비,2,택시,1,6160825758,택시,2022/10/01 9:08,1,5600,택시비
d_d000451,10,교통비,11,배/선박,5,1078204813,한국해운조합,2022/08/21 0:00,1,95000,승선비
c_c001508,1,통행료,0,자가용(승용/승합/트럭 등등),6,,,,,34700,
d_d004914,1,주유비,11,자가용(승용/승합/트럭 등등),2,6160586318,칠십리주유소,2022/10/24 19:41,1,20000,주유비
d_d010557,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,56000,
d_d006167,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/10/16 7:05,1,17700,승선권
d_d004874,1,주차비,0,자가용(승용/승합/트럭 등등),3,,,,,2000,
d_d004661,2,렌탈비,2,렌터카(승용/승합/버스 등등),4,7398800561,디아이브이,2022/09/25 19:19,1,144000,셀토스2019-휘발유
d_d002818,4,교통비,1,택시,1,6168108392,(주)안덕택시,2022/10/26 14:44,1,10000,택시비
d_d000214,4,교통비,0,택시,1,,,,,10000,
a_a009577,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,25000,
d_d003454,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,18000,
a_a002062,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,6600,
d_d001482,10,교통비,1,배/선박,2,3798501218,(주)에이치해운,2022/09/30 6:48,3,126800,승선권 2인
d_d002785,50,교통비,0,버스 + 지하철,1,,,,,5000,
d_d002325,9,교통비,0,항공기,8,,,,,1050300,비행기표
d_d002562,50,교통비,0,버스 + 지하철,1,,,,,3150,
b_b001584,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,19800,
d_d006714,50,교통비,0,버스 + 지하철,1,,,,,2700,
d_d005495,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
d_d009342,2,렌탈비,13,렌터카(승용/승합/버스 등등),1,,패밀리렌트카,,1,49720,렌트비
d_d000820,2,렌탈비,11,렌터카(승용/승합/버스 등등),3,,파리바게뜨 제주국제공항 렌트카하우스점,,1,42000,렌트비
d_d005514,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,40000,
d_d002029,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,50000,
d_d002311,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,220000,
d_d000669,2,주차비,0,렌터카(승용/승합/버스 등등),4,,,,,8500,
b_b008495,50,교통비,0,버스 + 지하철,2,,,,,35000,
d_d003047,1,주유비,13,자가용(승용/승합/트럭 등등),2,6168520322,삼화석유(주)천마주유,2022/10/07 12:15,1,30000,주유비
d_d009380,4,교통비,2,택시,2,6160617119,개인택시,2022/10/30 14:02,1,6300,택시비
d_d001893,3,주차비,0,캠핑카(자차 및 렌탈),2,,,,,2000,
d_d003889,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,20000,
d_d005029,2,주유비,1,렌터카(승용/승합/버스 등등),3,4080730667,효천주유소,2022/10/18 12:02,1,50000,주유비
d_d002450,9,교통비,0,항공기,2,,,,,510000,비행기표
d_d006139,50,교통비,0,버스 + 지하철,1,,,,,12550,
d_d006743,2,렌탈비,1,렌터카(승용/승합/버스 등등),3,1138132864,에이제이렌터카㈜,2022/10/22 16:00,1,120000,렌트비
d_d007445,50,교통비,0,버스 + 지하철,1,,,,,12000,
d_d002310,1,주차비,0,자가용(승용/승합/트럭 등등),3,,,,,33200,
d_d000591,4,교통비,0,택시,4,,,,,16700,
d_d002036,9,교통비,1,항공기,2,6168150527,(주)제주항공,2022/10/23 18:40,3,126600,비행기표
d_d011481,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,1508700854,주식회사제주원렌트카,2022/11/04 14:31,1,55100,렌트비
d_d012301,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
d_d009788,4,교통비,3,택시,2,,,2022/10/31 16:00,1,29720,택시비
d_d001511,9,교통비,0,항공기,1,,,,,92800,비행기표
d_d012285,50,교통비,0,버스 + 지하철,1,,,,,6600,
d_d000430,7,교통비,1,KTX/SRT(고속열차),1,3148210024,한국철도공사,2022/08/22 18:38,3,23700,기차표 
d_d004726,1,주차비,0,자가용(승용/승합/트럭 등등),1,,,,,9000,
d_d000871,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,34000,
d_d009919,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,3000,
d_d000770,9,교통비,2,항공기,1,,,2022/08/30 0:00,1,42530,비행기표
d_d000689,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,59000,
d_d004367,50,교통비,0,버스 + 지하철,1,,,,,13800,
d_d004458,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,8000,
d_d000669,9,교통비,0,항공기,4,,,,,707600,비행기표
d_d001057,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,9000,
d_d002304,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,7398800561,디아이브이,2022/09/27 13:20,1,73800,(라인렌트카)고급자차;(라인렌트카)아반떼CN7 2022+완전자차-휘발유
d_d006659,2,렌탈비,1,렌터카(승용/승합/버스 등등),4,6168164109,주식회사아리랑,2022/10/27 11:41,1,22000,
d_d000143,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,200100,
d_d000806,10,교통비,1,배/선박,2,6168145193,우도해운(주),2022/09/07 11:52,1,20000,(왕복)승/대인;입장료/어른
d_d003519,1,주유비,11,자가용(승용/승합/트럭 등등),1,6168505471,법환주유소,2022/10/21 17:57,1,20000,주유비
d_d000849,2,주차비,0,렌터카(승용/승합/버스 등등),3,,,,,5000,
d_d001413,1,주차비,0,자가용(승용/승합/트럭 등등),3,,,,,15000,
d_d005291,2,렌탈비,12,렌터카(승용/승합/버스 등등),5,,특별한렌트카,,1,270000,렌트비
d_d002237,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,3000,
d_d003791,50,교통비,0,버스 + 지하철,1,,,,,17000,
d_d010348,4,교통비,1,택시,1,,,2022/11/02 10:09,1,14100,택시비
d_d005249,1,주차비,0,자가용(승용/승합/트럭 등등),1,,,,,1000,
d_d006335,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
d_d001657,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,1138132864,에이제이렌터카㈜,2022/08/25 21:08,1,20000,렌트카예약
d_d001554,9,교통비,0,항공기,1,,,,,227860,비행기표
d_d004496,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,2500,
a_a000333,1,통행료,0,자가용(승용/승합/트럭 등등),5,,,,,9300,
d_d002757,9,교통비,2,항공기,6,,,2022/10/09 11:40,1,133020,비행기표
