여행ID,이동수단구분,이용경비구분,이용경비순번,이동수단구분명,소비인원,사업자등록번호,상호명,결제일시,결제방식구분,결제금액,소비내역
d_d000173,1,주유비,0,자가용(승용/승합/트럭 등등),5,,,,,10000,
d_d000142,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,167500,
d_d001585,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,70000,
d_d010230,2,주차비,0,렌터카(승용/승합/버스 등등),1,,,,,3000,
d_d001585,50,교통비,0,버스 + 지하철,1,,,,,6000,
d_d004945,9,교통비,0,항공기,2,,,,,378800,비행기표
d_d000721,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
d_d006215,2,주유비,3,렌터카(승용/승합/버스 등등),4,4558601445,광동,2022/10/15 16:10,1,30000,주유비
d_d000134,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,623200,
b_b003123,1,주차비,11,자가용(승용/승합/트럭 등등),2,6128204635,국립공원관리공단,2022/08/31 19:19,1,1100,주차비
d_d009419,1,주유비,11,자가용(승용/승합/트럭 등등),1,5140983255,구좌주유소,2022/11/02 18:36,1,10000,주유비
d_d002284,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,24735,
d_d002687,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,50000,
d_d001455,9,교통비,4,항공기,2,1108114794,(주)대한항공,2022/09/11 0:00,1,139700,비행기표
d_d009697,4,교통비,0,택시,2,,,,,9200,
d_d001027,2,렌탈비,11,렌터카(승용/승합/버스 등등),2,8738700980,(주)제주로렌트카,2022/08/31 13:30,1,40000,렌트비
d_d002560,1,주차비,12,자가용(승용/승합/트럭 등등),2,6168304217,성산리사무소,2022/10/21 17:38,1,2000,주차비
d_d007391,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,5355,
d_d010211,50,교통비,0,버스 + 지하철,2,,,,,6000,
d_d007391,10,교통비,0,배/선박,1,,,,,10000,
d_d002256,1,주차비,14,자가용(승용/승합/트럭 등등),2,7698800261,주식회사 본태인터네셔널,,1,3000,주차비
d_d010606,1,통행료,0,자가용(승용/승합/트럭 등등),1,,,,,5500,
d_d008119,1,주유비,11,자가용(승용/승합/트럭 등등),1,6168510412,도두SELF주유소,2022/10/30 12:15,1,50000,주유비
d_d006933,1,주유비,11,자가용(승용/승합/트럭 등등),2,6162783351,삼다주유소,2022/10/29 11:25,1,30000,주유비
d_d000101,50,교통비,0,버스 + 지하철,2,,,,,6200,
d_d004040,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,5668801036,(주)네이처모빌리티,2022/10/14 1:31,1,86000,렌트비
d_d004845,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,40000,
d_d000968,9,교통비,1,항공기,4,6168150527,(주)제주항공,2022/06/08 23:47,1,675000,비행기표
d_d001370,7,교통비,0,KTX/SRT(고속열차),2,,,,,16800,기차표
a_a002392,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,40000,
d_d003795,2,렌탈비,12,렌터카(승용/승합/버스 등등),5,,제주다움렌트카,,5,135000,렌트비
d_d002080,4,교통비,4,택시,2,,,2022/10/03 20:29,1,10500,택시비
d_d000371,50,교통비,0,버스 + 지하철,1,,,,,5000,
d_d004709,50,교통비,0,버스 + 지하철,1,,,,,3000,
a_a002172,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,90000,
d_d007907,2,렌탈비,0,렌터카(승용/승합/버스 등등),1,,,,,160000,
d_d000663,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,201400,
b_b015453,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,4000,
d_d002565,4,교통비,2,택시,2,6161458624,개인택시,2022/10/29 17:55,1,5600,택시비
d_d000143,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,71000,
d_d006228,50,교통비,0,버스 + 지하철,1,,,,,17600,
d_d007489,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,33390,
d_d000654,9,교통비,0,항공기,1,,,,,45400,비행기표
a_a000095,1,통행료,0,자가용(승용/승합/트럭 등등),5,,,,,18400,
d_d006734,4,교통비,0,택시,3,,,,,22700,
d_d002531,9,교통비,0,항공기,2,,,,,75330,비행기표
c_c000121,10,교통비,12,배/선박,2,1078204813,한국해운조합,2022/08/19 0:00,1,8700,승선비(어른)
d_d009903,9,교통비,0,항공기,2,,,,,236000,비행기표
d_d001220,2,렌탈비,0,렌터카(승용/승합/버스 등등),3,,,,,170685,
d_d002703,4,교통비,0,택시,2,,,,,44000,
d_d007782,9,교통비,2,항공기,2,1218189086,주식회사 진에어,2022/10/28 12:00,1,266800,비행기표
d_d007518,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,2000,
d_d009574,4,교통비,0,택시,2,,,,,12000,
d_d009158,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,50000,
d_d000158,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,50000,
d_d006189,10,교통비,0,배/선박,1,,,,,10000,
d_d010347,4,교통비,1,택시,1,1048183559,주식회사 티머니,2022/10/31 15:37,1,11600,택시비
d_d000559,1,주차비,11,자가용(승용/승합/트럭 등등),2,7325400610,주상절리주차장,2022/08/21 0:00,1,2000,주차비
d_d002631,2,렌탈비,2,렌터카(승용/승합/버스 등등),3,6168190529,주식회사 쏘카,2022/10/21 0:00,3,72340,렌트비
d_d006734,50,교통비,0,버스 + 지하철,1,,,,,8750,
d_d004529,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/10/20 9:01,1,10000,승선권
d_d009886,10,교통비,11,배/선박,2,6168156045,(주)아름다운섬나라,2022/10/20 0:00,1,28200,승선권
d_d000547,50,교통비,0,버스 + 지하철,1,,,,,15000,
b_b004490,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,6168190529,주식회사 쏘카,2022/10/01 0:00,1,290970,렌터카비
d_d006189,9,교통비,0,항공기,1,,,,,45400,비행기표
d_d004968,2,렌탈비,3,렌터카(승용/승합/버스 등등),1,1048658491,(주)그린카,2022/10/09 15:42,1,97320,렌트비
d_d000870,2,주유비,0,렌터카(승용/승합/버스 등등),3,,,,,53000,
d_d007859,2,렌탈비,2,렌터카(승용/승합/버스 등등),2,2208791595,(주)그린카,,1,241030,렌트비
d_d002757,2,렌탈비,3,렌터카(승용/승합/버스 등등),6,,,2022/10/07 14:30,1,108614,렌트비
d_d009265,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,75000,
c_c003767,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,50400,
d_d005254,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,50000,
d_d000670,9,교통비,1,항공기,1,,,2022/08/22 8:56,1,71000,비행기표
d_d011394,2,주차비,0,렌터카(승용/승합/버스 등등),3,,,,,500,
a_a001232,4,교통비,0,택시,1,,,,,23000,
d_d003991,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/10/23 16:58,1,9000,승선권/대인
d_d010667,2,렌탈비,2,렌터카(승용/승합/버스 등등),2,6168617974,에이스렌트카(주),2022/10/30 16:19,1,40000,렌트비
d_d009283,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,30000,
d_d006170,10,교통비,1,배/선박,2,6168145193,우도해운(주),2022/10/31 13:11,1,20000,(왕복)승/대인;입장료/어른 
d_d009311,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,40000,
d_d000241,4,교통비,0,택시,2,,,,,16000,
c_c003313,4,교통비,2,택시,2,4178102239,(유)서광교통,2022/10/15 16:24,1,6100,택시비
c_c004822,7,교통비,1,KTX/SRT(고속열차),2,3058631590,주식회사 에스알,2022/10/10 0:00,1,45600,기차표
d_d003951,4,교통비,3,택시,1,6168102082,(주)남양교통,2022/10/28 19:41,1,13400,택시비
d_d001881,4,교통비,0,택시,1,,,,,13000,
d_d006923,2,렌탈비,11,렌터카(승용/승합/버스 등등),3,2208155597,(주)케이지이니시스,2022/09/18 15:05,1,138049,렌트비
d_d002148,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,,,2022/09/28 2:19,3,19900,렌트비 
d_d000345,9,교통비,0,항공기,2,,,,,160000,비행기표
d_d005261,50,교통비,0,버스 + 지하철,2,,,,,14400,
d_d002416,11,교통비,0,관광버스,1,,,,,30000,
d_d001737,2,주유비,2,렌터카(승용/승합/버스 등등),2,6160996788,평대주유소,2022/09/29 16:21,1,15000,주유비
d_d004842,4,교통비,2,택시,2,,,2022/10/09 5:16,1,26400,택시비
d_d004753,14,렌탈비,0,자전거,1,,,,,35000,
d_d010560,9,교통비,1,항공기,3,8258100091,에어서울,2022/11/02 14:30,1,228900,비행기표
d_d007852,50,교통비,0,버스 + 지하철,1,,,,,6000,
d_d000188,4,교통비,0,택시,4,,,,,94000,
d_d000554,1,주유비,11,자가용(승용/승합/트럭 등등),3,6162486944,환영주유소,2022/09/09 12:23,1,104000,주유비
d_d000430,9,교통비,12,항공기,2,,티웨이항공,2022/08/22 0:00,1,157400,비행기표
b_b004150,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,34287,
d_d007400,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,4500,
d_d001811,9,교통비,0,항공기,2,,,,,424000,비행기표
b_b001152,4,교통비,0,택시,2,,,,,21700,
c_c003035,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,80000,
d_d004503,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
b_b001937,10,교통비,3,배/선박,1,2268529227,씨스포빌(주),2022/08/19 14:00,1,60000,승선권
d_d000547,9,교통비,0,항공기,1,,,,,178600,비행기표
d_d004444,4,교통비,3,택시,2,1298638970,(주)이비카드,2022/10/14 20:31,1,3300,택시비
d_d002094,50,교통비,0,버스 + 지하철,1,,,,,2600,
d_d002408,2,주유비,0,렌터카(승용/승합/버스 등등),6,,,,,30000,
d_d001818,2,렌탈비,2,렌터카(승용/승합/버스 등등),7,,,,1,84998,
d_d007453,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/11/01 16:02,1,9000,승선권/대인
d_d003534,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,9800,
d_d000248,1,주차비,11,자가용(승용/승합/트럭 등등),4,6168300278,제주시청,2022/08/20 12:43,1,1500,주차비
d_d000487,50,교통비,0,버스 + 지하철,2,,,,,24800,
d_d003675,1,주유비,0,자가용(승용/승합/트럭 등등),5,,,,,50000,
b_b004441,50,교통비,0,버스 + 지하철,1,,,,,86800,
d_d000012,10,교통비,2,배/선박,2,6168145193,우도해운(주),2022/08/19 13:35,1,11000,승선권/대인;입장료/어른
d_d003330,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d003131,50,교통비,0,버스 + 지하철,2,,,,,19800,
d_d004124,9,교통비,0,항공기,2,,,,,425600,
d_d001855,9,교통비,0,항공기,2,,,,,369400,비행기표
d_d002670,1,주차비,0,자가용(승용/승합/트럭 등등),1,,,,,4000,
d_d000515,50,교통비,0,버스 + 지하철,2,,,,,11700,
d_d011394,2,렌탈비,1,렌터카(승용/승합/버스 등등),3,2118841856,주식회사티몬,2022/10/26 0:00,1,85140,"[가을여행왔추] 친절한 라인렌트카, 단독 1만원 할인, 티몬 NO.1 최신연식 풀옵션,고급자차포함가,최상위 고객만족도(구매 4"
d_d001379,4,교통비,0,택시,2,,,,,223240,
d_d006855,10,교통비,2,배/선박,2,6168145193,우도해운(주),2022/10/29 14:23,1,22200,승선권/대인;승선권/대형
b_b001806,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,33600,
d_d001448,2,주유비,0,렌터카(승용/승합/버스 등등),6,,,,,50000,
d_d002157,9,교통비,0,항공기,4,,,,,824000,비행기표
a_a006450,9,교통비,1,항공기,1,,,,,106400,
d_d005563,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,29990,
d_d004426,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,15000,
d_d000766,10,교통비,2,배/선박,2,1078204813,한국해운조합,2022/09/02 0:00,1,28800,승선권
d_d002667,9,교통비,0,항공기,1,,,,,18000,비행기표
d_d002165,9,교통비,0,항공기,3,,,,,501800,비행기표
a_a003210,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,6400,
d_d001502,2,렌탈비,0,렌터카(승용/승합/버스 등등),10,,,,,270000,
d_d001544,4,교통비,1,택시,4,,,2022/10/03 9:07,1,3800,택시비
d_d001605,9,교통비,0,항공기,1,,,,,262800,비행기표
d_d007009,2,렌탈비,1,렌터카(승용/승합/버스 등등),4,2118841856,주식회사티몬,2022/08/19 10:04,1,218980,
d_d000631,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,267230,
d_d005344,14,렌탈비,1,자전거,2,2105017952,우도고고씽,2022/10/12 15:00,1,25000,
d_d000955,16,교통비,0,기타,4,,,,,31700,
d_d002572,50,교통비,0,버스 + 지하철,1,,,,,3400,
a_a002343,50,교통비,0,버스 + 지하철,1,,,,,3000,
d_d012422,1,주유비,11,자가용(승용/승합/트럭 등등),1,6162317192,도련주유소,2022/11/13 20:25,1,30000,주유비
d_d005052,10,교통비,2,배/선박,2,5068103426,(주)대아고속해운,2022/10/20 15:20,1,127000,승선권
d_d006764,4,교통비,1,택시,1,,,2022/10/23 5:35,1,3800,택시비
d_d003886,4,교통비,1,택시,1,6162137078,개인택시,2022/10/22 10:38,1,4100,택시비
d_d010575,50,교통비,0,버스 + 지하철,3,,,,,11100,
d_d011694,4,교통비,0,택시,1,,,,,40000,
b_b000462,4,교통비,3,택시,2,6138100557,(자)신흥택시,2022/08/11 17:08,1,6700,택시비
d_d004976,2,주유비,0,렌터카(승용/승합/버스 등등),5,,,,,80000,
d_d000281,2,렌탈비,1,렌터카(승용/승합/버스 등등),4,,,2022/08/19 12:30,1,180720,단기렌트
d_d004615,2,주유비,0,렌터카(승용/승합/버스 등등),1,,,,,7000,
d_d004453,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,35000,
d_d004588,1,주유비,12,자가용(승용/승합/트럭 등등),4,4101981269,행복주유소,2022/10/10 18:27,1,50000,주유비
d_d001386,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,120000,
d_d002490,50,교통비,0,버스 + 지하철,3,,,,,25050,
c_c003313,4,교통비,11,택시,2,4178101114,(유)호남교통,2022/10/16 18:54,1,4000,택시비
d_d006952,2,렌탈비,1,렌터카(승용/승합/버스 등등),3,,,2022/10/16 15:49,1,41880,
d_d001243,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,,,2022/09/07 18:12,1,63250,차량대여료
d_d011394,9,교통비,4,항공기,3,1108114794,(주)대한항공,2022/10/15 0:00,1,19400,비행기표
d_d000396,9,교통비,0,항공기,1,,,,,172400,
d_d001574,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,30000,
d_d000866,4,교통비,2,택시,4,1011612741,개인택시,2022/08/20 13:53,1,5200,택시비
d_d005446,10,교통비,1,배/선박,2,4118120146,씨월드고속훼리(주),2022/10/17 16:04,1,201340,승선권
a_a015309,1,주차비,0,자가용(승용/승합/트럭 등등),5,,,,,5000,
d_d001048,9,교통비,0,항공기,1,,,,,212800,
d_d007489,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,200000,
d_d009214,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,160000,
b_b002235,50,교통비,0,버스 + 지하철,2,,,,,2600,
d_d004888,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,12000,
d_d000234,50,교통비,0,버스 + 지하철,2,,,,,32000,
d_d002972,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,400,
d_d009677,50,교통비,0,버스 + 지하철,1,,,,,10000,
d_d009903,10,교통비,1,배/선박,2,6168145193,우도해운(주),2022/11/02 12:51,1,45000,(왕복)승/대인;(왕복)승/중/소형;입장료/어른;입장료/차량C
d_d006717,50,교통비,0,버스 + 지하철,2,,,,,2400,
a_a004162,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,70000,
a_a001255,9,교통비,1,항공기,1,,,,,106400,
d_d001091,9,교통비,3,항공기,2,1048117480,아시아나항공㈜,2022/07/07 19:41,1,155600,비행기표
d_d002513,9,교통비,1,항공기,1,5248601528,네이버파이낸셜 주식회사,2022/10/04 23:18,1,65400,비행기표
d_d000130,9,교통비,0,항공기,4,,,,,950000,비행기표
d_d002311,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,40000,
d_d002304,50,교통비,0,버스 + 지하철,1,,,,,2800,
d_d002575,4,교통비,2,택시,3,,,2022/10/23 8:30,1,5700,택시비
a_a002402,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,14100,
c_c004635,1,통행료,0,자가용(승용/승합/트럭 등등),4,,,,,16000,
d_d011349,2,주차비,0,렌터카(승용/승합/버스 등등),4,,,,,11500,
d_d002495,2,주유비,0,렌터카(승용/승합/버스 등등),8,,,,,76000,
d_d002545,9,교통비,0,항공기,2,,,,,314000,비행기표
d_d006245,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,31773,
d_d002630,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,25200,
d_d010606,2,렌탈비,1,렌터카(승용/승합/버스 등등),1,2868800238,(주)팀오투,2022/11/04 16:00,1,15750,렌트비
b_b004963,10,교통비,0,배/선박,4,,,,,66500,
b_b004963,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,650,
d_d000035,1,주유비,11,자가용(승용/승합/트럭 등등),2,6160766349,우수주유소,2022/08/06 11:09,1,50000,주유비
a_a006382,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,20000,
d_d000797,1,주차비,0,자가용(승용/승합/트럭 등등),4,,,,,40000,
d_d010490,1,주차비,11,자가용(승용/승합/트럭 등등),4,6168300278,제주시청,2022/11/01 12:30,1,1500,주차비
d_d003166,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,85000,
d_d007728,16,교통비,0,기타,1,,,,,10000,
a_a004595,2,렌탈비,0,렌터카(승용/승합/버스 등등),3,,,,,69060,
d_d006300,9,교통비,1,항공기,2,6058184518,에어부산 주식회사,2022/10/10 0:00,1,185000,비행기표
d_d002844,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,8000,
d_d001580,16,교통비,0,기타,1,,,,,40000,
d_d009315,1,주유비,12,자가용(승용/승합/트럭 등등),9,6161253488,내고향주유소,2022/10/30 10:45,1,50000,주유비
d_d009882,9,교통비,0,항공기,1,,,,,72300,비행기표
d_d004384,4,교통비,1,택시,2,6161529029,개인택시,2022/10/12 16:25,1,7300,택시비
d_d010075,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,1058776000,주식회사캐플릭스,2022/10/09 0:00,1,60000,렌트비
d_d010685,9,교통비,2,항공기,2,,,2022/11/05 20:35,1,131200,비행기표
d_d004285,50,교통비,0,버스 + 지하철,1,,,,,120000,
d_d001345,9,교통비,2,항공기,2,6168150527,(주)제주항공,2022/08/14 0:00,1,169800,비행기표
a_a004560,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,2500,
d_d000196,4,교통비,2,택시,1,6168102758,대안택시(주),2022/08/23 17:59,1,46840,택시비
d_d000190,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,56000,
d_d004523,1,주유비,0,자가용(승용/승합/트럭 등등),5,,,,,15000,
d_d002318,2,렌탈비,1,렌터카(승용/승합/버스 등등),2,,,,,0,
a_a015790,50,교통비,0,버스 + 지하철,1,,,,,8900,
d_d005437,50,교통비,0,버스 + 지하철,2,,,,,2300,
d_d009158,1,주차비,14,자가용(승용/승합/트럭 등등),4,6168300278,제주시청,2022/10/29 20:25,1,1000,주차비
c_c004805,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,30000,
d_d009342,1,주유비,14,자가용(승용/승합/트럭 등등),1,,전기차 충전,,1,2879,주유비
d_d007799,1,통행료,0,자가용(승용/승합/트럭 등등),9,,,,,8800,
d_d005087,1,통행료,0,자가용(승용/승합/트럭 등등),2,,,,,8600,
c_c000852,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,30000,
d_d002537,9,교통비,0,항공기,2,,,,,250000,비행기표
d_d001892,9,교통비,0,항공기,4,,,,,884000,비행기표
d_d000998,9,교통비,2,항공기,2,1018194800,(주)티웨이항공,2022/08/08 0:00,1,147600,비행기표
b_b002249,1,통행료,0,자가용(승용/승합/트럭 등등),5,,,,,16500,
d_d002408,1,주유비,0,자가용(승용/승합/트럭 등등),3,,,,,50000,
d_d003472,4,교통비,1,택시,4,,,2022/10/28 17:34,1,6800,택시비
d_d002160,9,교통비,4,항공기,1,,,2022/09/24 0:00,1,97400,비행기표
d_d001361,50,교통비,0,버스 + 지하철,2,,,,,14800,
d_d002251,4,교통비,2,택시,1,,,2022/10/04 6:21,1,5000,택시비
d_d004459,50,교통비,0,버스 + 지하철,1,,,,,17000,
d_d001590,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,1500,
d_d002554,9,교통비,0,항공기,2,,,,,417400,비행기표
c_c002604,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,100000,
d_d009126,9,교통비,0,항공기,2,,,,,276800,비행기표
d_d002835,9,교통비,2,항공기,1,6168150527,(주)제주항공,2022/09/24 0:00,1,52600,비행기표
d_d001508,9,교통비,2,항공기,3,1108133092,내일투어,2022/08/18 0:00,1,377700,비행기표
d_d009480,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,3000,
d_d000724,4,교통비,0,택시,4,,,,,4000,
d_d010383,9,교통비,0,항공기,2,,,,,150340,비행기표
d_d007009,2,주차비,0,렌터카(승용/승합/버스 등등),4,,,,,3000,
d_d006732,9,교통비,3,항공기,4,1218189086,주식회사 진에어,2022/10/21 0:00,1,284300,비행기표
d_d007489,1,주차비,14,자가용(승용/승합/트럭 등등),4,2068204293,서울특별시시설관리공단,2022/11/01 13:32,1,26000,주차비
b_b003777,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,60000,
d_d002120,9,교통비,3,항공기,1,8258100091,에어서울,2022/09/27 12:35,1,129700,비행기표
d_d001591,2,렌탈비,0,렌터카(승용/승합/버스 등등),6,,,,,123000,
d_d005963,4,교통비,2,택시,1,6161968277,개인택시,2022/10/16 14:56,1,12500,택시비
c_c002328,50,교통비,0,버스 + 지하철,1,,,,,8200,
d_d000524,2,주유비,0,렌터카(승용/승합/버스 등등),2,,,,,50000,
a_a007277,1,주차비,12,자가용(승용/승합/트럭 등등),2,,전등사주차장,,1,2000,주차비
d_d003359,4,교통비,2,택시,1,6168104019,(주)하이제주,2022/10/19 7:38,1,11600,택시비
d_d000012,9,교통비,1,항공기,2,1018194800,(주)티웨이항공,2022/07/11 23:05,1,157400,비행기표 성인
d_d003287,1,주유비,12,자가용(승용/승합/트럭 등등),1,6162209813,우리주유소,2022/10/22 13:00,1,4000,주유비
d_d004065,9,교통비,11,항공기,3,1218189086,주식회사 진에어,2022/10/15 10:35,,0,비행기표
d_d001499,10,교통비,1,배/선박,2,6168145193,우도해운(주),2022/09/22 10:55,1,20000,(왕복)승/대인;입장료/어른
d_d003291,9,교통비,0,항공기,1,,,,,130400,비행기표
a_a002792,1,주차비,0,자가용(승용/승합/트럭 등등),2,,,,,400,
d_d005052,7,교통비,2,KTX/SRT(고속열차),2,3148210024,한국철도공사,2022/10/20 12:09,1,70000,기차표
d_d007753,2,렌탈비,4,렌터카(승용/승합/버스 등등),2,6458800285,주식회사로그인렌트카,2022/10/30 18:58,1,45000,렌트비
d_d000683,9,교통비,0,항공기,2,,,,,237500,비행기표
d_d001126,4,교통비,1,택시,1,,,2022/09/11 14:34,1,16700,택시비
d_d009259,2,주유비,0,렌터카(승용/승합/버스 등등),4,,,,,44000,
d_d010685,1,주차비,12,자가용(승용/승합/트럭 등등),2,6168304217,성산리사무소,2022/11/05 16:25,1,8000,주차비
d_d000540,50,교통비,0,버스 + 지하철,2,,,,,30000,
d_d001699,9,교통비,0,항공기,1,,,,,111300,비행기표
d_d000595,9,교통비,2,항공기,2,,,,1,142660,비행기표
d_d002239,4,교통비,4,택시,1,,,2022/10/04 16:50,1,17100,택시비
d_d001658,10,교통비,1,배/선박,3,1908100734,현성엠씨티,2022/09/22 0:00,1,89400,승선권
d_d004124,4,교통비,3,택시,2,,,2022/10/08 11:40,1,15400,택시비
d_d003566,1,주유비,12,자가용(승용/승합/트럭 등등),2,1508601763,(주)굿모닝제이케이,2022/10/24 19:28,1,20000,주유비
d_d000922,1,주유비,0,자가용(승용/승합/트럭 등등),5,,,,,50000,
d_d002446,2,렌탈비,1,렌터카(승용/승합/버스 등등),3,,,,1,405920,렌터카비
b_b002997,1,통행료,0,자가용(승용/승합/트럭 등등),1,,,,,45600,
b_b003123,1,주차비,12,자가용(승용/승합/트럭 등등),2,1018651015,파킹클라우드(주),2022/09/01 11:13,1,1300,주차비
d_d003564,50,교통비,0,버스 + 지하철,1,,,,,6400,
d_d006393,2,주유비,3,렌터카(승용/승합/버스 등등),2,6781800017,안덕하나주유소,2022/10/25 16:02,1,30000,주유비
d_d007611,9,교통비,0,항공기,2,,,,,501000,비행기표
d_d000431,2,주차비,0,렌터카(승용/승합/버스 등등),6,,,,,3000,
d_d002221,9,교통비,1,항공기,2,1018194800,(주)티웨이항공,2022/09/15 22:39,1,118720,비행기표
d_d012348,1,주유비,0,자가용(승용/승합/트럭 등등),1,,,,,30000,
d_d003374,50,교통비,0,버스 + 지하철,1,,,,,7100,
d_d001372,9,교통비,0,항공기,2,,,,,166560,비행기표
a_a005055,1,주차비,0,자가용(승용/승합/트럭 등등),3,,,,,2000,
d_d002554,2,렌탈비,12,렌터카(승용/승합/버스 등등),2,,제주공항렌트카,2022/10/21 10:00,1,128700,렌트비
d_d001312,10,교통비,1,배/선박,1,4208701280,욕지해운(주),2022/09/28 12:20,3,29600,승선권
d_d002973,4,교통비,1,택시,2,,,2022/10/10 9:22,1,15400,택시비
d_d001731,2,렌탈비,0,렌터카(승용/승합/버스 등등),3,,,,,20000,
d_d000251,2,주차비,0,렌터카(승용/승합/버스 등등),2,,,,,10000,
b_b005014,1,통행료,0,자가용(승용/승합/트럭 등등),3,,,,,33400,
d_d005999,2,렌탈비,12,렌터카(승용/승합/버스 등등),4,6168101496,제주렌트카주식회사,2022/10/20 16:33,1,60400,렌트비
d_d009302,4,교통비,0,택시,4,,,,,25000,
d_d008211,9,교통비,0,항공기,2,,,,,222220,비행기표
d_d001521,4,교통비,0,택시,3,,,,,12000,
d_d001894,50,교통비,0,버스 + 지하철,2,,,,,9200,
d_d002906,1,주유비,0,자가용(승용/승합/트럭 등등),9,,,,,150000,
d_d007548,9,교통비,0,항공기,1,,,,,201800,비행기표
d_d002055,9,교통비,0,항공기,2,,,,,217240,비행기표
d_d006977,10,교통비,1,배/선박,1,6168145193,우도해운(주),2022/10/22 10:03,1,10000,(왕복)승/대인;입장료/어른
d_d000033,1,주유비,0,자가용(승용/승합/트럭 등등),4,,,,,200000,
d_d000263,4,교통비,2,택시,2,5386100447,개인택시,2022/08/22 21:09,1,6800,택시비
d_d010272,1,주유비,0,자가용(승용/승합/트럭 등등),2,,,,,50000,
d_d000507,2,렌탈비,0,렌터카(승용/승합/버스 등등),2,,,,,137000,
d_d010667,4,교통비,1,택시,2,8301201344,택시,2022/11/02 16:03,1,12000,택시비
d_d009918,11,교통비,0,관광버스,1,,,,,8000,
d_d001202,50,교통비,0,버스 + 지하철,1,,,,,35000,
d_d004195,9,교통비,1,항공기,2,1218189086,주식회사 진에어,,1,58800,비행기표
d_d002504,1,주차비,0,자가용(승용/승합/트럭 등등),1,,,,,12000,
d_d009590,2,렌탈비,0,렌터카(승용/승합/버스 등등),4,,,,,476000,
d_d003474,9,교통비,0,항공기,2,,,,,210000,비행기표
