전체코드,시도코드,시군구코드,읍면동코드,리코드,시도명,시군구명,읍면도,리
1100000000,11,,,,서울특별시,,,
1111000000,11,110,,,서울특별시,종로구,,
1111010100,11,110,101,0,서울특별시,종로구,청운동,
1111010200,11,110,102,0,서울특별시,종로구,신교동,
1111010300,11,110,103,0,서울특별시,종로구,궁정동,
1111010400,11,110,104,0,서울특별시,종로구,효자동,
1111010500,11,110,105,0,서울특별시,종로구,창성동,
1111010600,11,110,106,0,서울특별시,종로구,통의동,
1111010700,11,110,107,0,서울특별시,종로구,적선동,
1111010800,11,110,108,0,서울특별시,종로구,통인동,
1111010900,11,110,109,0,서울특별시,종로구,누상동,
1111011000,11,110,110,0,서울특별시,종로구,누하동,
1111011100,11,110,111,0,서울특별시,종로구,옥인동,
1111011200,11,110,112,0,서울특별시,종로구,체부동,
1111011300,11,110,113,0,서울특별시,종로구,필운동,
1111011400,11,110,114,0,서울특별시,종로구,내자동,
1111011500,11,110,115,0,서울특별시,종로구,사직동,
1111011600,11,110,116,0,서울특별시,종로구,도렴동,
1111011700,11,110,117,0,서울특별시,종로구,당주동,
1111011800,11,110,118,0,서울특별시,종로구,내수동,
1111011900,11,110,119,0,서울특별시,종로구,세종로,
1111012000,11,110,120,0,서울특별시,종로구,신문로1가,
1111012100,11,110,121,0,서울특별시,종로구,신문로2가,
1111012200,11,110,122,0,서울특별시,종로구,청진동,
1111012300,11,110,123,0,서울특별시,종로구,서린동,
1111012400,11,110,124,0,서울특별시,종로구,수송동,
1111012500,11,110,125,0,서울특별시,종로구,중학동,
1111012600,11,110,126,0,서울특별시,종로구,종로1가,
1111012700,11,110,127,0,서울특별시,종로구,공평동,
1111012800,11,110,128,0,서울특별시,종로구,관훈동,
1111012900,11,110,129,0,서울특별시,종로구,견지동,
1111013000,11,110,130,0,서울특별시,종로구,와룡동,
1111013100,11,110,131,0,서울특별시,종로구,권농동,
1111013200,11,110,132,0,서울특별시,종로구,운니동,
1111013300,11,110,133,0,서울특별시,종로구,익선동,
1111013400,11,110,134,0,서울특별시,종로구,경운동,
1111013500,11,110,135,0,서울특별시,종로구,관철동,
1111013600,11,110,136,0,서울특별시,종로구,인사동,
1111013700,11,110,137,0,서울특별시,종로구,낙원동,
1111013800,11,110,138,0,서울특별시,종로구,종로2가,
1111013900,11,110,139,0,서울특별시,종로구,팔판동,
1111014000,11,110,140,0,서울특별시,종로구,삼청동,
1111014100,11,110,141,0,서울특별시,종로구,안국동,
1111014200,11,110,142,0,서울특별시,종로구,소격동,
1111014300,11,110,143,0,서울특별시,종로구,화동,
1111014400,11,110,144,0,서울특별시,종로구,사간동,
1111014500,11,110,145,0,서울특별시,종로구,송현동,
1111014600,11,110,146,0,서울특별시,종로구,가회동,
1111014700,11,110,147,0,서울특별시,종로구,재동,
1111014800,11,110,148,0,서울특별시,종로구,계동,
1111014900,11,110,149,0,서울특별시,종로구,원서동,
1111015000,11,110,150,0,서울특별시,종로구,훈정동,
1111015100,11,110,151,0,서울특별시,종로구,묘동,
1111015200,11,110,152,0,서울특별시,종로구,봉익동,
1111015300,11,110,153,0,서울특별시,종로구,돈의동,
1111015400,11,110,154,0,서울특별시,종로구,장사동,
1111015500,11,110,155,0,서울특별시,종로구,관수동,
1111015600,11,110,156,0,서울특별시,종로구,종로3가,
1111015700,11,110,157,0,서울특별시,종로구,인의동,
1111015800,11,110,158,0,서울특별시,종로구,예지동,
1111015900,11,110,159,0,서울특별시,종로구,원남동,
1111016000,11,110,160,0,서울특별시,종로구,연지동,
1111016100,11,110,161,0,서울특별시,종로구,종로4가,
1111016200,11,110,162,0,서울특별시,종로구,효제동,
1111016300,11,110,163,0,서울특별시,종로구,종로5가,
1111016400,11,110,164,0,서울특별시,종로구,종로6가,
1111016500,11,110,165,0,서울특별시,종로구,이화동,
1111016600,11,110,166,0,서울특별시,종로구,연건동,
1111016700,11,110,167,0,서울특별시,종로구,충신동,
1111016800,11,110,168,0,서울특별시,종로구,동숭동,
1111016900,11,110,169,0,서울특별시,종로구,혜화동,
1111017000,11,110,170,0,서울특별시,종로구,명륜1가,
1111017100,11,110,171,0,서울특별시,종로구,명륜2가,
1111017200,11,110,172,0,서울특별시,종로구,명륜4가,
1111017300,11,110,173,0,서울특별시,종로구,명륜3가,
1111017400,11,110,174,0,서울특별시,종로구,창신동,
1111017500,11,110,175,0,서울특별시,종로구,숭인동,
1111017600,11,110,176,0,서울특별시,종로구,교남동,
1111017700,11,110,177,0,서울특별시,종로구,평동,
1111017800,11,110,178,0,서울특별시,종로구,송월동,
1111017900,11,110,179,0,서울특별시,종로구,홍파동,
1111018000,11,110,180,0,서울특별시,종로구,교북동,
1111018100,11,110,181,0,서울특별시,종로구,행촌동,
1111018200,11,110,182,0,서울특별시,종로구,구기동,
1111018300,11,110,183,0,서울특별시,종로구,평창동,
1111018400,11,110,184,0,서울특별시,종로구,부암동,
1111018500,11,110,185,0,서울특별시,종로구,홍지동,
1111018600,11,110,186,0,서울특별시,종로구,신영동,
1111018700,11,110,187,0,서울특별시,종로구,무악동,
1114000000,11,140,,,서울특별시,중구,,
1114010100,11,140,101,0,서울특별시,중구,무교동,
1114010200,11,140,102,0,서울특별시,중구,다동,
1114010300,11,140,103,0,서울특별시,중구,태평로1가,
1114010400,11,140,104,0,서울특별시,중구,을지로1가,
1114010500,11,140,105,0,서울특별시,중구,을지로2가,
1114010600,11,140,106,0,서울특별시,중구,남대문로1가,
1114010700,11,140,107,0,서울특별시,중구,삼각동,
1114010800,11,140,108,0,서울특별시,중구,수하동,
1114010900,11,140,109,0,서울특별시,중구,장교동,
1114011000,11,140,110,0,서울특별시,중구,수표동,
1114011100,11,140,111,0,서울특별시,중구,소공동,
1114011200,11,140,112,0,서울특별시,중구,남창동,
1114011300,11,140,113,0,서울특별시,중구,북창동,
1114011400,11,140,114,0,서울특별시,중구,태평로2가,
1114011500,11,140,115,0,서울특별시,중구,남대문로2가,
1114011600,11,140,116,0,서울특별시,중구,남대문로3가,
1114011700,11,140,117,0,서울특별시,중구,남대문로4가,
1114011800,11,140,118,0,서울특별시,중구,남대문로5가,
1114011900,11,140,119,0,서울특별시,중구,봉래동1가,
1114012000,11,140,120,0,서울특별시,중구,봉래동2가,
1114012100,11,140,121,0,서울특별시,중구,회현동1가,
1114012200,11,140,122,0,서울특별시,중구,회현동2가,
1114012300,11,140,123,0,서울특별시,중구,회현동3가,
1114012400,11,140,124,0,서울특별시,중구,충무로1가,
1114012500,11,140,125,0,서울특별시,중구,충무로2가,
1114012600,11,140,126,0,서울특별시,중구,명동1가,
1114012700,11,140,127,0,서울특별시,중구,명동2가,
1114012800,11,140,128,0,서울특별시,중구,남산동1가,
1114012900,11,140,129,0,서울특별시,중구,남산동2가,
1114013000,11,140,130,0,서울특별시,중구,남산동3가,
1114013100,11,140,131,0,서울특별시,중구,저동1가,
1114013200,11,140,132,0,서울특별시,중구,충무로4가,
1114013300,11,140,133,0,서울특별시,중구,충무로5가,
1114013400,11,140,134,0,서울특별시,중구,인현동2가,
1114013500,11,140,135,0,서울특별시,중구,예관동,
1114013600,11,140,136,0,서울특별시,중구,묵정동,
1114013700,11,140,137,0,서울특별시,중구,필동1가,
1114013800,11,140,138,0,서울특별시,중구,필동2가,
1114013900,11,140,139,0,서울특별시,중구,필동3가,
1114014000,11,140,140,0,서울특별시,중구,남학동,
1114014100,11,140,141,0,서울특별시,중구,주자동,
1114014200,11,140,142,0,서울특별시,중구,예장동,
1114014300,11,140,143,0,서울특별시,중구,장충동1가,
1114014400,11,140,144,0,서울특별시,중구,장충동2가,
1114014500,11,140,145,0,서울특별시,중구,광희동1가,
1114014600,11,140,146,0,서울특별시,중구,광희동2가,
1114014700,11,140,147,0,서울특별시,중구,쌍림동,
1114014800,11,140,148,0,서울특별시,중구,을지로6가,
1114014900,11,140,149,0,서울특별시,중구,을지로7가,
1114015000,11,140,150,0,서울특별시,중구,을지로4가,
1114015100,11,140,151,0,서울특별시,중구,을지로5가,
1114015200,11,140,152,0,서울특별시,중구,주교동,
1114015300,11,140,153,0,서울특별시,중구,방산동,
1114015400,11,140,154,0,서울특별시,중구,오장동,
1114015500,11,140,155,0,서울특별시,중구,을지로3가,
1114015600,11,140,156,0,서울특별시,중구,입정동,
1114015700,11,140,157,0,서울특별시,중구,산림동,
1114015800,11,140,158,0,서울특별시,중구,충무로3가,
1114015900,11,140,159,0,서울특별시,중구,초동,
1114016000,11,140,160,0,서울특별시,중구,인현동1가,
1114016100,11,140,161,0,서울특별시,중구,저동2가,
1114016200,11,140,162,0,서울특별시,중구,신당동,
1114016300,11,140,163,0,서울특별시,중구,흥인동,
1114016400,11,140,164,0,서울특별시,중구,무학동,
1114016500,11,140,165,0,서울특별시,중구,황학동,
1114016600,11,140,166,0,서울특별시,중구,서소문동,
1114016700,11,140,167,0,서울특별시,중구,정동,
1114016800,11,140,168,0,서울특별시,중구,순화동,
1114016900,11,140,169,0,서울특별시,중구,의주로1가,
1114017000,11,140,170,0,서울특별시,중구,충정로1가,
1114017100,11,140,171,0,서울특별시,중구,중림동,
1114017200,11,140,172,0,서울특별시,중구,의주로2가,
1114017300,11,140,173,0,서울특별시,중구,만리동1가,
1114017400,11,140,174,0,서울특별시,중구,만리동2가,
1117000000,11,170,,,서울특별시,용산구,,
1117010100,11,170,101,0,서울특별시,용산구,후암동,
1117010200,11,170,102,0,서울특별시,용산구,용산동2가,
1117010300,11,170,103,0,서울특별시,용산구,용산동4가,
1117010400,11,170,104,0,서울특별시,용산구,갈월동,
1117010500,11,170,105,0,서울특별시,용산구,남영동,
1117010600,11,170,106,0,서울특별시,용산구,용산동1가,
1117010700,11,170,107,0,서울특별시,용산구,동자동,
1117010800,11,170,108,0,서울특별시,용산구,서계동,
1117010900,11,170,109,0,서울특별시,용산구,청파동1가,
1117011000,11,170,110,0,서울특별시,용산구,청파동2가,
1117011100,11,170,111,0,서울특별시,용산구,청파동3가,
1117011200,11,170,112,0,서울특별시,용산구,원효로1가,
1117011300,11,170,113,0,서울특별시,용산구,원효로2가,
1117011400,11,170,114,0,서울특별시,용산구,신창동,
1117011500,11,170,115,0,서울특별시,용산구,산천동,
1117011600,11,170,116,0,서울특별시,용산구,청암동,
1117011700,11,170,117,0,서울특별시,용산구,원효로3가,
1117011800,11,170,118,0,서울특별시,용산구,원효로4가,
1117011900,11,170,119,0,서울특별시,용산구,효창동,
1117012000,11,170,120,0,서울특별시,용산구,도원동,
1117012100,11,170,121,0,서울특별시,용산구,용문동,
1117012200,11,170,122,0,서울특별시,용산구,문배동,
1117012300,11,170,123,0,서울특별시,용산구,신계동,
1117012400,11,170,124,0,서울특별시,용산구,한강로1가,
1117012500,11,170,125,0,서울특별시,용산구,한강로2가,
1117012600,11,170,126,0,서울특별시,용산구,용산동3가,
1117012700,11,170,127,0,서울특별시,용산구,용산동5가,
1117012800,11,170,128,0,서울특별시,용산구,한강로3가,
1117012900,11,170,129,0,서울특별시,용산구,이촌동,
1117013000,11,170,130,0,서울특별시,용산구,이태원동,
1117013100,11,170,131,0,서울특별시,용산구,한남동,
1117013200,11,170,132,0,서울특별시,용산구,동빙고동,
1117013300,11,170,133,0,서울특별시,용산구,서빙고동,
1117013400,11,170,134,0,서울특별시,용산구,주성동,
1117013500,11,170,135,0,서울특별시,용산구,용산동6가,
1117013600,11,170,136,0,서울특별시,용산구,보광동,
1120000000,11,200,,,서울특별시,성동구,,
1120010100,11,200,101,0,서울특별시,성동구,상왕십리동,
1120010200,11,200,102,0,서울특별시,성동구,하왕십리동,
1120010300,11,200,103,0,서울특별시,성동구,홍익동,
1120010400,11,200,104,0,서울특별시,성동구,도선동,
1120010500,11,200,105,0,서울특별시,성동구,마장동,
1120010600,11,200,106,0,서울특별시,성동구,사근동,
1120010700,11,200,107,0,서울특별시,성동구,행당동,
1120010800,11,200,108,0,서울특별시,성동구,응봉동,
1120010900,11,200,109,0,서울특별시,성동구,금호동1가,
1120011000,11,200,110,0,서울특별시,성동구,금호동2가,
1120011100,11,200,111,0,서울특별시,성동구,금호동3가,
1120011200,11,200,112,0,서울특별시,성동구,금호동4가,
1120011300,11,200,113,0,서울특별시,성동구,옥수동,
1120011400,11,200,114,0,서울특별시,성동구,성수동1가,
1120011500,11,200,115,0,서울특별시,성동구,성수동2가,
1120011800,11,200,118,0,서울특별시,성동구,송정동,
1120012200,11,200,122,0,서울특별시,성동구,용답동,
1121500000,11,215,,,서울특별시,광진구,,
1121510100,11,215,101,0,서울특별시,광진구,중곡동,
1121510200,11,215,102,0,서울특별시,광진구,능동,
1121510300,11,215,103,0,서울특별시,광진구,구의동,
1121510400,11,215,104,0,서울특별시,광진구,광장동,
1121510500,11,215,105,0,서울특별시,광진구,자양동,
1121510700,11,215,107,0,서울특별시,광진구,화양동,
1121510900,11,215,109,0,서울특별시,광진구,군자동,
1123000000,11,230,,,서울특별시,동대문구,,
1123010100,11,230,101,0,서울특별시,동대문구,신설동,
1123010200,11,230,102,0,서울특별시,동대문구,용두동,
1123010300,11,230,103,0,서울특별시,동대문구,제기동,
1123010400,11,230,104,0,서울특별시,동대문구,전농동,
1123010500,11,230,105,0,서울특별시,동대문구,답십리동,
1123010600,11,230,106,0,서울특별시,동대문구,장안동,
1123010700,11,230,107,0,서울특별시,동대문구,청량리동,
1123010800,11,230,108,0,서울특별시,동대문구,회기동,
1123010900,11,230,109,0,서울특별시,동대문구,휘경동,
1123011000,11,230,110,0,서울특별시,동대문구,이문동,
1126000000,11,260,,,서울특별시,중랑구,,
1126010100,11,260,101,0,서울특별시,중랑구,면목동,
1126010200,11,260,102,0,서울특별시,중랑구,상봉동,
1126010300,11,260,103,0,서울특별시,중랑구,중화동,
1126010400,11,260,104,0,서울특별시,중랑구,묵동,
1126010500,11,260,105,0,서울특별시,중랑구,망우동,
1126010600,11,260,106,0,서울특별시,중랑구,신내동,
1129000000,11,290,,,서울특별시,성북구,,
1129010100,11,290,101,0,서울특별시,성북구,성북동,
1129010200,11,290,102,0,서울특별시,성북구,성북동1가,
1129010300,11,290,103,0,서울특별시,성북구,돈암동,
1129010400,11,290,104,0,서울특별시,성북구,동소문동1가,
1129010500,11,290,105,0,서울특별시,성북구,동소문동2가,
1129010600,11,290,106,0,서울특별시,성북구,동소문동3가,
1129010700,11,290,107,0,서울특별시,성북구,동소문동4가,
1129010800,11,290,108,0,서울특별시,성북구,동소문동5가,
1129010900,11,290,109,0,서울특별시,성북구,동소문동6가,
1129011000,11,290,110,0,서울특별시,성북구,동소문동7가,
1129011100,11,290,111,0,서울특별시,성북구,삼선동1가,
1129011200,11,290,112,0,서울특별시,성북구,삼선동2가,
1129011300,11,290,113,0,서울특별시,성북구,삼선동3가,
1129011400,11,290,114,0,서울특별시,성북구,삼선동4가,
1129011500,11,290,115,0,서울특별시,성북구,삼선동5가,
1129011600,11,290,116,0,서울특별시,성북구,동선동1가,
1129011700,11,290,117,0,서울특별시,성북구,동선동2가,
1129011800,11,290,118,0,서울특별시,성북구,동선동3가,
1129011900,11,290,119,0,서울특별시,성북구,동선동4가,
1129012000,11,290,120,0,서울특별시,성북구,동선동5가,
1129012100,11,290,121,0,서울특별시,성북구,안암동1가,
1129012200,11,290,122,0,서울특별시,성북구,안암동2가,
1129012300,11,290,123,0,서울특별시,성북구,안암동3가,
1129012400,11,290,124,0,서울특별시,성북구,안암동4가,
1129012500,11,290,125,0,서울특별시,성북구,안암동5가,
1129012600,11,290,126,0,서울특별시,성북구,보문동4가,
1129012700,11,290,127,0,서울특별시,성북구,보문동5가,
1129012800,11,290,128,0,서울특별시,성북구,보문동6가,
1129012900,11,290,129,0,서울특별시,성북구,보문동7가,
1129013000,11,290,130,0,서울특별시,성북구,보문동1가,
1129013100,11,290,131,0,서울특별시,성북구,보문동2가,
1129013200,11,290,132,0,서울특별시,성북구,보문동3가,
1129013300,11,290,133,0,서울특별시,성북구,정릉동,
1129013400,11,290,134,0,서울특별시,성북구,길음동,
1129013500,11,290,135,0,서울특별시,성북구,종암동,
1129013600,11,290,136,0,서울특별시,성북구,하월곡동,
1129013700,11,290,137,0,서울특별시,성북구,상월곡동,
1129013800,11,290,138,0,서울특별시,성북구,장위동,
1129013900,11,290,139,0,서울특별시,성북구,석관동,
1130500000,11,305,,,서울특별시,강북구,,
1130510100,11,305,101,0,서울특별시,강북구,미아동,
1130510200,11,305,102,0,서울특별시,강북구,번동,
1130510300,11,305,103,0,서울특별시,강북구,수유동,
1130510400,11,305,104,0,서울특별시,강북구,우이동,
1132000000,11,320,,,서울특별시,도봉구,,
1132010500,11,320,105,0,서울특별시,도봉구,쌍문동,
1132010600,11,320,106,0,서울특별시,도봉구,방학동,
1132010700,11,320,107,0,서울특별시,도봉구,창동,
1132010800,11,320,108,0,서울특별시,도봉구,도봉동,
1135000000,11,350,,,서울특별시,노원구,,
1135010200,11,350,102,0,서울특별시,노원구,월계동,
1135010300,11,350,103,0,서울특별시,노원구,공릉동,
1135010400,11,350,104,0,서울특별시,노원구,하계동,
1135010500,11,350,105,0,서울특별시,노원구,상계동,
1135010600,11,350,106,0,서울특별시,노원구,중계동,
1138000000,11,380,,,서울특별시,은평구,,
1138010100,11,380,101,0,서울특별시,은평구,수색동,
1138010200,11,380,102,0,서울특별시,은평구,녹번동,
1138010300,11,380,103,0,서울특별시,은평구,불광동,
1138010400,11,380,104,0,서울특별시,은평구,갈현동,
1138010500,11,380,105,0,서울특별시,은평구,구산동,
1138010600,11,380,106,0,서울특별시,은평구,대조동,
1138010700,11,380,107,0,서울특별시,은평구,응암동,
1138010800,11,380,108,0,서울특별시,은평구,역촌동,
1138010900,11,380,109,0,서울특별시,은평구,신사동,
1138011000,11,380,110,0,서울특별시,은평구,증산동,
1138011400,11,380,114,0,서울특별시,은평구,진관동,
1141000000,11,410,,,서울특별시,서대문구,,
1141010100,11,410,101,0,서울특별시,서대문구,충정로2가,
1141010200,11,410,102,0,서울특별시,서대문구,충정로3가,
1141010300,11,410,103,0,서울특별시,서대문구,합동,
1141010400,11,410,104,0,서울특별시,서대문구,미근동,
1141010500,11,410,105,0,서울특별시,서대문구,냉천동,
1141010600,11,410,106,0,서울특별시,서대문구,천연동,
1141010700,11,410,107,0,서울특별시,서대문구,옥천동,
1141010800,11,410,108,0,서울특별시,서대문구,영천동,
1141010900,11,410,109,0,서울특별시,서대문구,현저동,
1141011000,11,410,110,0,서울특별시,서대문구,북아현동,
1141011100,11,410,111,0,서울특별시,서대문구,홍제동,
1141011200,11,410,112,0,서울특별시,서대문구,대현동,
1141011300,11,410,113,0,서울특별시,서대문구,대신동,
1141011400,11,410,114,0,서울특별시,서대문구,신촌동,
1141011500,11,410,115,0,서울특별시,서대문구,봉원동,
1141011600,11,410,116,0,서울특별시,서대문구,창천동,
1141011700,11,410,117,0,서울특별시,서대문구,연희동,
1141011800,11,410,118,0,서울특별시,서대문구,홍은동,
1141011900,11,410,119,0,서울특별시,서대문구,북가좌동,
1141012000,11,410,120,0,서울특별시,서대문구,남가좌동,
1144000000,11,440,,,서울특별시,마포구,,
1144010100,11,440,101,0,서울특별시,마포구,아현동,
1144010200,11,440,102,0,서울특별시,마포구,공덕동,
1144010300,11,440,103,0,서울특별시,마포구,신공덕동,
1144010400,11,440,104,0,서울특별시,마포구,도화동,
1144010500,11,440,105,0,서울특별시,마포구,용강동,
1144010600,11,440,106,0,서울특별시,마포구,토정동,
1144010700,11,440,107,0,서울특별시,마포구,마포동,
1144010800,11,440,108,0,서울특별시,마포구,대흥동,
1144010900,11,440,109,0,서울특별시,마포구,염리동,
1144011000,11,440,110,0,서울특별시,마포구,노고산동,
1144011100,11,440,111,0,서울특별시,마포구,신수동,
1144011200,11,440,112,0,서울특별시,마포구,현석동,
1144011300,11,440,113,0,서울특별시,마포구,구수동,
1144011400,11,440,114,0,서울특별시,마포구,창전동,
1144011500,11,440,115,0,서울특별시,마포구,상수동,
1144011600,11,440,116,0,서울특별시,마포구,하중동,
1144011700,11,440,117,0,서울특별시,마포구,신정동,
1144011800,11,440,118,0,서울특별시,마포구,당인동,
1144012000,11,440,120,0,서울특별시,마포구,서교동,
1144012100,11,440,121,0,서울특별시,마포구,동교동,
1144012200,11,440,122,0,서울특별시,마포구,합정동,
1144012300,11,440,123,0,서울특별시,마포구,망원동,
1144012400,11,440,124,0,서울특별시,마포구,연남동,
1144012500,11,440,125,0,서울특별시,마포구,성산동,
1144012600,11,440,126,0,서울특별시,마포구,중동,
1144012700,11,440,127,0,서울특별시,마포구,상암동,
1147000000,11,470,,,서울특별시,양천구,,
1147010100,11,470,101,0,서울특별시,양천구,신정동,
1147010200,11,470,102,0,서울특별시,양천구,목동,
1147010300,11,470,103,0,서울특별시,양천구,신월동,
1150000000,11,500,,,서울특별시,강서구,,
1150010100,11,500,101,0,서울특별시,강서구,염창동,
1150010200,11,500,102,0,서울특별시,강서구,등촌동,
1150010300,11,500,103,0,서울특별시,강서구,화곡동,
1150010400,11,500,104,0,서울특별시,강서구,가양동,
1150010500,11,500,105,0,서울특별시,강서구,마곡동,
1150010600,11,500,106,0,서울특별시,강서구,내발산동,
1150010700,11,500,107,0,서울특별시,강서구,외발산동,
1150010800,11,500,108,0,서울특별시,강서구,공항동,
1150010900,11,500,109,0,서울특별시,강서구,방화동,
1150011000,11,500,110,0,서울특별시,강서구,개화동,
1150011100,11,500,111,0,서울특별시,강서구,과해동,
1150011200,11,500,112,0,서울특별시,강서구,오곡동,
1150011300,11,500,113,0,서울특별시,강서구,오쇠동,
1153000000,11,530,,,서울특별시,구로구,,
1153010100,11,530,101,0,서울특별시,구로구,신도림동,
1153010200,11,530,102,0,서울특별시,구로구,구로동,
1153010300,11,530,103,0,서울특별시,구로구,가리봉동,
1153010600,11,530,106,0,서울특별시,구로구,고척동,
1153010700,11,530,107,0,서울특별시,구로구,개봉동,
1153010800,11,530,108,0,서울특별시,구로구,오류동,
1153010900,11,530,109,0,서울특별시,구로구,궁동,
1153011000,11,530,110,0,서울특별시,구로구,온수동,
1153011100,11,530,111,0,서울특별시,구로구,천왕동,
1153011200,11,530,112,0,서울특별시,구로구,항동,
1154500000,11,545,,,서울특별시,금천구,,
1154510100,11,545,101,0,서울특별시,금천구,가산동,
1154510200,11,545,102,0,서울특별시,금천구,독산동,
1154510300,11,545,103,0,서울특별시,금천구,시흥동,
1156000000,11,560,,,서울특별시,영등포구,,
1156010100,11,560,101,0,서울특별시,영등포구,영등포동,
1156010200,11,560,102,0,서울특별시,영등포구,영등포동1가,
1156010300,11,560,103,0,서울특별시,영등포구,영등포동2가,
1156010400,11,560,104,0,서울특별시,영등포구,영등포동3가,
1156010500,11,560,105,0,서울특별시,영등포구,영등포동4가,
1156010600,11,560,106,0,서울특별시,영등포구,영등포동5가,
1156010700,11,560,107,0,서울특별시,영등포구,영등포동6가,
1156010800,11,560,108,0,서울특별시,영등포구,영등포동7가,
1156010900,11,560,109,0,서울특별시,영등포구,영등포동8가,
1156011000,11,560,110,0,서울특별시,영등포구,여의도동,
1156011100,11,560,111,0,서울특별시,영등포구,당산동1가,
1156011200,11,560,112,0,서울특별시,영등포구,당산동2가,
1156011300,11,560,113,0,서울특별시,영등포구,당산동3가,
1156011400,11,560,114,0,서울특별시,영등포구,당산동4가,
1156011500,11,560,115,0,서울특별시,영등포구,당산동5가,
1156011600,11,560,116,0,서울특별시,영등포구,당산동6가,
1156011700,11,560,117,0,서울특별시,영등포구,당산동,
1156011800,11,560,118,0,서울특별시,영등포구,도림동,
1156011900,11,560,119,0,서울특별시,영등포구,문래동1가,
1156012000,11,560,120,0,서울특별시,영등포구,문래동2가,
1156012100,11,560,121,0,서울특별시,영등포구,문래동3가,
1156012200,11,560,122,0,서울특별시,영등포구,문래동4가,
1156012300,11,560,123,0,서울특별시,영등포구,문래동5가,
1156012400,11,560,124,0,서울특별시,영등포구,문래동6가,
1156012500,11,560,125,0,서울특별시,영등포구,양평동1가,
1156012600,11,560,126,0,서울특별시,영등포구,양평동2가,
1156012700,11,560,127,0,서울특별시,영등포구,양평동3가,
1156012800,11,560,128,0,서울특별시,영등포구,양평동4가,
1156012900,11,560,129,0,서울특별시,영등포구,양평동5가,
1156013000,11,560,130,0,서울특별시,영등포구,양평동6가,
1156013100,11,560,131,0,서울특별시,영등포구,양화동,
1156013200,11,560,132,0,서울특별시,영등포구,신길동,
1156013300,11,560,133,0,서울특별시,영등포구,대림동,
1156013400,11,560,134,0,서울특별시,영등포구,양평동,
1159000000,11,590,,,서울특별시,동작구,,
1159010100,11,590,101,0,서울특별시,동작구,노량진동,
1159010200,11,590,102,0,서울특별시,동작구,상도동,
1159010300,11,590,103,0,서울특별시,동작구,상도1동,
1159010400,11,590,104,0,서울특별시,동작구,본동,
1159010500,11,590,105,0,서울특별시,동작구,흑석동,
1159010600,11,590,106,0,서울특별시,동작구,동작동,
1159010700,11,590,107,0,서울특별시,동작구,사당동,
1159010800,11,590,108,0,서울특별시,동작구,대방동,
1159010900,11,590,109,0,서울특별시,동작구,신대방동,
1162000000,11,620,,,서울특별시,관악구,,
1162010100,11,620,101,0,서울특별시,관악구,봉천동,
1162010200,11,620,102,0,서울특별시,관악구,신림동,
1162010300,11,620,103,0,서울특별시,관악구,남현동,
1165000000,11,650,,,서울특별시,서초구,,
1165010100,11,650,101,0,서울특별시,서초구,방배동,
1165010200,11,650,102,0,서울특별시,서초구,양재동,
1165010300,11,650,103,0,서울특별시,서초구,우면동,
1165010400,11,650,104,0,서울특별시,서초구,원지동,
1165010600,11,650,106,0,서울특별시,서초구,잠원동,
1165010700,11,650,107,0,서울특별시,서초구,반포동,
1165010800,11,650,108,0,서울특별시,서초구,서초동,
1165010900,11,650,109,0,서울특별시,서초구,내곡동,
1165011000,11,650,110,0,서울특별시,서초구,염곡동,
1165011100,11,650,111,0,서울특별시,서초구,신원동,
1168000000,11,680,,,서울특별시,강남구,,
1168010100,11,680,101,0,서울특별시,강남구,역삼동,
1168010300,11,680,103,0,서울특별시,강남구,개포동,
1168010400,11,680,104,0,서울특별시,강남구,청담동,
1168010500,11,680,105,0,서울특별시,강남구,삼성동,
1168010600,11,680,106,0,서울특별시,강남구,대치동,
1168010700,11,680,107,0,서울특별시,강남구,신사동,
1168010800,11,680,108,0,서울특별시,강남구,논현동,
1168011000,11,680,110,0,서울특별시,강남구,압구정동,
1168011100,11,680,111,0,서울특별시,강남구,세곡동,
1168011200,11,680,112,0,서울특별시,강남구,자곡동,
1168011300,11,680,113,0,서울특별시,강남구,율현동,
1168011400,11,680,114,0,서울특별시,강남구,일원동,
1168011500,11,680,115,0,서울특별시,강남구,수서동,
1168011800,11,680,118,0,서울특별시,강남구,도곡동,
1171000000,11,710,,,서울특별시,송파구,,
1171010100,11,710,101,0,서울특별시,송파구,잠실동,
1171010200,11,710,102,0,서울특별시,송파구,신천동,
1171010300,11,710,103,0,서울특별시,송파구,풍납동,
1171010400,11,710,104,0,서울특별시,송파구,송파동,
1171010500,11,710,105,0,서울특별시,송파구,석촌동,
1171010600,11,710,106,0,서울특별시,송파구,삼전동,
1171010700,11,710,107,0,서울특별시,송파구,가락동,
1171010800,11,710,108,0,서울특별시,송파구,문정동,
1171010900,11,710,109,0,서울특별시,송파구,장지동,
1171011100,11,710,111,0,서울특별시,송파구,방이동,
1171011200,11,710,112,0,서울특별시,송파구,오금동,
1171011300,11,710,113,0,서울특별시,송파구,거여동,
1171011400,11,710,114,0,서울특별시,송파구,마천동,
1174000000,11,740,,,서울특별시,강동구,,
1174010100,11,740,101,0,서울특별시,강동구,명일동,
1174010200,11,740,102,0,서울특별시,강동구,고덕동,
1174010300,11,740,103,0,서울특별시,강동구,상일동,
1174010500,11,740,105,0,서울특별시,강동구,길동,
1174010600,11,740,106,0,서울특별시,강동구,둔촌동,
